TierID;CollarID;UTC_Date;UTC_Time;LMT_Date;LMT_Time;Latitude;Longitude;Height;DOP;X;Y;twilight_start;sunrise;sunset;twilight_end;moonilumination;daytime;ActMean;Trajectory;distance;speed;timelag
RE10;13573;21.07.2014;05:00:44;21.07.2014;06:00:44;47.2539643;8.572142;661.07;1.6;685800;234292;21.07.2014 04:13;21.07.2014 04:50;21.07.2014 20:12;21.07.2014 20:50;0.315461221;T;31.56296296;RE10;54.4885309;0.005033583;10825
RE10;13573;21.07.2014;08:01:09;21.07.2014;09:01:09;47.2536073;8.5716428;651.45;2.6;685763;234252;21.07.2014 04:13;21.07.2014 04:50;21.07.2014 20:12;21.07.2014 20:50;0.315461221;T;79.08833333;RE10;68.60029154;0.006366616;10775
RE10;13573;21.07.2014;11:00:44;21.07.2014;12:00:44;47.254096;8.5721938;658.42;2.6;685804;234307;21.07.2014 04:13;21.07.2014 04:50;21.07.2014 20:12;21.07.2014 20:50;0.315461221;T;28.66444444;RE10;16.4924225;0.001520179;10849
RE10;13573;21.07.2014;14:01:33;21.07.2014;15:01:33;47.2539581;8.5722439;673.96;3.4;685808;234291;21.07.2014 04:13;21.07.2014 04:50;21.07.2014 20:12;21.07.2014 20:50;0.315461221;T;46.81833333;RE10;77.87810989;0.007227667;10775
RE10;13573;21.07.2014;17:01:08;21.07.2014;18:01:08;47.2536731;8.571302;644.69;2.8;685737;234259;21.07.2014 04:13;21.07.2014 04:50;21.07.2014 20:12;21.07.2014 20:50;0.315461221;T;84.44444444;RE10;301.3585904;0.027968315;10775
RE10;13573;21.07.2014;20:00:43;21.07.2014;21:00:43;47.2559543;8.5734518;682.61;2.6;685896;234515;21.07.2014 04:13;21.07.2014 04:50;21.07.2014 20:12;21.07.2014 20:50;0.315461221;N;65.12259259;RE10;129.0038759;0.01197474;10773
RE10;13573;21.07.2014;23:00:16;22.07.2014;00:00:16;47.2549859;8.5725184;663.65;1.8;685827;234406;21.07.2014 04:13;21.07.2014 04:50;21.07.2014 20:12;21.07.2014 20:50;0.315461221;N;71.3362963;RE10;118.6001686;0.01096728;10814
RE10;13573;22.07.2014;02:00:30;22.07.2014;03:00:30;47.2543574;8.5712485;608.41;2;685732;234335;22.07.2014 04:14;22.07.2014 04:52;22.07.2014 20:11;22.07.2014 20:49;0.221493421;N;34.48055556;RE10;86.46964785;0.00794028;10890
RE10;13573;22.07.2014;05:02:00;22.07.2014;06:02:00;47.2544303;8.5723913;651.3;4;685818;234344;22.07.2014 04:14;22.07.2014 04:52;22.07.2014 20:11;22.07.2014 20:49;0.221493421;T;42.28888889;RE10;30.41381265;0.002837904;10717
RE10;13573;22.07.2014;08:00:37;22.07.2014;09:00:37;47.2545551;8.5727487;658.9;2.8;685845;234358;22.07.2014 04:14;22.07.2014 04:52;22.07.2014 20:11;22.07.2014 20:49;0.221493421;T;30.68888889;RE10;137.4117899;0.012682214;10835
RE10;13573;22.07.2014;11:01:12;22.07.2014;12:01:12;47.2538414;8.5712689;630.12;2.4;685734;234277;22.07.2014 04:14;22.07.2014 04:52;22.07.2014 20:11;22.07.2014 20:49;0.221493421;T;68.35555556;RE10;144.8102206;0.006715058;21565
RE10;13573;22.07.2014;17:00:37;22.07.2014;18:00:37;47.2546573;8.5727449;644.32;3.8;685845;234370;22.07.2014 04:14;22.07.2014 04:52;22.07.2014 20:11;22.07.2014 20:49;0.221493421;T;31.01074074;RE10;146.1540283;0.013525266;10806
RE10;13573;22.07.2014;20:00:43;22.07.2014;21:00:43;47.2558656;8.5735144;684.91;1.6;685901;234505;22.07.2014 04:14;22.07.2014 04:52;22.07.2014 20:11;22.07.2014 20:49;0.221493421;N;106.8403704;RE10;34.71310992;0.003213879;10801
RE10;13573;22.07.2014;23:00:44;23.07.2014;00:00:44;47.2559361;8.5730723;684.47;2;685867;234512;22.07.2014 04:14;22.07.2014 04:52;22.07.2014 20:11;22.07.2014 20:49;0.221493421;N;98.79740741;RE10;45.31004304;0.004195763;10799
RE10;13573;23.07.2014;02:00:43;23.07.2014;03:00:43;47.2557905;8.5725059;670.84;1.6;685825;234495;23.07.2014 04:15;23.07.2014 04:53;23.07.2014 20:10;23.07.2014 20:47;0.140086268;N;76.4762963;RE10;54.33231083;0.005031701;10798
RE10;13573;23.07.2014;05:00:41;23.07.2014;06:00:41;47.2553017;8.5724193;676.14;1.8;685819;234441;23.07.2014 04:15;23.07.2014 04:53;23.07.2014 20:10;23.07.2014 20:47;0.140086268;T;39.67583333;RE10;40.11234224;0.003703475;10831
RE10;13573;23.07.2014;08:01:12;23.07.2014;09:01:12;47.255663;8.572474;738.41;5.2;685822;234481;23.07.2014 04:15;23.07.2014 04:53;23.07.2014 20:10;23.07.2014 20:47;0.140086268;T;58;RE10;89.19641248;0.008280395;10772
RE10;13573;23.07.2014;11:00:44;23.07.2014;12:00:44;47.2549014;8.5728467;687.31;3.8;685852;234397;23.07.2014 04:15;23.07.2014 04:53;23.07.2014 20:10;23.07.2014 20:47;0.140086268;T;6.955555556;RE10;20;0.001852023;10799
RE10;13573;23.07.2014;14:00:43;23.07.2014;15:00:43;47.2547252;8.5728401;680.91;2.4;685852;234377;23.07.2014 04:15;23.07.2014 04:53;23.07.2014 20:10;23.07.2014 20:47;0.140086268;T;18.88888889;RE10;21.63330765;0.002003084;10800
RE10;13573;23.07.2014;17:00:43;23.07.2014;18:00:43;47.2548848;8.5730094;683.58;2.2;685864;234395;23.07.2014 04:15;23.07.2014 04:53;23.07.2014 20:10;23.07.2014 20:47;0.140086268;T;16.84444444;RE10;61.98386887;0.005757907;10765
RE10;13573;23.07.2014;20:00:08;23.07.2014;21:00:08;47.2554301;8.5731633;684.73;1.6;685875;234456;23.07.2014 04:15;23.07.2014 04:53;23.07.2014 20:10;23.07.2014 20:47;0.140086268;N;114.9777778;RE10;68.65857558;0.006356687;10801
RE10;13573;23.07.2014;23:00:09;24.07.2014;00:00:09;47.2560309;8.5733722;681.54;2.4;685890;234523;23.07.2014 04:15;23.07.2014 04:53;23.07.2014 20:10;23.07.2014 20:47;0.140086268;N;82.26666667;RE10;27.45906044;0.002534527;10834
RE10;13573;24.07.2014;02:00:43;24.07.2014;03:00:43;47.2562433;8.5731797;681.51;2.8;685875;234546;24.07.2014 04:17;24.07.2014 04:54;24.07.2014 20:09;24.07.2014 20:46;0.074911222;N;94.11768519;RE10;174.1062894;0.01612842;10795
RE10;13573;24.07.2014;05:00:38;24.07.2014;06:00:38;47.2560188;8.5709044;677.34;2;685703;234519;24.07.2014 04:17;24.07.2014 04:54;24.07.2014 20:09;24.07.2014 20:46;0.074911222;T;44.27981481;RE10;271.8970393;0.025161673;10806
RE10;13573;24.07.2014;08:00:44;24.07.2014;09:00:44;47.2543541;8.5735394;682.28;11.4;685905;234337;24.07.2014 04:17;24.07.2014 04:54;24.07.2014 20:09;24.07.2014 20:46;0.074911222;T;111.2125926;RE10;140.346001;0.012995;10800
RE10;13573;24.07.2014;11:00:44;24.07.2014;12:00:44;47.2536622;8.5719948;674.4;2;685789;234258;24.07.2014 04:17;24.07.2014 04:54;24.07.2014 20:09;24.07.2014 20:46;0.074911222;T;25.19851852;RE10;126.5701387;0.011720543;10799
RE10;13573;24.07.2014;14:00:43;24.07.2014;15:00:43;47.2535406;8.5736482;711.41;1.8;685915;234246;24.07.2014 04:17;24.07.2014 04:54;24.07.2014 20:09;24.07.2014 20:46;0.074911222;T;24.95296296;RE10;75.53806987;0.006993618;10801
RE10;13573;24.07.2014;17:00:44;24.07.2014;18:00:44;47.2534645;8.5726529;697.44;1.8;685840;234237;24.07.2014 04:17;24.07.2014 04:54;24.07.2014 20:09;24.07.2014 20:46;0.074911222;T;63.15296296;RE10;108.853112;0.010112701;10764
RE10;13573;24.07.2014;20:00:08;24.07.2014;21:00:08;47.254219;8.5735672;694.81;1.6;685908;234322;24.07.2014 04:17;24.07.2014 04:54;24.07.2014 20:09;24.07.2014 20:46;0.074911222;N;119.0237037;RE10;210.7700168;0.019512129;10802
RE10;13573;24.07.2014;23:00:10;25.07.2014;00:00:10;47.2561142;8.5733729;681.15;1.8;685890;234532;24.07.2014 04:17;24.07.2014 04:54;24.07.2014 20:09;24.07.2014 20:46;0.074911222;N;80.06666667;RE10;106.0188662;0.009786658;10833
RE10;13573;25.07.2014;02:00:43;25.07.2014;03:00:43;47.2551556;8.5733329;684.35;2.2;685888;234426;25.07.2014 04:18;25.07.2014 04:55;25.07.2014 20:08;25.07.2014 20:45;0.028907679;N;132.9113889;RE10;136.1249426;0.012604161;10800
RE10;13573;25.07.2014;05:00:43;25.07.2014;06:00:43;47.2556174;8.5716545;696.8;3.6;685761;234475;25.07.2014 04:18;25.07.2014 04:55;25.07.2014 20:08;25.07.2014 20:45;0.028907679;T;67.5775;RE10;204.318379;0.018918368;10800
RE10;13573;25.07.2014;08:00:43;25.07.2014;09:00:43;47.2538546;8.5724282;643.74;3.2;685822;234280;25.07.2014 04:18;25.07.2014 04:55;25.07.2014 20:08;25.07.2014 20:45;0.028907679;T;13.71601852;RE10;93.10746479;0.008620263;10801
RE10;13573;25.07.2014;11:00:44;25.07.2014;12:00:44;47.2535062;8.5735457;704.06;3.6;685907;234242;25.07.2014 04:18;25.07.2014 04:55;25.07.2014 20:08;25.07.2014 20:45;0.028907679;T;52.78851852;RE10;13.03840481;0.001204805;10822
RE10;13573;25.07.2014;14:01:06;25.07.2014;15:01:06;47.253597;8.5736371;716.52;2;685914;234253;25.07.2014 04:18;25.07.2014 04:55;25.07.2014 20:08;25.07.2014 20:45;0.028907679;T;26.87;RE10;27.07397274;0.002511966;10778
RE10;13573;25.07.2014;17:00:44;25.07.2014;18:00:44;47.2533585;8.573667;715.15;2;685916;234226;25.07.2014 04:18;25.07.2014 04:55;25.07.2014 20:08;25.07.2014 20:45;0.028907679;T;56.73444444;RE10;322.0993636;0.029826777;10799
RE10;13573;25.07.2014;20:00:43;25.07.2014;21:00:43;47.2560882;8.572235;679.74;6.6;685804;234528;25.07.2014 04:18;25.07.2014 04:55;25.07.2014 20:08;25.07.2014 20:45;0.028907679;N;142.0956481;RE10;3;0.000277752;10801
RE10;13573;25.07.2014;23:00:44;26.07.2014;00:00:44;47.2560915;8.5721978;678.03;1.8;685801;234528;25.07.2014 04:18;25.07.2014 04:55;25.07.2014 20:08;25.07.2014 20:45;0.028907679;N;70.5237037;RE10;196.0229578;0.018151955;10799
RE10;13573;26.07.2014;02:00:43;26.07.2014;03:00:43;47.2548686;8.5740792;690.68;2;685945;234395;26.07.2014 04:19;26.07.2014 04:56;26.07.2014 20:07;26.07.2014 20:43;0.004150398;N;110.1998148;RE10;115.01739;0.010654691;10795
RE10;13573;26.07.2014;05:00:38;26.07.2014;06:00:38;47.2549047;8.5725594;682.89;3;685830;234397;26.07.2014 04:19;26.07.2014 04:56;26.07.2014 20:07;26.07.2014 20:43;0.004150398;T;45.15907407;RE10;115.2605744;0.010667337;10805
RE10;13573;26.07.2014;08:00:43;26.07.2014;09:00:43;47.2538812;8.5723045;679.13;2.4;685813;234283;26.07.2014 04:19;26.07.2014 04:56;26.07.2014 20:07;26.07.2014 20:43;0.004150398;T;46.9287963;RE10;40.31128874;0.003732527;10800
RE10;13573;26.07.2014;11:00:43;26.07.2014;12:00:43;47.2541953;8.5725812;660.48;2.4;685833;234318;26.07.2014 04:19;26.07.2014 04:56;26.07.2014 20:07;26.07.2014 20:43;0.004150398;T;35.83268519;RE10;59.81638571;0.005512015;10852
RE10;13573;26.07.2014;14:01:35;26.07.2014;15:01:35;47.2545245;8.573213;667.5;3.4;685880;234355;26.07.2014 04:19;26.07.2014 04:56;26.07.2014 20:07;26.07.2014 20:43;0.004150398;T;46.19351852;RE10;6.08276253;0.000565891;10749
RE10;13573;26.07.2014;17:00:44;26.07.2014;18:00:44;47.2545783;8.5732007;663.33;3;685879;234361;26.07.2014 04:19;26.07.2014 04:56;26.07.2014 20:07;26.07.2014 20:43;0.004150398;T;19.24407407;RE10;110.3539759;0.010218907;10799
RE10;13573;26.07.2014;20:00:43;26.07.2014;21:00:43;47.2555452;8.5728668;690.6;1.8;685852;234468;26.07.2014 04:19;26.07.2014 04:56;26.07.2014 20:07;26.07.2014 20:43;0.004150398;N;113.2990741;RE10;52.17278984;0.00484607;10766
RE10;13573;26.07.2014;23:00:09;27.07.2014;00:00:09;47.2556328;8.5735423;685.68;2.8;685903;234479;26.07.2014 04:19;26.07.2014 04:56;26.07.2014 20:07;26.07.2014 20:43;0.004150398;N;94.98944444;RE10;129.7690256;0.011977942;10834
RE10;13573;27.07.2014;02:00:43;27.07.2014;03:00:43;47.2546184;8.5726991;653.76;2;685841;234365;27.07.2014 04:21;27.07.2014 04:57;27.07.2014 20:05;27.07.2014 20:42;0.001755933;N;49.03759259;RE10;77.93587107;0.007218958;10796
RE10;13573;27.07.2014;05:00:39;27.07.2014;06:00:39;47.2542221;8.5735429;723.08;1.8;685906;234322;27.07.2014 04:21;27.07.2014 04:57;27.07.2014 20:05;27.07.2014 20:42;0.001755933;T;84.74;RE10;36.01388621;0.003333385;10804
RE10;13573;27.07.2014;08:00:43;27.07.2014;09:00:43;47.2538984;8.5735493;699.15;2;685907;234286;27.07.2014 04:21;27.07.2014 04:57;27.07.2014 20:05;27.07.2014 20:42;0.001755933;T;41.55296296;RE10;59.23681288;0.00548489;10800
RE10;13573;27.07.2014;11:00:43;27.07.2014;12:00:43;47.2543982;8.5732675;700.9;2.2;685885;234341;27.07.2014 04:21;27.07.2014 04:57;27.07.2014 20:05;27.07.2014 20:42;0.001755933;T;23.69990741;RE10;25.49509757;0.002345239;10871
RE10;13573;27.07.2014;14:01:54;27.07.2014;15:01:54;47.2543577;8.5729361;733.66;2.6;685860;234336;27.07.2014 04:21;27.07.2014 04:57;27.07.2014 20:05;27.07.2014 20:42;0.001755933;T;20.46722222;RE10;46.64761516;0.004347806;10729
RE10;13573;27.07.2014;17:00:43;27.07.2014;18:00:43;47.2541292;8.5734628;682.25;1.6;685900;234312;27.07.2014 04:21;27.07.2014 04:57;27.07.2014 20:05;27.07.2014 20:42;0.001755933;T;33.49009259;RE10;179.1200715;0.016585192;10800
RE10;13573;27.07.2014;20:00:43;27.07.2014;21:00:43;47.255689;8.5728402;688.08;2.4;685850;234484;27.07.2014 04:21;27.07.2014 04:57;27.07.2014 20:05;27.07.2014 20:42;0.001755933;N;134.1321296;RE10;64.56004957;0.005980551;10795
RE10;13573;27.07.2014;23:00:38;28.07.2014;00:00:38;47.2562436;8.5730863;681.47;1.6;685868;234546;27.07.2014 04:21;27.07.2014 04:57;27.07.2014 20:05;27.07.2014 20:42;0.001755933;N;100.4888889;RE10;2.236067977;0.000206948;10805
RE10;13573;28.07.2014;02:00:43;28.07.2014;03:00:43;47.2562587;8.5731065;688.09;2.8;685869;234548;28.07.2014 04:22;28.07.2014 04:59;28.07.2014 20:04;28.07.2014 20:41;0.021832273;N;81.06666667;RE10;126.9212354;0.011750878;10801
RE10;13573;28.07.2014;05:00:44;28.07.2014;06:00:44;47.2551363;8.5727863;671.35;2.6;685847;234423;28.07.2014 04:22;28.07.2014 04:59;28.07.2014 20:04;28.07.2014 20:41;0.021832273;T;68.17259259;RE10;188.5576835;0.017460661;10799
RE10;13573;28.07.2014;08:00:43;28.07.2014;09:00:43;47.2535396;8.5736083;721.05;4;685912;234246;28.07.2014 04:22;28.07.2014 04:59;28.07.2014 20:04;28.07.2014 20:41;0.021832273;T;28.45203704;RE10;7.280109889;0.000674022;10801
RE10;13573;28.07.2014;11:00:44;28.07.2014;12:00:44;47.2536;8.5735915;701.22;1.8;685910;234253;28.07.2014 04:22;28.07.2014 04:59;28.07.2014 20:04;28.07.2014 20:41;0.021832273;T;19.66666667;RE10;23.02172887;0.002131839;10799
RE10;13573;28.07.2014;14:00:43;28.07.2014;15:00:43;47.2535888;8.573888;707.83;4;685933;234252;28.07.2014 04:22;28.07.2014 04:59;28.07.2014 20:04;28.07.2014 20:41;0.021832273;T;29.50648148;RE10;164.7604321;0.015254183;10801
RE10;13573;28.07.2014;17:00:44;28.07.2014;18:00:44;47.25392;8.5717652;647.91;1.6;685772;234287;28.07.2014 04:22;28.07.2014 04:59;28.07.2014 20:04;28.07.2014 20:41;0.021832273;T;71.30740741;RE10;228.8165204;0.021188677;10799
RE10;13573;28.07.2014;20:00:43;28.07.2014;21:00:43;47.2556242;8.5734711;687.93;1.4;685898;234478;28.07.2014 04:22;28.07.2014 04:59;28.07.2014 20:04;28.07.2014 20:41;0.021832273;N;210.0475926;RE10;22.20360331;0.002056841;10795
RE10;13573;28.07.2014;23:00:38;29.07.2014;00:00:38;47.2554296;8.5734285;686.14;1.6;685895;234456;28.07.2014 04:22;28.07.2014 04:59;28.07.2014 20:04;28.07.2014 20:41;0.021832273;N;115.0588889;RE10;128.1444497;0.011859736;10805
RE10;13573;29.07.2014;02:00:43;29.07.2014;03:00:43;47.2546687;8.5721602;673.1;2.8;685800;234370;29.07.2014 04:24;29.07.2014 05:00;29.07.2014 20:03;29.07.2014 20:39;0.063473976;N;59.26490741;RE10;58.72818744;0.005437292;10801
RE10;13573;29.07.2014;05:00:44;29.07.2014;06:00:44;47.2543028;8.5727113;656.23;2;685843;234330;29.07.2014 04:24;29.07.2014 05:00;29.07.2014 20:03;29.07.2014 20:39;0.063473976;T;91.61703704;RE10;299.9549966;0.027689006;10833
RE10;13573;29.07.2014;08:01:17;29.07.2014;09:01:17;47.2566429;8.5707384;667.68;2.6;685690;234588;29.07.2014 04:24;29.07.2014 05:00;29.07.2014 20:03;29.07.2014 20:39;0.063473976;T;45.44064815;RE10;137.3790377;0.012759268;10767
RE10;13573;29.07.2014;11:00:44;29.07.2014;12:00:44;47.2559826;8.572276;696.04;3;685807;234516;29.07.2014 04:24;29.07.2014 05:00;29.07.2014 20:03;29.07.2014 20:39;0.063473976;T;80.49666667;RE10;157.1559735;0.014546092;10804
RE10;13573;29.07.2014;14:00:48;29.07.2014;15:00:48;47.2547589;8.5712277;632.52;3;685730;234379;29.07.2014 04:24;29.07.2014 05:00;29.07.2014 20:03;29.07.2014 20:39;0.063473976;T;73.18444444;RE10;163.0122695;0.015099321;10796
RE10;13573;29.07.2014;17:00:44;29.07.2014;18:00:44;47.2547541;8.5733855;686.11;1.8;685893;234381;29.07.2014 04:24;29.07.2014 05:00;29.07.2014 20:03;29.07.2014 20:39;0.063473976;T;43.71111111;RE10;75.16648189;0.006959859;10800
RE10;13573;29.07.2014;20:00:44;29.07.2014;21:00:44;47.2554258;8.5734637;689.26;1.2;685898;234456;29.07.2014 04:24;29.07.2014 05:00;29.07.2014 20:03;29.07.2014 20:39;0.063473976;N;153.36;RE10;125.5906047;0.01162876;10800
RE10;13573;29.07.2014;23:00:44;30.07.2014;00:00:44;47.2543605;8.5740056;693.88;2.6;685941;234338;29.07.2014 04:24;29.07.2014 05:00;29.07.2014 20:03;29.07.2014 20:39;0.063473976;N;101.9288889;RE10;187.0320828;0.017319389;10799
RE10;13573;30.07.2014;02:00:43;30.07.2014;03:00:43;47.2559427;8.5731696;682.43;1.6;685875;234513;30.07.2014 04:25;30.07.2014 05:01;30.07.2014 20:02;30.07.2014 20:38;0.124803001;N;55.15555556;RE10;243.5077001;0.022544922;10801
RE10;13573;30.07.2014;05:00:44;30.07.2014;06:00:44;47.2538325;8.5723405;666.43;2;685815;234277;30.07.2014 04:25;30.07.2014 05:01;30.07.2014 20:02;30.07.2014 20:38;0.124803001;T;26.06111111;RE10;7.810249676;0.000723238;10799
RE10;13573;30.07.2014;08:00:43;30.07.2014;09:00:43;47.2538725;8.5722609;660.96;3.2;685809;234282;30.07.2014 04:25;30.07.2014 05:01;30.07.2014 20:02;30.07.2014 20:38;0.124803001;T;32.40583333;RE10;105.5888252;0.009775838;10801
RE10;13573;30.07.2014;11:00:44;30.07.2014;12:00:44;47.2547013;8.5729375;675.2;2.2;685859;234375;30.07.2014 04:25;30.07.2014 05:01;30.07.2014 20:02;30.07.2014 20:38;0.124803001;T;18.58333333;RE10;62.07253821;0.005731536;10830
RE10;13573;30.07.2014;14:01:14;30.07.2014;15:01:14;47.2547247;8.5737604;691.85;2.4;685921;234378;30.07.2014 04:25;30.07.2014 05:01;30.07.2014 20:02;30.07.2014 20:38;0.124803001;T;75.46296296;RE10;467.4023962;0.04320599;10818
RE10;13573;30.07.2014;17:01:32;30.07.2014;18:01:32;47.250673;8.5720987;702.46;4;685802;233926;30.07.2014 04:25;30.07.2014 05:01;30.07.2014 20:02;30.07.2014 20:38;0.124803001;T;194.8759259;RE10;584.5143283;0.054368368;10751
RE10;13573;30.07.2014;20:00:43;30.07.2014;21:00:43;47.2529358;8.579069;700.04;1.2;686326;234185;30.07.2014 04:25;30.07.2014 05:01;30.07.2014 20:02;30.07.2014 20:38;0.124803001;N;140.4724074;RE10;56.72741841;0.005268637;10767
RE10;13573;30.07.2014;23:00:10;31.07.2014;00:00:10;47.2525473;8.5795474;704.56;2.6;686363;234142;30.07.2014 04:25;30.07.2014 05:01;30.07.2014 20:02;30.07.2014 20:38;0.124803001;N;127.8925926;RE10;8;0.000738894;10827
RE10;13573;31.07.2014;02:00:37;31.07.2014;03:00:37;47.2524727;8.5795415;699.96;1.4;686363;234134;31.07.2014 04:26;31.07.2014 05:02;31.07.2014 20:00;31.07.2014 20:36;0.20305341;N;96.73592593;RE10;543.4344487;0.050299375;10804
RE10;13573;31.07.2014;05:00:41;31.07.2014;06:00:41;47.2530914;8.5724242;663.62;4.8;685823;234195;31.07.2014 04:26;31.07.2014 05:02;31.07.2014 20:00;31.07.2014 20:36;0.20305341;T;145.3514815;RE10;121.1651765;0.00560898;21602
RE10;13573;31.07.2014;11:00:43;31.07.2014;12:00:43;47.2541296;8.572905;669.95;2.6;685858;234311;31.07.2014 04:26;31.07.2014 05:02;31.07.2014 20:00;31.07.2014 20:36;0.20305341;T;21.47796296;RE10;85.58621384;0.007901968;10831
RE10;13573;31.07.2014;14:01:14;31.07.2014;15:01:14;47.2535596;8.5736797;690.39;3;685917;234249;31.07.2014 04:26;31.07.2014 05:02;31.07.2014 20:00;31.07.2014 20:36;0.20305341;T;52.88777778;RE10;8.246211251;0.000766092;10764
RE10;13573;31.07.2014;17:00:38;31.07.2014;18:00:38;47.2535438;8.5735751;716.53;1.6;685909;234247;31.07.2014 04:26;31.07.2014 05:02;31.07.2014 20:00;31.07.2014 20:36;0.20305341;T;45.87148148;RE10;339;0.031374364;10805
RE10;13573;31.07.2014;20:00:43;31.07.2014;21:00:43;47.2539034;8.5780164;695.92;2;686245;234292;31.07.2014 04:26;31.07.2014 05:02;31.07.2014 20:00;31.07.2014 20:36;0.20305341;N;198.14;RE10;NA;NA;NA
RE12;13576;31.05.2014;23:00:44;01.06.2014;00:00:44;47.2812752;8.5584504;600.38;2.4;684720;237313;31.05.2014 03:55;31.05.2014 04:34;31.05.2014 20:13;31.05.2014 20:51;0.066684515;N;51.86592593;RE12;98.41239759;0.009113103;10799
RE12;13576;01.06.2014;02:00:43;01.06.2014;03:00:43;47.2820678;8.5590211;659.2;3.2;684762;237402;01.06.2014 03:54;01.06.2014 04:33;01.06.2014 20:14;01.06.2014 20:53;0.129136625;N;54.55694444;RE12;44.59820624;0.004129464;10800
RE12;13576;01.06.2014;05:00:43;01.06.2014;06:00:43;47.2819409;8.5584564;646.37;1.8;684720;237387;01.06.2014 03:54;01.06.2014 04:33;01.06.2014 20:14;01.06.2014 20:53;0.129136625;T;44.21824074;RE12;85;0.00787037;10800
RE12;13576;01.06.2014;08:00:43;01.06.2014;09:00:43;47.2826215;8.5579374;607.8;2.4;684680;237462;01.06.2014 03:54;01.06.2014 04:33;01.06.2014 20:14;01.06.2014 20:53;0.129136625;T;56.43888889;RE12;46.04345773;0.004253437;10825
RE12;13576;01.06.2014;11:01:08;01.06.2014;12:01:08;47.2826431;8.5573296;615.11;2.4;684634;237464;01.06.2014 03:54;01.06.2014 04:33;01.06.2014 20:14;01.06.2014 20:53;0.129136625;T;29.91407407;RE12;77.02596965;0.007114906;10826
RE12;13576;01.06.2014;14:01:34;01.06.2014;15:01:34;47.2822961;8.5582182;618.06;4.2;684701;237426;01.06.2014 03:54;01.06.2014 04:33;01.06.2014 20:14;01.06.2014 20:53;0.129136625;T;61.03481481;RE12;87.31551981;0.008108796;10768
RE12;13576;01.06.2014;17:01:02;01.06.2014;18:01:02;47.2815495;8.5585968;623.95;2.4;684731;237344;01.06.2014 03:54;01.06.2014 04:33;01.06.2014 20:14;01.06.2014 20:53;0.129136625;T;73.66314815;RE12;166.2077014;0.015415294;10782
RE12;13576;01.06.2014;20:00:44;01.06.2014;21:00:44;47.2801062;8.5591626;625.12;2.6;684776;237184;01.06.2014 03:54;01.06.2014 04:33;01.06.2014 20:14;01.06.2014 20:53;0.129136625;N;76.41555556;RE12;20.51828453;0.001899841;10800
RE12;13576;01.06.2014;23:00:44;02.06.2014;00:00:44;47.280235;8.5589608;611.9;3.2;684761;237198;01.06.2014 03:54;01.06.2014 04:33;01.06.2014 20:14;01.06.2014 20:53;0.129136625;N;52.23703704;RE12;17.02938637;0.001576941;10799
RE12;13576;02.06.2014;02:00:43;02.06.2014;03:00:43;47.2803328;8.5587995;604.58;2.6;684748;237209;02.06.2014 03:54;02.06.2014 04:33;02.06.2014 20:14;02.06.2014 20:54;0.208314672;N;45.06546296;RE12;68.81860214;0.006369144;10805
RE12;13576;02.06.2014;05:00:48;02.06.2014;06:00:48;47.2808489;8.5582702;672.73;4;684708;237265;02.06.2014 03:54;02.06.2014 04:33;02.06.2014 20:14;02.06.2014 20:54;0.208314672;T;60.48222222;RE12;92.30926281;0.008555868;10789
RE12;13576;02.06.2014;08:00:37;02.06.2014;09:00:37;47.2800817;8.5577818;615.39;4.6;684672;237180;02.06.2014 03:54;02.06.2014 04:33;02.06.2014 20:14;02.06.2014 20:54;0.208314672;T;43.31703704;RE12;88.1192374;0.008131331;10837
RE12;13576;02.06.2014;11:01:14;02.06.2014;12:01:14;47.2804455;8.5588198;622.95;2.4;684750;237221;02.06.2014 03:54;02.06.2014 04:33;02.06.2014 20:14;02.06.2014 20:54;0.208314672;T;36.55240741;RE12;70.88018059;0.00657028;10788
RE12;13576;02.06.2014;14:01:02;02.06.2014;15:01:02;47.2802743;8.5579205;605.14;2.4;684682;237201;02.06.2014 03:54;02.06.2014 04:33;02.06.2014 20:14;02.06.2014 20:54;0.208314672;T;23.39537037;RE12;70.45565982;0.006516432;10812
RE12;13576;02.06.2014;17:01:14;02.06.2014;18:01:14;47.280797;8.5573993;608.64;3.2;684642;237259;02.06.2014 03:54;02.06.2014 04:33;02.06.2014 20:14;02.06.2014 20:54;0.208314672;T;98.21037037;RE12;78.10249676;0.00725253;10769
RE12;13576;02.06.2014;20:00:43;02.06.2014;21:00:43;47.2807511;8.5584376;616.07;4.4;684720;237255;02.06.2014 03:54;02.06.2014 04:33;02.06.2014 20:14;02.06.2014 20:54;0.208314672;N;32.6725;RE12;31.6227766;0.002927764;10801
RE12;13576;02.06.2014;23:00:44;03.06.2014;00:00:44;47.2809156;8.558094;603.28;3.4;684694;237273;02.06.2014 03:54;02.06.2014 04:33;02.06.2014 20:14;02.06.2014 20:54;0.208314672;N;36.20962963;RE12;40.01249805;0.003705204;10799
RE12;13576;03.06.2014;02:00:43;03.06.2014;03:00:43;47.2812804;8.5580838;605.29;2.2;684693;237313;03.06.2014 03:53;03.06.2014 04:32;03.06.2014 20:15;03.06.2014 20:55;0.300647726;N;28.55472222;RE12;111.7586686;0.010347067;10801
