pres_abs;nmb;x;y;forest;slope;dist_road_all;dist_road_only;dist_build;forest_prop;us;os;GPStot;id;time_of_day;stoerungskategorie
1;3;686425;230950;1;8.134401;17.33055;17.33055;187.639;0.988068439;0.050709939;1;428;RE11;night;gering
0;0;686425;230975;1;9.467784;5.296029;5.296029;206.3567;0.999967726;0.022312373;1;428;RE11;night;gering
1;2;686425;231000;1;13.10079;12.20599;12.20599;202.7543;1;0;1;428;RE11;night;gering
1;4;686425;231025;1;8.620601;17.94001;17.94001;188.0407;1;0.094320487;1;428;RE11;night;gering
0;0;686425;231050;1;11.39335;5.631703;5.631703;175.6682;1;0.118154158;1;428;RE11;night;gering
0;0;686425;231075;1;15.49945;6.219442;6.219442;166.1605;1;0.045638945;1;428;RE11;night;gering
0;0;686425;231100;1;16.23134;10.87587;10.87587;160.0291;1;0;1;428;RE11;night;gering
1;1;686425;231125;1;10.12487;8.359967;8.359967;157.6684;0.999868888;0.050709939;1;428;RE11;night;gering
0;0;686425;231150;1;10.65001;7.030214;7.030214;159.2461;0.976411608;0.050709939;1;428;RE11;night;gering
0;0;686425;231175;1;15.04165;27.37267;27.37267;164.6491;0.88951567;0.00811359;1;428;RE11;night;gering
0;0;686425;231200;1;20.28988;33.29692;33.29692;173.5204;0.767777928;0.089249493;1;428;RE11;night;gering
0;0;686425;231225;1;31.29222;18.70742;18.70742;185.3627;0.679270326;0.217545639;0.919371197;428;RE11;night;gering
0;0;686425;231250;0.2088192;4.740163;4.712234;4.712234;199.648;0.565712335;0.04969574;0.323529412;428;RE11;night;gering
0;0;686400;230725;0.3172959;5.591982;5.358695;7.742713;153.5225;0.354254713;0.219574037;0.601926978;428;RE11;night;gering
0;0;686400;230750;0.7279418;13.96182;4.033458;13.96455;162.2778;0.457815543;0.221602434;0.87525355;428;RE11;night;gering
0;0;686400;230775;1;11.15394;9.342264;21.51112;156.0742;0.573915888;0.062880325;1;428;RE11;night;gering
0;0;686400;230800;1;9.480252;16.24446;18.12888;152.8328;0.686688823;0.172920893;1;428;RE11;night;gering
0;0;686400;230825;1;11.84393;7.696981;7.696981;153.1639;0.764204834;0.222616633;1;428;RE11;night;gering
0;0;686400;230850;1;10.78442;9.575922;9.575922;157.1915;0.834875609;0.186612576;1;428;RE11;night;gering
1;1;686400;230875;1;8.005835;18.82125;18.82125;164.952;0.901548085;0.442697769;1;428;RE11;night;gering
0;0;686400;230900;1;8.93756;12.0484;12.0484;175.9522;0.957609395;0.374239351;1;428;RE11;night;gering
0;0;686400;230925;1;6.994081;5.720086;5.720086;189.629;0.992988151;0.106997972;1;428;RE11;night;gering
1;1;686400;230950;1;6.464886;4.695026;4.695026;205.4487;0.999990318;0.04969574;1;428;RE11;night;gering
1;1;686400;230975;1;7.151262;13.40012;13.40012;222.8452;1;0.076572008;1;428;RE11;night;gering
0;0;686400;231000;1;17.69854;28.42119;28.42119;222.7332;1;6.61E-12;1;428;RE11;night;gering
0;0;686400;231025;1;13.97872;37.20216;37.20216;209.428;1;0.045638945;1;428;RE11;night;gering
1;2;686400;231050;1;11.76463;24.11681;24.11681;198.3937;1;0.050709939;1;428;RE11;night;gering
1;1;686400;231075;1;12.77941;11.80193;11.80193;190.0265;1;0.050709939;1;428;RE11;night;gering
0;0;686400;231100;1;13.65212;4.369675;4.369675;184.6891;1;0.050709939;1;428;RE11;night;gering
0;0;686400;231125;1;20.07014;8.066133;8.066133;182.6474;0.999996773;0.176977688;1;428;RE11;night;gering
0;0;686400;231150;1;18.9607;5.307346;5.307346;184.0111;0.989654688;0.076572008;1;428;RE11;night;gering
0;0;686400;231175;1;16.25804;9.454783;9.454783;188.7063;0.921292688;0.058823529;1;428;RE11;night;gering
0;0;686400;231200;1;21.35736;20.42693;20.42693;196.4945;0.808065503;1.21E-11;1;428;RE11;night;gering
0;0;686400;231225;1;39.40735;28.28197;28.28197;207.0267;0.703595363;0.271805274;1;428;RE11;night;gering
0;0;686400;231250;0.6992783;5.03996;8.890979;8.890979;219.9092;0.589108699;0.102941176;0.471602434;428;RE11;night;gering
0;0;686375;230700;0.2291854;10.73703;25.40318;25.40318;119.8038;0.279971309;0.149594321;0.652129818;428;RE11;night;gering
0;0;686375;230725;1;10.47396;24.14411;25.93854;142.6637;0.401009923;0.327079108;1;428;RE11;night;gering
0;0;686375;230750;1;9.854629;15.15783;19.97258;166.1033;0.531621298;0.440162272;0.927484787;428;RE11;night;gering
0;0;686375;230775;1;10.41112;5.098158;8.470169;179.3167;0.666983755;0.186612576;0.977687627;428;RE11;night;gering
0;0;686375;230800;1;7.745602;2.860314;3.462444;177.7881;0.795963295;0.220081136;0.881338742;428;RE11;night;gering
0;0;686375;230825;1;10.49629;3.42453;3.42453;178.0728;0.874829151;0.228194726;1;428;RE11;night;gering
0;0;686375;230850;1;8.734291;5.539317;5.539317;181.5487;0.930711746;0.102941176;1;428;RE11;night;gering
0;0;686375;230875;1;6.966078;4.733059;4.733059;188.3081;0.975731038;0.177484787;1;428;RE11;night;gering
0;0;686375;230900;1;8.994861;8.900483;8.900483;198.015;0.997787239;0.24188641;1;428;RE11;night;gering
0;0;686375;230925;1;12.2267;16.59927;16.59927;210.2616;1;0.153651116;1;428;RE11;night;gering
0;0;686375;230950;1;15.68811;24.12822;24.12822;224.6328;1;0.261663286;1;428;RE11;night;gering
0;0;686375;230975;1;18.37204;33.92957;33.92957;240.7487;1;0.026369168;1;428;RE11;night;gering
0;0;686375;231000;1;14.34246;47.49843;47.49843;243.586;1;0.044624746;1;428;RE11;night;gering
0;0;686375;231025;1;20.7621;57.20901;57.20901;231.5401;1;0.022312373;1;428;RE11;night;gering
1;3;686375;231050;1;17.93116;45.01688;45.01688;221.6096;1;0.004056795;1;428;RE11;night;gering
0;0;686375;231075;1;17.03005;33.70791;33.70791;214.1514;1;0.025862069;1;428;RE11;night;gering
0;0;686375;231100;1;18.09816;22.52218;22.52218;209.4298;1;0.123225152;1;428;RE11;night;gering
0;0;686375;231125;1;18.8854;8.552847;8.552847;207.6315;1;0.156186613;1;428;RE11;night;gering
0;0;686375;231150;1;23.64545;5.16315;5.16315;208.8321;0.998307248;0.123732252;1;428;RE11;night;gering
0;0;686375;231175;1;18.22254;9.065448;9.065448;212.9808;0.950867434;0.301217038;1;428;RE11;night;gering
0;0;686375;231200;1;20.231;4.376021;4.376021;219.911;0.848921899;0.182555781;1;428;RE11;night;gering
0;0;686375;231225;1;32.94966;14.95494;14.95494;229.3705;0.735086356;0.004056795;1;428;RE11;night;gering
0;0;686375;231250;0.9924162;28.96261;16.10947;16.10947;241.0619;0.619361595;0.257606491;0.902129817;428;RE11;night;gering
0;0;686375;231275;0.01212998;13.14325;5.725756;5.725756;254.6779;0.485348983;0;0.227687627;428;RE11;night;gering
0;0;686350;230700;0;9.29195;14.98479;14.98479;111.1473;0.316870555;0;0.174442191;428;RE11;night;gering
0;0;686350;230725;0.9669331;13.25837;9.654523;9.654523;135.4758;0.450575358;0.062880325;1;428;RE11;night;gering
0;0;686350;230750;1;7.554461;4.197007;4.197007;160.0115;0.593196961;0.121196755;0.802231237;428;RE11;night;gering
0;0;686350;230775;1;11.52637;9.740845;9.740845;184.6531;0.739816863;0.180020284;1;428;RE11;night;gering
0;0;686350;230800;1;13.81454;21.09819;21.09819;201.1723;0.880311231;0.198275862;1;428;RE11;night;gering
0;0;686350;230825;1;13.60597;20.01521;20.01521;203.0041;0.961125607;0.143002028;1;428;RE11;night;gering
1;1;686350;230850;1;13.90786;20.01521;20.01521;206.0599;0.991105791;0.317444219;1;428;RE11;night;gering
0;0;686350;230875;1;17.34058;24.12822;24.12822;212.0393;0.999866468;0.282454361;1;428;RE11;night;gering
1;2;686350;230900;1;14.92212;32.04447;32.04447;220.705;1;0.273326572;1;428;RE11;night;gering
0;0;686350;230925;1;12.96883;39.77048;39.77048;231.7556;1;0.685598377;1;428;RE11;night;gering
0;0;686350;230950;1;17.78172;47.71607;47.71607;244.8687;1;0.171906694;1;428;RE11;night;gering
0;0;686350;230975;1;12.01551;55.93255;55.93255;259.7319;1;0.050709939;1;428;RE11;night;gering
0;0;686350;231000;1;15.887;63.93036;63.93036;265.0615;1;0.105476673;1;428;RE11;night;gering
0;0;686350;231025;1;32.51642;68.02261;68.02261;254.1881;1;0.151115619;1;428;RE11;night;gering
0;0;686350;231050;1;28.77634;60.15559;60.15559;245.1766;1;0.004056795;1;428;RE11;night;gering
0;0;686350;231075;1;20.22338;52.60056;52.60056;238.4567;1;0.135902637;1;428;RE11;night;gering
0;0;686350;231100;1;13.93254;42.42122;42.42122;234.2255;1;0.054766734;1;428;RE11;night;gering
0;0;686350;231125;1;20.89927;27.43969;27.43969;232.619;1;0.096348884;1;428;RE11;night;gering
0;0;686350;231150;1;21.4405;8.550294;8.550294;233.6912;1;4.72E-12;1;428;RE11;night;gering
0;0;686350;231175;1;24.37048;8.510333;8.510333;237.406;0.980319945;0.025862069;1;428;RE11;night;gering
1;3;686350;231200;1;24.47476;15.13404;15.13404;243.6423;0.892413842;0.135395538;1;428;RE11;night;gering
0;0;686350;231225;1;24.55051;4.342156;4.342156;252.2134;0.777236522;0.151115619;1;428;RE11;night;gering
0;0;686350;231250;1;36.10735;13.06203;13.06203;262.8908;0.660527819;0.052738337;1;428;RE11;night;gering
0;0;686350;231275;0.351688;18.99473;5.180721;5.180721;275.4298;0.532113067;0.242393509;0.453853955;428;RE11;night;gering
0;0;686350;231300;0;6.22955;16.64328;16.64328;281.1623;0.398508716;0;0;428;RE11;night;gering
0;0;686325;230675;0;10.07318;10.01521;10.01521;82.79205;0.207192662;0;0;428;RE11;night;gering
0;0;686325;230700;0;12.50085;10.01521;10.01521;107.7241;0.337012124;2.27E-12;0.052231237;428;RE11;night;gering
0;0;686325;230725;0.7294504;11.95537;11.01493;11.01493;132.6818;0.480450249;0.519776876;0.949290061;428;RE11;night;gering
1;1;686325;230750;1;13.1335;20.4133;20.4133;157.6529;0.632002772;0.178498986;0.99188641;428;RE11;night;gering
1;1;686325;230775;1;21.25263;31.48514;31.48514;182.632;0.786685434;0.210953347;0.995943205;428;RE11;night;gering
1;2;686325;230800;1;22.21945;42.70526;42.70526;207.613;0.92445268;0.314908722;1;428;RE11;night;gering
0;0;686325;230825;1;19.02574;45.01521;45.01521;226.1494;0.996425292;0.054766734;1;428;RE11;night;gering
0;0;686325;230850;1;12.97852;45.01521;45.01521;230.676;1;0.351419878;1;428;RE11;night;gering
0;0;686325;230875;1;19.21709;47.79394;47.79394;236.0327;1;0.278397566;1;428;RE11;night;gering
1;1;686325;230900;1;13.42838;55.51494;55.51494;243.8472;1;0.159229209;1;428;RE11;night;gering
0;0;686325;230925;1;9.148959;61.8586;61.8586;253.8926;1;0.442697769;1;428;RE11;night;gering
0;0;686325;230950;1;10.32555;59.25062;59.25062;265.9162;1;0.14959432;1;428;RE11;night;gering
0;0;686325;230975;1;9.619613;51.54584;51.54584;279.6631;1;0.045638945;1;428;RE11;night;gering
0;0;686325;231000;1;24.69664;45.20928;45.20928;286.97;1;0.402129818;1;428;RE11;night;gering
0;0;686325;231025;1;25.70649;44.98479;44.98479;277.2406;1;0.407200811;1;428;RE11;night;gering
1;1;686325;231050;1;20.48498;40.41719;40.41719;269.0025;1;0.004056795;1;428;RE11;night;gering
0;0;686325;231075;1;26.92259;35.03683;35.03683;262.8923;1;0.025862069;1;428;RE11;night;gering
0;0;686325;231100;1;28.34418;35.27441;35.27441;259.0605;1;0.050709939;1;428;RE11;night;gering
0;0;686325;231125;1;28.44262;37.36777;37.36777;257.6089;1;0.067951318;1;428;RE11;night;gering
0;0;686325;231150;1;24.07697;22.84026;22.84026;258.5775;1;0;1;428;RE11;night;gering
0;0;686325;231175;1;23.46;4.85939;4.85939;261.9396;0.995328392;0.04969574;1;428;RE11;night;gering
1;1;686325;231200;1;24.92061;14.73056;14.73056;267.6048;0.93596549;0.054766734;1;428;RE11;night;gering
1;1;686325;231225;1;25.12127;17.63042;17.63042;275.4312;0.833268786;0;1;428;RE11;night;gering
0;0;686325;231250;1;30.32525;4.191044;4.191044;285.2409;0.716140122;0.047667343;1;428;RE11;night;gering
0;0;686325;231275;0.8415967;33.25328;9.620523;9.620523;294.9781;0.591858009;0.296146045;0.951825558;428;RE11;night;gering
0;0;686325;231300;0;13.68883;6.379141;6.379141;281.8712;0.459406633;0;0.00811359;428;RE11;night;gering
0;0;686300;230675;0;13.43995;35.01521;35.01521;85.76294;0.19512757;0;0;428;RE11;night;gering
1;1;686300;230700;0;13.81647;35.01521;35.01521;110.0238;0.332587813;0;3.93E-11;428;RE11;night;gering
0;0;686300;230725;0.4383511;15.73585;35.30453;35.30453;134.5556;0.481616941;0.350912779;0.701318459;428;RE11;night;gering
0;0;686300;230750;1;22.32323;42.62158;42.62158;159.2332;0.635790486;0.423427992;0.995943205;428;RE11;night;gering
1;1;686300;230775;1;27.36038;53.77409;53.77409;183.9978;0.782593944;0.079614605;1;428;RE11;night;gering
1;1;686300;230800;1;23.20163;64.94361;64.94361;208.8186;0.908009266;0.218559838;1;428;RE11;night;gering
0;0;686300;230825;1;30.1043;70.00804;70.00804;233.6776;0.989897144;0.171906694;1;428;RE11;night;gering
0;0;686300;230850;1;34.12828;68.34927;68.34927;253.3601;1;0.047667343;1;428;RE11;night;gering
0;0;686300;230875;1;32.68364;64.51647;64.51647;260.2157;1;0.127789047;1;428;RE11;night;gering
1;1;686300;230900;1;37.35776;58.72979;58.72979;267.3241;1;0.050709939;1;428;RE11;night;gering
0;0;686300;230925;1;34.67559;50.71389;50.71389;276.518;1;0.197768763;1;428;RE11;night;gering
0;0;686300;230950;1;37.78787;39.17068;39.17068;287.5973;1;0.147058824;1;428;RE11;night;gering
0;0;686300;230975;1;40.81306;28.68841;28.68841;300.3534;1;0.123225152;1;428;RE11;night;gering
0;0;686300;231000;1;41.85159;20.50029;20.50029;308.9971;1;0.127281947;1;428;RE11;night;gering
0;0;686300;231025;1;27.21735;19.98479;19.98479;300.6046;1;0.073022312;1;428;RE11;night;gering
0;0;686300;231050;1;12.32049;17.72633;17.72633;293.0241;1;0.096348884;1;428;RE11;night;gering
1;1;686300;231075;1;13.98373;10.1995;10.1995;287.425;1;0.022312373;1;428;RE11;night;gering
0;0;686300;231100;1;22.98587;10.98772;10.98772;283.9245;1;0;1;428;RE11;night;gering
0;0;686300;231125;1;25.90332;21.75518;21.75518;282.6006;1;0.021805274;1;428;RE11;night;gering
0;0;686300;231150;1;33.79609;31.3647;31.3647;283.4839;1;0.045638945;1;428;RE11;night;gering
1;1;686300;231175;1;27.28544;15.90166;15.90166;286.5538;0.999778926;0;1;428;RE11;night;gering
1;1;686300;231200;1;20.4364;5.178022;5.178022;291.7415;0.96934328;0.054766734;1;428;RE11;night;gering
0;0;686300;231225;1;24.53162;22.97319;22.97319;298.9366;0.886130166;0;1;428;RE11;night;gering
1;3;686300;231250;1;29.47879;14.46346;14.46346;307.4594;0.778953883;0.054766734;1;428;RE11;night;gering
0;0;686300;231275;1;32.2124;4.49304;4.49304;297.7895;0.658803197;0.053752535;1;428;RE11;night;gering
0;0;686300;231300;0.390667;24.08348;5.49075;5.49075;273.7739;0.531832287;0.050709939;0.579614604;428;RE11;night;gering
0;0;686300;231325;0;11.44243;12.19048;12.19048;249.9043;0.402684924;0;0;428;RE11;night;gering
0;0;686275;230675;0;18.09787;60.01521;60.01521;95.42554;0.16176632;0;0;428;RE11;night;gering
0;0;686275;230700;0;12.80158;60.01521;60.01521;117.7115;0.296780221;0;0;428;RE11;night;gering
0;0;686275;230725;0.1377518;12.73783;60.18309;60.18309;140.9113;0.443055603;0.093813388;0.478194726;428;RE11;night;gering
0;0;686275;230750;1;19.11165;65.31151;65.31151;164.6389;0.593803705;0.374239351;1;428;RE11;night;gering
1;1;686275;230775;1;17.1444;76.10648;76.10648;188.6954;0.739653478;0.025862069;1;428;RE11;night;gering
0;0;686275;230800;1;19.8265;84.04021;84.04021;212.9694;0.872442517;0.197261664;1;428;RE11;night;gering
0;0;686275;230825;1;19.05761;74.28143;74.28143;237.3941;0.973057975;0.743914807;0.746450304;428;RE11;night;gering
0;0;686275;230850;1;21.64417;58.48304;58.48304;261.9274;0.999996773;0;1;428;RE11;night;gering
1;1;686275;230875;1;22.49909;45.15852;45.15852;282.3801;1;0.094827586;1;428;RE11;night;gering
0;0;686275;230900;1;22.45084;35.89237;35.89237;291.0549;1;0;1;428;RE11;night;gering
0;0;686275;230925;1;30.63406;27.32431;27.32431;299.5212;1;0.152129817;1;428;RE11;night;gering
0;0;686275;230950;1;32.70597;18.19206;18.19206;309.7789;1;0.095334686;1;428;RE11;night;gering
0;0;686275;230975;1;32.18007;7.023042;7.023042;321.6566;1;0.022312373;1;428;RE11;night;gering
1;1;686275;231000;1;16.20057;4.407707;4.407707;331.3194;1;0.022312373;1;428;RE11;night;gering
0;0;686275;231025;1;19.23522;6.445233;6.445233;324.2127;1;0.072515213;1;428;RE11;night;gering
0;0;686275;231050;1;15.44418;6.407201;6.407201;317.1969;1;0.073022312;1;428;RE11;night;gering
0;0;686275;231075;1;12.91474;11.67551;11.67551;312.0318;1;0.072515213;1;428;RE11;night;gering
0;0;686275;231100;1;13.78489;9.477529;9.477529;308.8104;1;0.073022312;1;428;RE11;night;gering
0;0;686275;231125;1;19.94389;4.889652;4.889652;307.5937;1;0.073022312;1;428;RE11;night;gering
0;0;686275;231150;1;36.85837;20.04981;20.04981;308.4054;1;3.32E-11;1;428;RE11;night;gering
0;0;686275;231175;1;27.36414;26.20375;26.20375;311.2296;1;0.101419878;1;428;RE11;night;gering
0;0;686275;231200;1;23.76932;6.20842;6.20842;316.0124;0.992347519;0.127789047;1;428;RE11;night;gering
0;0;686275;231225;1;25.30274;13.94561;13.94561;322.624;0.935278465;0.243407708;1;428;RE11;night;gering
0;0;686275;231250;1;27.34954;27.29175;27.29175;316.4761;0.845348805;0.104462475;1;428;RE11;night;gering
0;0;686275;231275;1;26.67244;10.59486;10.59486;292.3233;0.738015188;0.153144016;1;428;RE11;night;gering
0;0;686275;231300;0.9994088;37.65386;6.603682;6.603682;267.774;0.620763078;0.127789047;0.448275862;428;RE11;night;gering
0;0;686275;231325;0.2058632;17.33651;4.319627;4.319627;243.3165;0.499034212;0.045638945;0.171399594;428;RE11;night;gering
0;0;686250;230700;0;17.72988;85.01521;85.01521;129.8336;0.252802965;0;0;428;RE11;night;gering
0;0;686250;230725;0;13.02587;85.13355;85.13355;151.1845;0.393161379;0;0.321501014;428;RE11;night;gering
0;0;686250;230750;0.935232;16.12531;88.57021;88.57021;173.5129;0.539675585;0.00811359;1;428;RE11;night;gering
1;1;686250;230775;1;16.00082;87.45031;87.45031;196.4859;0.685387792;0.151115619;1;428;RE11;night;gering
0;0;686250;230800;1;26.55574;74.07982;74.07982;219.9016;0.82243937;0.595334685;1;428;RE11;night;gering
1;1;686250;230825;1;16.10945;56.61523;56.61523;243.6323;0.938627661;0;1;428;RE11;night;gering
0;0;686250;230850;1;14.15068;39.01933;39.01933;267.5943;0.997918754;0.022312373;1;428;RE11;night;gering
1;4;686250;230875;1;21.4484;24.09191;24.09191;291.7306;1;0.021805274;1;428;RE11;night;gering
1;1;686250;230900;1;22.28805;13.3487;13.3487;312.707;1;0;1;428;RE11;night;gering
0;0;686250;230925;1;20.88624;5.720086;5.720086;322.8215;1;0.050709939;1;428;RE11;night;gering
0;0;686250;230950;1;13.84021;4.695026;4.695026;332.3608;1;0.043610548;1;428;RE11;night;gering
1;1;686250;230975;1;14.74386;12.21376;12.21376;343.4585;1;0.067444219;1;428;RE11;night;gering
0;0;686250;231000;1;16.83671;22.93636;22.93636;353.6181;1;0.140466531;1;428;RE11;night;gering
1;3;686250;231025;1;11.89613;29.90077;29.90077;348.0153;1;0;1;428;RE11;night;gering
0;0;686250;231050;1;16.7098;30.01521;30.01521;341.4888;1;0.021805274;1;428;RE11;night;gering
1;1;686250;231075;1;20.94687;33.91245;33.91245;336.6966;1;0;1;428;RE11;night;gering
1;2;686250;231100;1;14.16427;28.52693;28.52693;333.7134;1;0;1;428;RE11;night;gering
0;0;686250;231125;1;8.789986;10.77208;10.77208;332.5878;1;0;1;428;RE11;night;gering
0;0;686250;231150;1;31.27975;10.42878;10.42878;333.3386;1;0;1;428;RE11;night;gering
0;0;686250;231175;1;34.10677;31.11377;31.11377;335.9533;1;0;1;428;RE11;night;gering
0;0;686250;231200;1;25.26382;14.94596;14.94596;340.3889;0.999842666;0.172920892;0.926977688;428;RE11;night;gering
0;0;686250;231225;1;23.1422;6.201436;6.201436;337.162;0.975998102;0.04969574;1;428;RE11;night;gering
0;0;686250;231250;1;24.95238;26.75013;26.75013;313.7733;0.908485705;0.205882353;1;428;RE11;night;gering
1;1;686250;231275;1;26.82312;22.93268;22.93268;288.8835;0.818431389;0.097363083;1;428;RE11;night;gering
0;0;686250;231300;1;27.47135;4.397389;4.397389;264.0145;0.71413593;0.195233266;0.945233266;428;RE11;night;gering
0;0;686250;231325;0.9897048;32.66772;8.427742;8.427742;239.1729;0.602689039;0.245436105;1;428;RE11;night;gering
0;0;686225;230700;0;13.71623;107.1722;107.1722;145.2828;0.206062682;0;0;428;RE11;night;gering
0;0;686225;230725;0;15.23365;100.707;100.707;164.6435;0.33662484;0;0.004056795;428;RE11;night;gering
0;0;686225;230750;0.5852972;15.16939;88.40096;88.40096;185.3577;0.474809626;0.098884381;0.829614605;428;RE11;night;gering
0;0;686225;230775;1;29.97373;70.74834;70.74834;207.0205;0.612962945;0.082150102;0.978194726;428;RE11;night;gering
1;2;686225;230800;1;20.66775;54.39289;54.39289;229.3632;0.745830247;0.25811359;1;428;RE11;night;gering
0;0;686225;230825;1;14.80002;38.95281;38.95281;252.2052;0.865705397;0.100405679;1;428;RE11;night;gering
0;0;686225;230850;1;20.90667;21.36999;21.36999;275.4224;0.957757047;0.314908722;1;428;RE11;night;gering
0;0;686225;230875;1;23.42014;5.796116;5.796116;298.9272;0.992606112;0.067951318;1;428;RE11;night;gering
0;0;686225;230900;1;19.27078;6.873579;6.873579;322.6569;0.999449735;2.65E-11;1;428;RE11;night;gering
0;0;686225;230925;1;24.99939;15.96471;15.96471;343.9955;1;0.147058823;1;428;RE11;night;gering
0;0;686225;230950;1;24.60865;24.12822;24.12822;355.2668;1;3.02E-12;1;428;RE11;night;gering
0;0;686225;230975;1;18.13009;33.70791;33.70791;365.6699;1;0.139452333;1;428;RE11;night;gering
1;1;686225;231000;1;17.33807;45.26407;45.26407;376.1499;1;0.094320487;1;428;RE11;night;gering
1;1;686225;231025;1;18.66243;54.23052;54.23052;371.975;1;0.022312373;1;428;RE11;night;gering
0;0;686225;231050;1;22.17458;55.01521;55.01521;365.8762;1;0.054766734;1;428;RE11;night;gering
0;0;686225;231075;1;23.6045;56.80649;56.80649;361.4075;1;0;1;428;RE11;night;gering
0;0;686225;231100;1;18.46565;44.6688;44.6688;358.6299;1;0;1;428;RE11;night;gering
0;0;686225;231125;1;16.34758;25.82156;25.82156;357.5827;1;0;1;428;RE11;night;gering
0;0;686225;231150;1;27.28879;23.28404;23.28404;358.2812;1;0;1;428;RE11;night;gering
0;0;686225;231175;1;36.71822;38.61644;38.61644;360.7151;1;0.054766734;1;428;RE11;night;gering
0;0;686225;231200;1;30.89297;24.82199;24.82199;359.3604;1;0.325557809;0.978194726;428;RE11;night;gering
0;0;686225;231225;1;21.59153;5.180721;5.180721;337.5581;0.997703731;0.256592292;1;428;RE11;night;gering
0;0;686225;231250;1;28.64829;15.88629;15.88629;312.5627;0.963269383;0.081135903;0.995943205;428;RE11;night;gering
0;0;686225;231275;1;26.28078;31.19857;31.19857;287.5682;0.894161459;0.067951318;1;428;RE11;night;gering
0;0;686225;231300;1;27.51661;15.82979;15.82979;262.5747;0.806926647;0;1;428;RE11;night;gering
0;0;686225;231325;1;30.50056;2.25433;2.25433;237.5825;0.707372991;0.143002028;1;428;RE11;night;gering
0;0;686200;230700;0;15.58784;95.69973;95.69973;162.7969;0.156834909;0;0;428;RE11;night;gering
0;0;686200;230725;0;18.67707;80.85883;80.85883;180.5764;0.273495202;0;0;428;RE11;night;gering
0;0;686200;230750;0.1477208;21.17903;69.747;69.747;199.6453;0.397466278;0.050709939;0.596855984;428;RE11;night;gering
0;0;686200;230775;1;19.33515;53.08034;53.08034;219.9051;0.523995443;0.04969574;1;428;RE11;night;gering
1;2;686200;230800;1;18.72212;35.44376;35.44376;241.0565;0.647433198;0.122210953;1;428;RE11;night;gering
0;0;686200;230825;1;19.29155;20.03719;20.03719;262.8845;0.762044922;0.073022312;1;428;RE11;night;gering
0;0;686200;230850;1;20.78581;5.474785;5.474785;285.2337;0.857716867;0.094827586;1;428;RE11;night;gering
0;0;686200;230875;1;21.9809;11.01822;11.01822;307.9906;0.921918393;0.026369168;1;428;RE11;night;gering
0;0;686200;230900;1;29.03128;26.85592;26.85592;331.0713;0.96016345;0.100405679;1;428;RE11;night;gering
0;0;686200;230925;1;29.08507;38.47518;38.47518;354.4125;0.986259906;0.174442191;1;428;RE11;night;gering
0;0;686200;230950;1;26.48655;47.71607;47.71607;375.917;0.998216882;0;1;428;RE11;night;gering
0;0;686200;230975;1;28.07706;56.14028;56.14028;388.2206;1;0.025862069;1;428;RE11;night;gering
0;0;686200;231000;1;27.34711;67.27686;67.27686;398.6295;1;0.101419878;1;428;RE11;night;gering
0;0;686200;231025;1;29.61485;77.88112;77.88112;396.0633;1;0.021805274;1;428;RE11;night;gering
0;0;686200;231050;1;32.81063;80.01521;80.01521;390.3411;1;0.178498986;1;428;RE11;night;gering
0;0;686200;231075;1;30.89664;77.44836;77.44836;386.1556;1;0;1;428;RE11;night;gering
0;0;686200;231100;1;31.34622;60.55337;60.55337;383.5572;1;0;1;428;RE11;night;gering
1;1;686200;231125;1;23.75235;47.87355;47.87355;382.5783;1;0;1;428;RE11;night;gering
0;0;686200;231150;1;20.66696;46.55017;46.55017;383.2312;1;0;1;428;RE11;night;gering
0;0;686200;231175;1;35.90006;53.61806;53.61806;382.5989;1;0.022312373;1;428;RE11;night;gering
0;0;686200;231200;1;35.68223;35.93186;35.93186;362.9808;1;0.021805274;1;428;RE11;night;gering
0;0;686200;231225;1;31.46185;14.80009;14.80009;338.0163;1;0.196754564;1;428;RE11;night;gering
0;0;686200;231250;1;28.66667;5.2003;5.2003;313.0576;0.996012593;0.099391481;0.945233266;428;RE11;night;gering
0;0;686200;231275;1;27.32901;26.14908;26.14908;288.106;0.958832969;0.100405679;1;428;RE11;night;gering
1;1;686200;231300;1;28.87102;22.66769;22.66769;263.1635;0.892029785;0.022312373;1;428;RE11;night;gering
0;0;686200;231325;1;22.48182;4.314275;4.314275;238.2332;0.80899821;0.195740365;1;428;RE11;night;gering
0;0;686175;230675;0;11.59622;95.68327;95.68327;167.3585;0.028065148;0;0;428;RE11;night;gering
1;1;686175;230700;0;13.51066;77.81251;77.81251;181.6834;0.106388;0;0;428;RE11;night;gering
1;1;686175;230725;0;16.06907;60.49193;60.49193;198.1252;0.205970702;0;0;428;RE11;night;gering
0;0;686175;230750;0;16.62184;47.80019;47.80019;215.8903;0.313716212;0;0.025862069;428;RE11;night;gering
0;0;686175;230775;0.5527603;21.49081;35.43573;35.43573;234.7531;0.425793649;0;0.923935091;428;RE11;night;gering
0;0;686175;230800;1;20.02728;17.86363;17.86363;254.6743;0.536993244;0.140466531;1;428;RE11;night;gering
0;0;686175;230825;1;11.36563;4.376021;4.376021;275.4251;0.642949987;0.069979716;0.949290061;428;RE11;night;gering
1;1;686175;230850;1;17.32746;11.22029;11.22029;296.8316;0.735435718;0.069979716;1;428;RE11;night;gering
0;0;686175;230875;1;22.2271;28.41457;28.41457;318.7617;0.808213154;0.419878296;0.949290061;428;RE11;night;gering
