Datetime;Fuss_IN;Fuss_OUT;Velo_IN;Velo_OUT;Pferd_IN;Perd_OUT
2017010100;0.000;0.000;0.000;0.000;0.000;0.000
2017010101;0.000;0.000;0.000;0.000;0.000;0.000
2017010102;0.000;0.000;0.000;0.000;0.000;0.000
2017010103;0.000;0.000;0.000;0.000;0.000;0.000
2017010104;0.000;0.000;0.000;0.000;0.000;0.000
2017010105;0.000;0.000;0.000;0.000;0.000;0.000
2017010106;0.000;0.000;0.000;0.000;0.000;0.000
2017010107;0.000;0.000;0.000;0.000;0.000;0.000
2017010108;0.000;0.000;0.000;0.000;0.000;0.000
2017010109;0.000;0.000;0.000;0.000;0.000;0.000
2017010110;0.000;0.000;0.000;0.000;0.000;0.000
2017010111;3.000;1.000;0.000;0.000;0.000;0.000
2017010112;3.000;0.000;0.000;0.000;1.000;0.000
2017010113;1.000;1.000;0.000;0.000;0.000;0.000
2017010114;4.000;0.000;0.000;0.000;0.000;0.000
2017010115;0.000;2.000;0.000;0.000;0.000;0.000
2017010116;0.000;2.000;0.000;0.000;0.000;0.000
2017010117;0.000;0.000;0.000;0.000;0.000;0.000
2017010118;0.000;0.000;0.000;0.000;0.000;0.000
2017010119;0.000;0.000;0.000;0.000;0.000;0.000
2017010120;0.000;0.000;0.000;0.000;0.000;0.000
2017010121;0.000;0.000;0.000;0.000;0.000;0.000
2017010122;0.000;0.000;0.000;0.000;0.000;0.000
2017010123;0.000;0.000;0.000;0.000;0.000;0.000
2017010200;0.000;0.000;0.000;0.000;0.000;0.000
2017010201;0.000;0.000;0.000;0.000;0.000;0.000
2017010202;0.000;0.000;0.000;0.000;0.000;0.000
2017010203;0.000;0.000;0.000;0.000;0.000;0.000
2017010204;0.000;0.000;0.000;0.000;0.000;0.000
2017010205;0.000;0.000;0.000;0.000;0.000;0.000
2017010206;0.000;0.000;0.000;0.000;0.000;0.000
2017010207;0.000;0.000;0.000;0.000;0.000;0.000
2017010208;1.000;0.000;0.000;0.000;0.000;0.000
2017010209;1.000;0.000;0.000;0.000;0.000;0.000
2017010210;1.000;1.000;0.000;0.000;0.000;0.000
2017010211;3.000;0.000;0.000;0.000;0.000;0.000
2017010212;6.000;2.000;1.000;0.000;0.000;0.000
2017010213;3.000;2.000;1.000;0.000;0.000;0.000
2017010214;0.000;4.000;1.000;0.000;0.000;0.000
2017010215;2.000;0.000;0.000;0.000;0.000;0.000
2017010216;1.000;2.000;0.000;0.000;0.000;0.000
2017010217;0.000;0.000;0.000;0.000;0.000;0.000
2017010218;0.000;0.000;0.000;0.000;0.000;0.000
2017010219;0.000;0.000;0.000;0.000;0.000;0.000
2017010220;0.000;0.000;0.000;0.000;0.000;0.000
2017010221;0.000;0.000;0.000;0.000;0.000;0.000
2017010222;0.000;0.000;0.000;0.000;0.000;0.000
2017010223;0.000;0.000;0.000;0.000;0.000;0.000
2017010300;0.000;0.000;0.000;0.000;0.000;0.000
2017010301;0.000;0.000;0.000;0.000;0.000;0.000
2017010302;0.000;0.000;0.000;0.000;0.000;0.000
2017010303;0.000;0.000;0.000;0.000;0.000;0.000
2017010304;0.000;0.000;0.000;0.000;0.000;0.000
2017010305;0.000;0.000;0.000;0.000;0.000;0.000
2017010306;0.000;0.000;0.000;0.000;0.000;0.000
2017010307;0.000;0.000;0.000;0.000;0.000;0.000
2017010308;2.000;1.000;0.000;0.000;0.000;0.000
2017010309;0.000;1.000;0.000;0.000;0.000;0.000
2017010310;1.000;0.000;0.000;0.000;0.000;0.000
2017010311;2.000;0.000;0.000;0.000;0.000;0.000
2017010312;0.000;0.000;0.000;0.000;0.000;0.000
2017010313;0.000;0.000;0.000;0.000;0.000;0.000
2017010314;0.000;0.000;0.000;0.000;0.000;0.000
2017010315;2.000;0.000;0.000;0.000;0.000;0.000
2017010316;0.000;0.000;0.000;0.000;0.000;0.000
2017010317;0.000;0.000;0.000;0.000;0.000;0.000
2017010318;0.000;0.000;0.000;0.000;0.000;0.000
2017010319;0.000;0.000;0.000;0.000;0.000;0.000
2017010320;0.000;0.000;0.000;0.000;0.000;0.000
2017010321;0.000;0.000;0.000;0.000;0.000;0.000
2017010322;0.000;0.000;0.000;0.000;0.000;0.000
2017010323;0.000;0.000;0.000;0.000;0.000;0.000
2017010400;0.000;0.000;0.000;0.000;0.000;0.000
2017010401;0.000;0.000;0.000;0.000;0.000;0.000
2017010402;0.000;0.000;0.000;0.000;0.000;0.000
2017010403;0.000;0.000;0.000;0.000;0.000;0.000
2017010404;0.000;0.000;0.000;0.000;0.000;0.000
2017010405;0.000;0.000;0.000;0.000;0.000;0.000
2017010406;0.000;0.000;0.000;0.000;0.000;0.000
2017010407;0.000;0.000;0.000;0.000;0.000;0.000
2017010408;0.000;1.000;0.000;0.000;0.000;0.000
2017010409;0.000;0.000;0.000;0.000;0.000;0.000
2017010410;0.000;1.000;0.000;0.000;0.000;0.000
2017010411;0.000;0.000;0.000;0.000;0.000;0.000
2017010412;2.000;1.000;0.000;0.000;0.000;0.000
2017010413;1.000;2.000;0.000;1.000;0.000;0.000
2017010414;0.000;0.000;0.000;0.000;0.000;0.000
2017010415;1.000;2.000;0.000;0.000;0.000;0.000
2017010416;0.000;0.000;0.000;0.000;0.000;0.000
2017010417;0.000;0.000;0.000;0.000;0.000;0.000
2017010418;0.000;0.000;0.000;0.000;0.000;0.000
2017010419;0.000;0.000;0.000;0.000;0.000;0.000
2017010420;0.000;0.000;0.000;0.000;0.000;0.000
2017010421;0.000;0.000;0.000;0.000;0.000;0.000
2017010422;0.000;0.000;0.000;0.000;0.000;0.000
2017010423;0.000;0.000;0.000;0.000;0.000;0.000
2017010500;0.000;0.000;0.000;0.000;0.000;0.000
2017010501;0.000;0.000;0.000;0.000;0.000;0.000
2017010502;0.000;0.000;0.000;0.000;0.000;0.000
2017010503;0.000;0.000;0.000;0.000;0.000;0.000
2017010504;0.000;0.000;0.000;0.000;0.000;0.000
2017010505;0.000;0.000;0.000;0.000;0.000;0.000
2017010506;0.000;0.000;0.000;0.000;0.000;0.000
2017010507;0.000;0.000;0.000;0.000;0.000;0.000
2017010508;0.000;0.000;0.000;0.000;0.000;0.000
2017010509;0.000;0.000;0.000;0.000;0.000;0.000
2017010510;0.000;0.000;0.000;0.000;0.000;0.000
2017010511;1.000;1.000;0.000;0.000;0.000;0.000
2017010512;0.000;0.000;0.000;0.000;0.000;0.000
2017010513;0.000;0.000;0.000;0.000;0.000;0.000
2017010514;0.000;0.000;0.000;0.000;0.000;0.000
2017010515;0.000;0.000;1.000;0.000;0.000;0.000
2017010516;0.000;0.000;0.000;0.000;0.000;0.000
2017010517;0.000;0.000;0.000;0.000;0.000;0.000
2017010518;0.000;0.000;0.000;0.000;0.000;0.000
2017010519;0.000;0.000;0.000;0.000;1.000;0.000
2017010520;0.000;0.000;0.000;0.000;0.000;0.000
2017010521;0.000;0.000;0.000;0.000;0.000;0.000
2017010522;0.000;0.000;0.000;0.000;0.000;0.000
2017010523;0.000;0.000;0.000;0.000;0.000;0.000
2017010600;0.000;0.000;0.000;0.000;0.000;0.000
2017010601;0.000;0.000;0.000;0.000;0.000;0.000
2017010602;0.000;0.000;0.000;0.000;0.000;0.000
2017010603;0.000;0.000;0.000;0.000;0.000;0.000
2017010604;0.000;0.000;0.000;0.000;0.000;0.000
2017010605;1.000;0.000;0.000;0.000;0.000;0.000
2017010606;0.000;0.000;0.000;0.000;0.000;0.000
2017010607;0.000;0.000;0.000;0.000;0.000;0.000
2017010608;0.000;0.000;0.000;0.000;0.000;0.000
2017010609;0.000;0.000;0.000;0.000;0.000;0.000
2017010610;0.000;0.000;0.000;0.000;0.000;0.000
2017010611;7.000;0.000;0.000;0.000;0.000;0.000
2017010612;1.000;0.000;0.000;0.000;0.000;0.000
2017010613;3.000;0.000;1.000;0.000;0.000;0.000
2017010614;1.000;4.000;0.000;0.000;0.000;0.000
2017010615;0.000;0.000;0.000;0.000;0.000;0.000
2017010616;0.000;0.000;0.000;0.000;0.000;0.000
2017010617;0.000;0.000;0.000;0.000;0.000;0.000
2017010618;6.000;0.000;0.000;0.000;0.000;0.000
2017010619;0.000;0.000;0.000;0.000;0.000;0.000
2017010620;0.000;0.000;0.000;0.000;0.000;0.000
2017010621;3.000;4.000;0.000;0.000;0.000;0.000
2017010622;0.000;0.000;0.000;0.000;0.000;0.000
2017010623;0.000;0.000;0.000;0.000;0.000;0.000
2017010700;0.000;0.000;0.000;0.000;0.000;0.000
2017010701;0.000;0.000;0.000;0.000;0.000;0.000
2017010702;0.000;0.000;0.000;0.000;0.000;0.000
2017010703;0.000;0.000;0.000;0.000;0.000;0.000
2017010704;0.000;0.000;0.000;0.000;0.000;0.000
2017010705;0.000;0.000;0.000;0.000;0.000;0.000
2017010706;0.000;0.000;0.000;0.000;0.000;0.000
2017010707;0.000;0.000;0.000;0.000;0.000;0.000
2017010708;0.000;0.000;0.000;0.000;0.000;0.000
2017010709;2.000;0.000;0.000;0.000;0.000;0.000
2017010710;2.000;0.000;0.000;0.000;1.000;0.000
2017010711;1.000;0.000;0.000;0.000;2.000;1.000
2017010712;1.000;1.000;1.000;0.000;0.000;0.000
2017010713;3.000;0.000;1.000;0.000;0.000;0.000
2017010714;2.000;0.000;1.000;0.000;0.000;0.000
2017010715;2.000;2.000;0.000;0.000;0.000;0.000
2017010716;1.000;0.000;0.000;0.000;0.000;0.000
2017010717;0.000;1.000;0.000;0.000;0.000;0.000
2017010718;0.000;0.000;0.000;0.000;0.000;0.000
2017010719;0.000;0.000;0.000;0.000;0.000;0.000
2017010720;0.000;0.000;0.000;0.000;0.000;0.000
2017010721;0.000;0.000;0.000;0.000;0.000;0.000
2017010722;0.000;0.000;0.000;0.000;0.000;0.000
2017010723;0.000;0.000;0.000;0.000;0.000;0.000
2017010800;0.000;0.000;0.000;0.000;0.000;0.000
2017010801;0.000;0.000;0.000;0.000;0.000;0.000
2017010802;0.000;0.000;0.000;0.000;0.000;0.000
2017010803;0.000;0.000;0.000;0.000;0.000;0.000
2017010804;0.000;0.000;0.000;0.000;0.000;0.000
2017010805;0.000;0.000;0.000;0.000;0.000;0.000
2017010806;0.000;0.000;0.000;0.000;0.000;0.000
2017010807;0.000;0.000;0.000;0.000;0.000;0.000
2017010808;1.000;0.000;0.000;0.000;0.000;0.000
2017010809;2.000;0.000;0.000;0.000;0.000;0.000
2017010810;2.000;0.000;0.000;0.000;0.000;0.000
2017010811;0.000;2.000;0.000;0.000;0.000;0.000
2017010812;8.000;2.000;0.000;0.000;0.000;0.000
2017010813;7.000;1.000;0.000;0.000;0.000;0.000
2017010814;4.000;4.000;0.000;0.000;0.000;0.000
2017010815;2.000;2.000;1.000;0.000;0.000;0.000
2017010816;0.000;0.000;0.000;0.000;0.000;0.000
2017010817;0.000;0.000;0.000;0.000;0.000;0.000
2017010818;0.000;0.000;0.000;0.000;0.000;0.000
2017010819;0.000;0.000;0.000;0.000;0.000;0.000
2017010820;0.000;0.000;0.000;0.000;0.000;0.000
2017010821;0.000;0.000;0.000;0.000;0.000;0.000
2017010822;0.000;0.000;0.000;0.000;0.000;0.000
2017010823;0.000;0.000;0.000;0.000;0.000;0.000
2017010900;0.000;0.000;0.000;0.000;0.000;0.000
2017010901;0.000;0.000;0.000;0.000;0.000;0.000
2017010902;0.000;0.000;0.000;0.000;0.000;0.000
2017010903;0.000;0.000;0.000;0.000;0.000;0.000
2017010904;0.000;0.000;0.000;0.000;0.000;0.000
2017010905;0.000;0.000;0.000;0.000;0.000;0.000
2017010906;0.000;0.000;0.000;0.000;0.000;0.000
2017010907;0.000;0.000;0.000;0.000;0.000;0.000
2017010908;0.000;1.000;0.000;0.000;0.000;0.000
2017010909;0.000;0.000;0.000;0.000;0.000;0.000
2017010910;0.000;0.000;0.000;0.000;0.000;0.000
2017010911;1.000;0.000;0.000;0.000;0.000;0.000
2017010912;2.000;0.000;0.000;0.000;0.000;0.000
2017010913;0.000;1.000;0.000;0.000;0.000;0.000
2017010914;0.000;0.000;0.000;0.000;0.000;0.000
2017010915;0.000;0.000;0.000;0.000;0.000;0.000
2017010916;0.000;0.000;0.000;0.000;0.000;0.000
2017010917;0.000;0.000;0.000;0.000;0.000;0.000
2017010918;0.000;0.000;0.000;0.000;0.000;0.000
2017010919;0.000;0.000;0.000;0.000;0.000;0.000
2017010920;0.000;0.000;0.000;0.000;0.000;0.000
2017010921;0.000;0.000;0.000;0.000;0.000;0.000
2017010922;0.000;0.000;0.000;0.000;0.000;0.000
2017010923;0.000;0.000;0.000;0.000;0.000;0.000
2017011000;0.000;0.000;0.000;0.000;0.000;0.000
2017011001;0.000;0.000;0.000;0.000;0.000;0.000
2017011002;0.000;0.000;0.000;0.000;0.000;0.000
2017011003;0.000;0.000;0.000;0.000;0.000;0.000
2017011004;0.000;0.000;0.000;0.000;0.000;0.000
2017011005;0.000;0.000;0.000;0.000;0.000;0.000
2017011006;0.000;0.000;0.000;0.000;0.000;0.000
2017011007;0.000;0.000;0.000;0.000;0.000;0.000
2017011008;2.000;0.000;0.000;0.000;0.000;0.000
2017011009;0.000;3.000;0.000;0.000;0.000;0.000
2017011010;0.000;0.000;0.000;0.000;0.000;0.000
2017011011;0.000;0.000;0.000;0.000;0.000;0.000
2017011012;0.000;0.000;0.000;0.000;0.000;0.000
2017011013;0.000;0.000;0.000;0.000;0.000;0.000
2017011014;2.000;1.000;0.000;0.000;0.000;0.000
2017011015;0.000;0.000;0.000;0.000;0.000;0.000
2017011016;0.000;0.000;0.000;0.000;0.000;0.000
2017011017;0.000;0.000;0.000;0.000;0.000;0.000
2017011018;0.000;0.000;0.000;0.000;0.000;0.000
2017011019;0.000;0.000;0.000;0.000;0.000;0.000
2017011020;0.000;0.000;0.000;0.000;0.000;0.000
2017011021;0.000;0.000;0.000;0.000;0.000;0.000
2017011022;0.000;0.000;0.000;0.000;0.000;0.000
2017011023;0.000;0.000;0.000;0.000;0.000;0.000
2017011100;0.000;0.000;0.000;0.000;0.000;0.000
2017011101;0.000;0.000;0.000;0.000;0.000;0.000
2017011102;0.000;0.000;0.000;0.000;0.000;0.000
2017011103;0.000;0.000;0.000;0.000;0.000;0.000
2017011104;0.000;0.000;0.000;0.000;0.000;0.000
2017011105;0.000;0.000;0.000;0.000;0.000;0.000
2017011106;0.000;0.000;0.000;0.000;0.000;0.000
2017011107;0.000;0.000;0.000;0.000;0.000;0.000
2017011108;0.000;0.000;0.000;0.000;0.000;0.000
2017011109;0.000;1.000;0.000;0.000;0.000;0.000
2017011110;1.000;1.000;0.000;0.000;0.000;0.000
2017011111;0.000;0.000;0.000;0.000;0.000;0.000
2017011112;1.000;0.000;0.000;0.000;0.000;0.000
2017011113;2.000;0.000;0.000;0.000;0.000;0.000
2017011114;0.000;0.000;0.000;0.000;0.000;1.000
2017011115;0.000;1.000;0.000;0.000;0.000;0.000
2017011116;0.000;0.000;0.000;0.000;0.000;0.000
2017011117;0.000;0.000;0.000;0.000;0.000;0.000
2017011118;0.000;0.000;0.000;0.000;0.000;0.000
2017011119;0.000;0.000;0.000;0.000;0.000;0.000
2017011120;0.000;0.000;0.000;0.000;0.000;0.000
2017011121;0.000;0.000;0.000;0.000;0.000;0.000
2017011122;0.000;0.000;0.000;0.000;0.000;0.000
2017011123;0.000;0.000;0.000;0.000;0.000;0.000
2017011200;0.000;0.000;0.000;0.000;0.000;0.000
2017011201;1.000;0.000;0.000;0.000;0.000;0.000
2017011202;0.000;0.000;0.000;0.000;0.000;0.000
2017011203;0.000;0.000;0.000;0.000;0.000;0.000
2017011204;0.000;0.000;0.000;0.000;0.000;0.000
2017011205;0.000;0.000;0.000;0.000;0.000;0.000
2017011206;0.000;0.000;0.000;0.000;0.000;0.000
2017011207;0.000;0.000;0.000;0.000;0.000;0.000
2017011208;0.000;0.000;0.000;0.000;0.000;0.000
2017011209;0.000;0.000;0.000;0.000;0.000;0.000
2017011210;0.000;0.000;0.000;0.000;0.000;0.000
2017011211;0.000;0.000;0.000;0.000;0.000;0.000
2017011212;0.000;0.000;0.000;0.000;0.000;0.000
2017011213;0.000;0.000;0.000;0.000;0.000;0.000
2017011214;2.000;2.000;0.000;0.000;0.000;0.000
2017011215;0.000;0.000;0.000;0.000;0.000;0.000
2017011216;0.000;0.000;0.000;0.000;0.000;0.000
2017011217;0.000;0.000;0.000;0.000;0.000;0.000
2017011218;0.000;0.000;0.000;0.000;0.000;0.000
2017011219;0.000;0.000;0.000;0.000;0.000;0.000
2017011220;0.000;0.000;0.000;0.000;0.000;0.000
2017011221;0.000;0.000;0.000;0.000;0.000;0.000
2017011222;0.000;0.000;0.000;0.000;0.000;0.000
2017011223;0.000;0.000;0.000;0.000;0.000;0.000
2017011300;0.000;0.000;0.000;0.000;0.000;0.000
2017011301;0.000;0.000;0.000;0.000;0.000;0.000
2017011302;0.000;0.000;0.000;0.000;0.000;0.000
2017011303;0.000;0.000;0.000;0.000;0.000;0.000
2017011304;0.000;0.000;0.000;0.000;0.000;0.000
2017011305;1.000;0.000;0.000;0.000;0.000;0.000
2017011306;0.000;0.000;0.000;0.000;0.000;0.000
2017011307;0.000;0.000;0.000;0.000;0.000;0.000
2017011308;0.000;0.000;0.000;0.000;0.000;0.000
2017011309;0.000;1.000;0.000;0.000;0.000;0.000
2017011310;0.000;0.000;0.000;0.000;0.000;0.000
2017011311;0.000;0.000;0.000;0.000;0.000;0.000
2017011312;0.000;0.000;0.000;0.000;0.000;0.000
2017011313;0.000;0.000;0.000;0.000;0.000;0.000
2017011314;0.000;0.000;0.000;0.000;0.000;0.000
2017011315;0.000;1.000;0.000;0.000;0.000;0.000
2017011316;0.000;0.000;0.000;0.000;0.000;0.000
2017011317;1.000;1.000;0.000;0.000;0.000;0.000
2017011318;0.000;0.000;0.000;0.000;0.000;0.000
2017011319;0.000;0.000;0.000;0.000;0.000;0.000
2017011320;0.000;0.000;0.000;0.000;0.000;0.000
2017011321;0.000;0.000;0.000;0.000;0.000;0.000
2017011322;0.000;0.000;0.000;0.000;0.000;0.000
2017011323;0.000;0.000;0.000;0.000;0.000;0.000
2017011400;0.000;0.000;0.000;0.000;0.000;0.000
2017011401;0.000;0.000;0.000;0.000;0.000;0.000
2017011402;0.000;0.000;0.000;0.000;0.000;0.000
2017011403;0.000;0.000;0.000;0.000;0.000;0.000
2017011404;0.000;0.000;0.000;0.000;0.000;0.000
2017011405;0.000;0.000;0.000;0.000;0.000;0.000
2017011406;0.000;0.000;0.000;0.000;0.000;0.000
2017011407;0.000;0.000;0.000;0.000;0.000;0.000
2017011408;0.000;0.000;0.000;0.000;0.000;0.000
2017011409;0.000;0.000;0.000;0.000;0.000;0.000
2017011410;0.000;0.000;0.000;0.000;0.000;0.000
2017011411;0.000;0.000;0.000;0.000;1.000;0.000
2017011412;0.000;0.000;0.000;0.000;0.000;0.000
2017011413;0.000;0.000;0.000;0.000;0.000;0.000
2017011414;0.000;0.000;1.000;1.000;0.000;0.000
2017011415;0.000;0.000;1.000;0.000;0.000;0.000
2017011416;0.000;0.000;0.000;0.000;0.000;0.000
2017011417;0.000;0.000;0.000;0.000;0.000;0.000
2017011418;0.000;0.000;0.000;0.000;0.000;0.000
2017011419;0.000;0.000;0.000;0.000;0.000;0.000
2017011420;0.000;0.000;0.000;0.000;0.000;0.000
2017011421;0.000;0.000;0.000;0.000;0.000;0.000
2017011422;0.000;0.000;0.000;0.000;0.000;0.000
2017011423;0.000;0.000;0.000;0.000;0.000;0.000
2017011500;0.000;0.000;0.000;0.000;0.000;0.000
2017011501;0.000;0.000;0.000;0.000;0.000;0.000
2017011502;0.000;0.000;0.000;0.000;0.000;0.000
2017011503;0.000;0.000;0.000;0.000;0.000;0.000
2017011504;0.000;0.000;0.000;0.000;0.000;0.000
2017011505;0.000;0.000;0.000;0.000;0.000;0.000
2017011506;0.000;0.000;0.000;0.000;0.000;0.000
2017011507;0.000;0.000;0.000;0.000;0.000;0.000
2017011508;0.000;0.000;0.000;0.000;0.000;0.000
2017011509;1.000;0.000;0.000;0.000;0.000;0.000
2017011510;0.000;0.000;0.000;0.000;0.000;0.000
2017011511;1.000;0.000;0.000;0.000;0.000;0.000
2017011512;3.000;0.000;0.000;0.000;0.000;0.000
2017011513;2.000;3.000;0.000;0.000;0.000;0.000
2017011514;4.000;0.000;0.000;0.000;0.000;0.000
2017011515;0.000;0.000;0.000;0.000;0.000;0.000
2017011516;0.000;0.000;0.000;0.000;0.000;0.000
2017011517;0.000;0.000;0.000;0.000;0.000;0.000
2017011518;0.000;0.000;0.000;0.000;0.000;0.000
2017011519;0.000;0.000;0.000;0.000;0.000;0.000
2017011520;0.000;0.000;0.000;0.000;0.000;0.000
2017011521;0.000;0.000;0.000;0.000;0.000;0.000
2017011522;0.000;0.000;0.000;0.000;0.000;0.000
2017011523;0.000;0.000;0.000;0.000;0.000;0.000
2017011600;0.000;0.000;0.000;0.000;0.000;0.000
2017011601;0.000;0.000;0.000;0.000;0.000;0.000
2017011602;0.000;0.000;0.000;0.000;0.000;0.000
2017011603;0.000;0.000;0.000;0.000;0.000;0.000
2017011604;0.000;0.000;0.000;0.000;0.000;0.000
2017011605;0.000;0.000;0.000;0.000;0.000;0.000
2017011606;0.000;0.000;0.000;0.000;0.000;0.000
2017011607;0.000;0.000;0.000;0.000;0.000;0.000
2017011608;0.000;0.000;0.000;0.000;0.000;0.000
2017011609;0.000;0.000;0.000;0.000;0.000;0.000
2017011610;0.000;0.000;0.000;0.000;0.000;0.000
2017011611;0.000;0.000;0.000;0.000;0.000;0.000
2017011612;0.000;0.000;0.000;0.000;0.000;0.000
2017011613;5.000;4.000;0.000;0.000;0.000;0.000
2017011614;0.000;0.000;0.000;0.000;0.000;0.000
2017011615;0.000;0.000;0.000;0.000;0.000;0.000
2017011616;0.000;3.000;0.000;0.000;0.000;0.000
2017011617;0.000;0.000;0.000;0.000;0.000;0.000
2017011618;0.000;0.000;0.000;0.000;0.000;0.000
2017011619;0.000;0.000;0.000;0.000;0.000;0.000
2017011620;0.000;0.000;0.000;0.000;0.000;0.000
2017011621;0.000;0.000;0.000;0.000;0.000;0.000
2017011622;0.000;1.000;0.000;0.000;0.000;0.000
2017011623;0.000;0.000;0.000;0.000;0.000;0.000
2017011700;0.000;0.000;0.000;0.000;0.000;0.000
2017011701;0.000;0.000;0.000;0.000;0.000;0.000
2017011702;0.000;0.000;0.000;0.000;0.000;0.000
2017011703;0.000;0.000;0.000;0.000;0.000;0.000
2017011704;0.000;0.000;0.000;0.000;0.000;0.000
2017011705;0.000;0.000;0.000;0.000;0.000;0.000
2017011706;0.000;0.000;0.000;0.000;0.000;0.000
2017011707;0.000;0.000;0.000;0.000;0.000;0.000
2017011708;2.000;0.000;0.000;0.000;0.000;0.000
2017011709;1.000;2.000;0.000;0.000;0.000;0.000
2017011710;0.000;1.000;0.000;0.000;0.000;0.000
2017011711;0.000;0.000;0.000;0.000;0.000;0.000
2017011712;0.000;0.000;0.000;0.000;0.000;0.000
2017011713;0.000;0.000;0.000;0.000;0.000;0.000
2017011714;0.000;0.000;0.000;0.000;0.000;0.000
2017011715;0.000;0.000;0.000;0.000;0.000;0.000
2017011716;0.000;1.000;0.000;0.000;0.000;0.000
2017011717;0.000;0.000;0.000;0.000;0.000;0.000
2017011718;0.000;0.000;0.000;0.000;0.000;0.000
2017011719;0.000;0.000;0.000;0.000;0.000;0.000
2017011720;0.000;0.000;0.000;0.000;0.000;0.000
2017011721;0.000;0.000;0.000;0.000;0.000;0.000
2017011722;0.000;0.000;0.000;0.000;0.000;0.000
2017011723;0.000;0.000;0.000;0.000;0.000;0.000
2017011800;0.000;0.000;0.000;0.000;0.000;0.000
2017011801;0.000;0.000;0.000;0.000;0.000;0.000
2017011802;0.000;0.000;0.000;0.000;0.000;0.000
2017011803;0.000;0.000;0.000;0.000;0.000;0.000
2017011804;0.000;0.000;0.000;0.000;0.000;0.000
2017011805;0.000;0.000;0.000;0.000;0.000;0.000
2017011806;0.000;0.000;0.000;0.000;0.000;0.000
2017011807;0.000;0.000;0.000;0.000;0.000;0.000
2017011808;0.000;0.000;0.000;0.000;0.000;0.000
2017011809;0.000;1.000;0.000;0.000;0.000;0.000
2017011810;1.000;0.000;0.000;0.000;0.000;0.000
2017011811;0.000;1.000;0.000;0.000;0.000;0.000
2017011812;2.000;0.000;0.000;0.000;0.000;0.000
2017011813;0.000;1.000;0.000;0.000;0.000;0.000
2017011814;0.000;1.000;0.000;0.000;0.000;0.000
2017011815;1.000;0.000;0.000;0.000;0.000;0.000
2017011816;0.000;0.000;0.000;0.000;0.000;0.000
2017011817;0.000;0.000;0.000;0.000;0.000;0.000
2017011818;0.000;0.000;0.000;0.000;0.000;0.000
2017011819;0.000;0.000;0.000;0.000;0.000;0.000
2017011820;0.000;0.000;0.000;0.000;0.000;0.000
2017011821;0.000;0.000;0.000;0.000;0.000;0.000
2017011822;0.000;0.000;0.000;0.000;0.000;0.000
2017011823;0.000;0.000;0.000;0.000;0.000;0.000
2017011900;0.000;0.000;0.000;0.000;0.000;0.000
2017011901;0.000;0.000;0.000;0.000;0.000;0.000
2017011902;0.000;0.000;0.000;0.000;0.000;0.000
2017011903;0.000;0.000;0.000;0.000;0.000;0.000
2017011904;0.000;0.000;0.000;0.000;0.000;0.000
2017011905;0.000;0.000;0.000;0.000;0.000;0.000
2017011906;0.000;0.000;0.000;0.000;0.000;0.000
2017011907;0.000;0.000;0.000;0.000;0.000;0.000
2017011908;0.000;0.000;0.000;0.000;0.000;0.000
2017011909;1.000;1.000;0.000;0.000;0.000;0.000
2017011910;0.000;1.000;0.000;0.000;0.000;0.000
2017011911;0.000;0.000;0.000;0.000;0.000;0.000
2017011912;0.000;0.000;0.000;0.000;0.000;0.000
2017011913;0.000;0.000;0.000;0.000;0.000;0.000
2017011914;2.000;0.000;0.000;0.000;0.000;0.000
2017011915;0.000;0.000;0.000;0.000;0.000;0.000
2017011916;0.000;0.000;0.000;0.000;0.000;0.000
2017011917;0.000;0.000;0.000;0.000;0.000;0.000
2017011918;0.000;0.000;0.000;0.000;0.000;0.000
2017011919;0.000;0.000;0.000;0.000;0.000;0.000
2017011920;0.000;0.000;0.000;0.000;0.000;0.000
2017011921;0.000;0.000;0.000;0.000;0.000;0.000
2017011922;0.000;0.000;0.000;0.000;0.000;0.000
2017011923;0.000;0.000;0.000;0.000;0.000;0.000
2017012000;0.000;0.000;0.000;0.000;0.000;0.000
2017012001;0.000;0.000;0.000;0.000;0.000;0.000
2017012002;0.000;0.000;0.000;0.000;0.000;0.000
2017012003;0.000;0.000;0.000;0.000;0.000;0.000
2017012004;0.000;0.000;0.000;0.000;0.000;0.000
2017012005;1.000;0.000;0.000;0.000;0.000;0.000
2017012006;0.000;0.000;0.000;0.000;0.000;0.000
2017012007;0.000;0.000;0.000;0.000;0.000;0.000
2017012008;0.000;0.000;0.000;0.000;0.000;0.000
2017012009;0.000;0.000;0.000;0.000;0.000;0.000
2017012010;0.000;1.000;0.000;0.000;0.000;0.000
2017012011;0.000;0.000;0.000;0.000;0.000;0.000
2017012012;0.000;0.000;0.000;0.000;0.000;0.000
2017012013;0.000;0.000;0.000;0.000;0.000;0.000
2017012014;0.000;2.000;0.000;0.000;1.000;0.000
2017012015;1.000;0.000;0.000;0.000;0.000;0.000
2017012016;0.000;0.000;0.000;0.000;0.000;0.000
2017012017;1.000;1.000;0.000;0.000;0.000;0.000
2017012018;0.000;0.000;0.000;0.000;0.000;0.000
2017012019;0.000;0.000;0.000;0.000;0.000;0.000
2017012020;0.000;0.000;0.000;0.000;1.000;0.000
2017012021;0.000;0.000;0.000;0.000;0.000;0.000
2017012022;0.000;0.000;0.000;0.000;0.000;0.000
2017012023;0.000;0.000;0.000;0.000;0.000;0.000
