Datetime;Fuss_IN;Fuss_OUT;Velo_IN;Velo_OUT
2020050408;1.685;0.000;2.131;1.027
2020050409;3.370;1.139;3.196;0.000
2020050410;1.685;2.277;5.327;4.109
2020050411;7.582;7.970;10.653;4.109
2020050412;9.266;4.554;17.045;8.218
2020050413;4.212;5.693;14.914;8.218
2020050414;9.266;15.940;13.849;17.464
2020050415;22.745;13.663;26.633;27.737
2020050416;5.897;10.247;24.502;14.382
2020050417;5.054;2.277;24.502;12.328
2020050418;10.951;11.386;23.437;12.328
2020050419;3.370;9.109;10.653;10.273
2020050420;1.685;1.139;2.131;2.055
2020050421;0.000;1.139;0.000;0.000
2020050422;0.000;0.000;0.000;0.000
2020050423;0.000;0.000;0.000;0.000
2020050500;0.000;0.000;0.000;0.000
2020050501;0.000;0.000;0.000;0.000
2020050502;0.000;0.000;0.000;0.000
2020050503;0.000;0.000;0.000;0.000
2020050504;0.000;0.000;0.000;0.000
2020050505;0.000;0.000;0.000;0.000
2020050506;0.000;0.000;1.065;0.000
2020050507;0.000;4.554;0.000;0.000
2020050508;0.000;1.139;0.000;0.000
2020050509;0.842;1.139;1.065;0.000
2020050510;4.212;2.277;2.131;0.000
2020050511;2.527;2.277;2.131;0.000
2020050512;2.527;9.109;1.065;0.000
2020050513;0.842;2.277;0.000;0.000
2020050514;1.685;0.000;1.065;0.000
2020050515;4.212;4.554;1.065;2.055
2020050516;4.212;4.554;2.131;0.000
2020050517;2.527;3.416;0.000;2.055
2020050518;2.527;1.139;4.261;2.055
2020050519;0.000;0.000;2.131;4.109
2020050520;0.000;0.000;0.000;0.000
2020050521;0.000;0.000;0.000;0.000
2020050522;0.000;0.000;0.000;0.000
2020050523;0.000;0.000;0.000;0.000
2020050600;0.842;1.139;0.000;0.000
2020050601;0.000;0.000;0.000;0.000
2020050602;0.000;0.000;0.000;0.000
2020050603;0.000;0.000;0.000;0.000
2020050604;0.000;0.000;0.000;0.000
2020050605;0.000;0.000;0.000;0.000
2020050606;0.842;0.000;2.131;0.000
2020050607;0.000;2.277;2.131;0.000
2020050608;2.527;2.277;1.065;0.000
2020050609;1.685;1.139;4.261;0.000
2020050610;3.370;4.554;4.261;3.082
2020050611;7.582;4.554;8.522;1.027
2020050612;1.685;4.554;1.065;3.082
2020050613;7.582;4.554;15.980;3.082
2020050614;11.794;11.386;15.980;5.137
2020050615;14.321;18.218;19.175;14.382
2020050616;14.321;15.940;17.045;29.792
2020050617;10.951;4.554;23.437;26.710
2020050618;5.897;2.277;23.437;27.737
2020050619;5.054;7.970;14.914;15.410
2020050620;0.842;2.277;1.065;1.027
2020050621;0.842;2.277;1.065;0.000
2020050622;0.000;0.000;0.000;0.000
2020050623;0.000;0.000;0.000;0.000
2020050700;0.000;0.000;0.000;0.000
2020050701;0.000;0.000;0.000;0.000
2020050702;0.000;0.000;0.000;0.000
2020050703;0.000;0.000;0.000;0.000
2020050704;0.000;0.000;0.000;0.000
2020050705;0.000;0.000;0.000;0.000
2020050706;0.842;1.139;4.261;1.027
2020050707;0.842;3.416;2.131;1.027
2020050708;0.000;0.000;1.065;2.055
2020050709;15.163;1.139;6.392;6.164
2020050710;12.636;7.970;13.849;5.137
2020050711;22.745;6.832;33.024;12.328
2020050712;22.745;13.663;25.567;16.437
2020050713;16.848;12.525;26.633;19.519
2020050714;10.109;5.693;23.437;43.147
2020050715;21.902;7.970;44.743;19.519
2020050716;9.266;9.109;33.024;26.710
2020050717;13.478;7.970;31.959;28.764
2020050718;5.897;5.693;43.677;38.010
2020050719;5.054;5.693;6.392;25.683
2020050720;1.685;2.277;3.196;4.109
2020050721;0.000;0.000;1.065;0.000
2020050722;0.000;0.000;0.000;0.000
2020050723;0.000;0.000;0.000;0.000
2020050800;0.000;0.000;0.000;0.000
2020050801;0.000;0.000;0.000;1.027
2020050802;0.000;0.000;0.000;0.000
2020050803;0.000;0.000;0.000;0.000
2020050804;0.842;0.000;0.000;0.000
2020050805;0.000;0.000;0.000;0.000
2020050806;0.842;1.139;2.131;3.082
2020050807;2.527;1.139;6.392;1.027
2020050808;1.685;0.000;5.327;2.055
2020050809;5.054;1.139;6.392;6.164
2020050810;2.527;6.832;9.588;8.218
2020050811;9.266;5.693;35.155;10.273
2020050812;9.266;14.802;31.959;13.355
2020050813;5.897;11.386;33.024;21.573
2020050814;10.951;4.554;28.763;20.546
2020050815;9.266;10.247;38.351;46.229
2020050816;11.794;10.247;31.959;26.710
2020050817;11.794;7.970;28.763;26.710
2020050818;2.527;6.832;29.828;24.655
2020050819;4.212;3.416;7.457;15.410
2020050820;4.212;2.277;7.457;9.246
2020050821;0.000;2.277;0.000;0.000
2020050822;0.000;1.139;0.000;0.000
2020050823;0.000;0.000;0.000;0.000
2020050900;0.000;0.000;0.000;0.000
2020050901;0.000;0.000;0.000;0.000
2020050902;0.000;0.000;0.000;0.000
2020050903;0.000;0.000;0.000;0.000
2020050904;0.000;0.000;0.000;0.000
2020050905;0.000;0.000;0.000;0.000
2020050906;0.842;0.000;1.065;1.027
2020050907;1.685;0.000;3.196;0.000
2020050908;5.054;4.554;4.261;3.082
2020050909;18.533;6.832;26.633;8.218
2020050910;21.060;15.940;62.853;20.546
2020050911;29.484;12.525;93.746;34.928
2020050912;21.060;22.772;60.722;45.201
2020050913;26.957;21.633;68.179;76.020
2020050914;48.859;27.326;91.616;81.157
2020050915;33.696;18.218;72.440;65.747
2020050916;21.902;30.742;71.375;83.211
2020050917;26.114;20.495;46.873;83.211
2020050918;5.054;14.802;18.110;47.256
2020050919;3.370;5.693;7.457;31.846
2020050920;0.000;1.139;4.261;4.109
2020050921;0.000;0.000;0.000;0.000
2020050922;0.000;0.000;0.000;0.000
2020050923;0.000;0.000;0.000;0.000
2020051000;0.000;1.139;0.000;0.000
2020051001;0.000;0.000;0.000;0.000
2020051002;0.000;0.000;0.000;0.000
2020051003;0.000;0.000;0.000;0.000
2020051004;0.000;0.000;0.000;0.000
2020051005;0.000;0.000;0.000;0.000
2020051006;0.000;0.000;0.000;0.000
2020051007;0.842;0.000;0.000;1.027
2020051008;5.054;1.139;1.065;2.055
2020051009;8.424;10.247;14.914;5.137
2020051010;19.375;12.525;26.633;13.355
2020051011;39.593;21.633;63.918;22.601
2020051012;43.805;17.079;95.877;38.010
2020051013;34.538;31.881;101.204;62.665
2020051014;45.490;31.881;89.485;65.747
2020051015;37.066;36.435;76.702;90.402
2020051016;41.278;23.911;67.114;48.283
2020051017;15.163;27.326;33.024;80.129
2020051018;14.321;23.911;21.306;46.229
2020051019;1.685;2.277;8.522;21.573
2020051020;0.000;1.139;1.065;3.082
2020051021;0.000;0.000;1.065;0.000
2020051022;0.000;1.139;0.000;1.027
2020051023;0.000;0.000;0.000;0.000
2020051100;0.000;0.000;0.000;0.000
2020051101;0.000;0.000;0.000;0.000
2020051102;0.000;0.000;0.000;0.000
2020051103;0.000;0.000;0.000;0.000
2020051104;0.000;0.000;0.000;0.000
2020051105;0.000;0.000;0.000;0.000
2020051106;1.685;0.000;0.000;0.000
2020051107;0.842;4.554;3.196;1.027
2020051108;4.212;2.277;0.000;2.055
2020051109;10.109;7.970;5.327;6.164
2020051110;0.842;6.832;2.131;8.218
2020051111;5.897;4.554;4.261;2.055
2020051112;0.842;0.000;0.000;1.027
2020051113;0.000;0.000;0.000;0.000
2020051114;0.842;2.277;0.000;0.000
2020051115;1.685;0.000;1.065;0.000
2020051116;0.842;2.277;2.131;1.027
2020051117;2.527;2.277;0.000;1.027
2020051118;0.000;2.277;1.065;2.055
2020051119;0.842;1.139;5.327;0.000
2020051120;0.000;0.000;0.000;1.027
2020051121;0.000;0.000;0.000;0.000
2020051122;0.000;0.000;0.000;0.000
2020051123;0.000;0.000;0.000;0.000
2020051200;0.000;0.000;0.000;0.000
2020051201;0.000;0.000;0.000;0.000
2020051202;0.000;0.000;0.000;0.000
2020051203;0.000;0.000;0.000;0.000
2020051204;0.000;0.000;0.000;0.000
2020051205;0.000;0.000;0.000;1.027
2020051206;0.000;0.000;1.065;0.000
2020051207;0.000;2.277;1.065;1.027
2020051208;3.370;0.000;0.000;1.027
2020051209;7.582;0.000;4.261;0.000
2020051210;5.054;4.554;2.131;2.055
2020051211;6.739;5.693;1.065;2.055
2020051212;3.370;5.693;3.196;3.082
2020051213;6.739;1.139;4.261;2.055
2020051214;5.054;4.554;5.327;3.082
2020051215;5.897;5.693;13.849;2.055
2020051216;10.109;12.525;9.588;5.137
2020051217;8.424;5.693;11.718;7.191
2020051218;9.266;11.386;11.718;6.164
2020051219;1.685;0.000;4.261;4.109
2020051220;0.000;1.139;0.000;1.027
2020051221;0.000;0.000;0.000;0.000
2020051222;0.000;0.000;0.000;0.000
2020051223;0.000;0.000;0.000;0.000
2020051300;0.000;0.000;0.000;0.000
2020051301;0.000;0.000;0.000;0.000
2020051302;0.000;0.000;0.000;0.000
2020051303;0.000;0.000;0.000;0.000
2020051304;0.000;0.000;0.000;0.000
2020051305;0.000;0.000;0.000;1.027
2020051306;0.000;1.139;1.065;1.027
2020051307;3.370;3.416;2.131;2.055
2020051308;1.685;3.416;1.065;0.000
2020051309;0.842;0.000;0.000;0.000
2020051310;6.739;9.109;1.065;1.027
2020051311;0.842;2.277;0.000;0.000
2020051312;0.842;1.139;1.065;1.027
2020051313;1.685;0.000;0.000;0.000
2020051314;3.370;1.139;6.392;1.027
2020051315;1.685;2.277;1.065;6.164
2020051316;5.897;5.693;3.196;4.109
2020051317;6.739;6.832;6.392;1.027
2020051318;3.370;4.554;1.065;3.082
2020051319;1.685;0.000;1.065;1.027
2020051320;0.842;1.139;0.000;3.082
2020051321;0.000;0.000;0.000;0.000
2020051322;0.000;0.000;0.000;0.000
2020051323;0.000;0.000;0.000;0.000
2020051400;0.000;0.000;0.000;0.000
2020051401;0.000;0.000;0.000;0.000
2020051402;0.000;0.000;0.000;0.000
2020051403;0.000;0.000;0.000;0.000
2020051404;0.000;0.000;0.000;0.000
2020051405;0.842;0.000;0.000;0.000
2020051406;0.000;0.000;0.000;0.000
2020051407;0.000;1.139;0.000;2.055
2020051408;0.000;0.000;0.000;0.000
2020051409;4.212;3.416;1.065;1.027
2020051410;1.685;2.277;0.000;0.000
2020051411;3.370;1.139;3.196;0.000
2020051412;2.527;1.139;0.000;0.000
2020051413;5.897;3.416;3.196;1.027
2020051414;3.370;6.832;2.131;1.027
2020051415;3.370;10.247;8.522;1.027
2020051416;1.685;4.554;9.588;4.109
2020051417;0.000;2.277;7.457;0.000
2020051418;3.370;4.554;4.261;3.082
2020051419;1.685;1.139;1.065;2.055
2020051420;0.842;1.139;1.065;2.055
2020051421;0.000;0.000;0.000;0.000
2020051422;0.000;0.000;0.000;0.000
2020051423;0.000;0.000;0.000;0.000
2020051500;0.000;0.000;0.000;0.000
2020051501;0.000;0.000;0.000;0.000
2020051502;0.000;0.000;0.000;0.000
2020051503;0.000;0.000;0.000;0.000
2020051504;0.000;0.000;0.000;0.000
2020051505;0.000;0.000;0.000;0.000
2020051506;0.000;0.000;0.000;1.027
2020051507;0.842;2.277;1.065;0.000
2020051508;1.685;1.139;0.000;0.000
2020051509;3.370;3.416;2.131;0.000
2020051510;3.370;1.139;5.327;1.027
2020051511;0.842;0.000;2.131;2.055
2020051512;2.527;3.416;0.000;0.000
2020051513;5.897;6.832;5.327;1.027
2020051514;3.370;9.109;3.196;2.055
2020051515;6.739;2.277;4.261;5.137
2020051516;3.370;3.416;2.131;0.000
2020051517;5.897;3.416;3.196;3.082
2020051518;2.527;1.139;4.261;4.109
2020051519;0.842;2.277;3.196;4.109
2020051520;0.000;0.000;2.131;3.082
2020051521;0.842;0.000;0.000;0.000
2020051522;0.000;0.000;0.000;0.000
2020051523;0.000;0.000;0.000;0.000
2020051600;0.000;0.000;0.000;0.000
2020051601;0.000;0.000;0.000;0.000
2020051602;0.000;0.000;0.000;0.000
2020051603;0.000;0.000;0.000;0.000
2020051604;0.000;0.000;0.000;0.000
2020051605;0.000;0.000;0.000;0.000
2020051606;1.685;0.000;0.000;0.000
2020051607;0.842;2.277;2.131;0.000
2020051608;5.897;5.693;5.327;1.027
2020051609;9.266;5.693;11.718;4.109
2020051610;16.848;3.416;22.371;10.273
2020051611;10.951;10.247;30.894;12.328
2020051612;21.060;11.386;52.200;21.573
2020051613;32.011;3.416;33.024;18.491
2020051614;39.593;14.802;33.024;36.983
2020051615;34.538;18.218;60.722;36.983
2020051616;25.272;17.079;45.808;48.283
2020051617;11.794;14.802;25.567;46.229
2020051618;9.266;3.416;4.261;20.546
2020051619;0.842;2.277;2.131;5.137
2020051620;0.000;1.139;0.000;1.027
2020051621;0.000;3.416;0.000;1.027
2020051622;0.000;2.277;0.000;0.000
2020051623;0.000;0.000;0.000;0.000
2020051700;0.000;0.000;0.000;0.000
2020051701;0.000;0.000;0.000;0.000
2020051702;0.000;0.000;0.000;0.000
2020051703;0.000;0.000;0.000;0.000
2020051704;0.000;0.000;0.000;0.000
2020051705;0.000;0.000;0.000;0.000
2020051706;0.842;1.139;0.000;0.000
2020051707;2.527;1.139;0.000;0.000
2020051708;7.582;2.277;13.849;2.055
2020051709;17.690;9.109;30.894;10.273
2020051710;28.642;13.663;87.355;10.273
2020051711;21.902;19.356;104.399;36.983
2020051712;41.278;23.911;143.816;57.529
2020051713;50.544;39.851;118.248;65.747
2020051714;62.338;44.405;155.534;81.157
2020051715;48.017;53.514;122.510;160.259
2020051716;25.272;44.405;67.114;109.921
2020051717;16.006;26.188;24.502;81.157
2020051718;10.109;9.109;17.045;42.119
2020051719;4.212;7.970;7.457;19.519
2020051720;0.000;2.277;4.261;9.246
2020051721;0.000;0.000;0.000;2.055
2020051722;0.000;0.000;0.000;0.000
2020051723;0.000;1.139;0.000;0.000
2020051800;0.000;0.000;0.000;0.000
2020051801;0.000;0.000;0.000;0.000
2020051802;0.000;0.000;0.000;0.000
2020051803;0.000;0.000;0.000;0.000
2020051804;0.000;0.000;0.000;0.000
2020051805;0.000;0.000;0.000;0.000
2020051806;0.000;0.000;1.065;2.055
2020051807;0.842;3.416;3.196;2.055
2020051808;4.212;0.000;4.261;6.164
2020051809;1.685;2.277;13.849;5.137
2020051810;5.054;1.139;12.784;11.300
2020051811;7.582;3.416;9.588;2.055
2020051812;51.386;10.247;13.849;9.246
2020051813;18.533;7.970;22.371;12.328
2020051814;17.690;3.416;34.090;23.628
2020051815;0.842;4.554;15.980;26.710
2020051816;5.054;11.386;22.371;35.956
2020051817;10.109;7.970;18.110;24.655
2020051818;8.424;5.693;37.286;30.819
2020051819;6.739;4.554;5.327;11.300
2020051820;1.685;3.416;2.131;13.355
2020051821;0.000;0.000;0.000;0.000
2020051822;0.000;0.000;0.000;0.000
2020051823;0.000;0.000;0.000;0.000
2020051900;0.000;0.000;0.000;0.000
2020051901;0.000;0.000;0.000;0.000
2020051902;0.000;0.000;0.000;0.000
2020051903;0.000;0.000;0.000;0.000
2020051904;0.000;0.000;0.000;0.000
2020051905;0.000;0.000;0.000;0.000
2020051906;3.370;0.000;1.065;3.082
2020051907;1.685;4.554;6.392;5.137
2020051908;0.842;1.139;4.261;2.055
2020051909;5.054;0.000;14.914;7.191
2020051910;1.685;6.832;19.175;13.355
2020051911;12.636;3.416;17.045;8.218
2020051912;59.810;10.247;22.371;4.109
2020051913;20.218;9.109;17.045;17.464
2020051914;17.690;9.109;15.980;20.546
2020051915;11.794;10.247;19.175;19.519
2020051916;5.897;1.139;17.045;18.491
2020051917;13.478;9.109;14.914;6.164
2020051918;10.951;6.832;34.090;22.601
2020051919;4.212;3.416;15.980;7.191
2020051920;3.370;4.554;5.327;3.082
2020051921;0.842;0.000;0.000;1.027
2020051922;0.000;2.277;0.000;1.027
2020051923;0.000;0.000;0.000;0.000
2020052000;0.000;0.000;0.000;0.000
2020052001;0.000;0.000;0.000;0.000
2020052002;0.000;0.000;0.000;0.000
2020052003;0.000;0.000;0.000;0.000
2020052004;0.000;0.000;0.000;0.000
2020052005;0.000;0.000;0.000;0.000
2020052006;0.000;1.139;1.065;2.055
2020052007;3.370;3.416;4.261;5.137
2020052008;1.685;1.139;7.457;7.191
2020052009;8.424;4.554;4.261;4.109
2020052010;6.739;9.109;21.306;8.218
2020052011;7.582;2.277;19.175;11.300
2020052012;12.636;4.554;9.588;7.191
2020052013;10.109;2.277;12.784;13.355
2020052014;12.636;9.109;15.980;9.246
2020052015;11.794;5.693;12.784;14.382
2020052016;21.902;12.525;29.828;9.246
2020052017;3.370;9.109;14.914;18.491
2020052018;6.739;4.554;13.849;15.410
2020052019;3.370;4.554;2.131;6.164
2020052020;5.054;3.416;6.392;2.055
2020052021;0.000;3.416;1.065;1.027
2020052022;0.000;0.000;0.000;0.000
2020052023;0.000;0.000;0.000;0.000
2020052100;0.000;0.000;0.000;0.000
2020052101;0.000;0.000;0.000;0.000
2020052102;0.000;0.000;0.000;0.000
2020052103;0.000;0.000;0.000;0.000
2020052104;0.000;0.000;0.000;0.000
2020052105;0.842;0.000;0.000;0.000
2020052106;0.842;2.277;1.065;0.000
2020052107;2.527;2.277;7.457;2.055
2020052108;6.739;7.970;22.371;4.109
2020052109;15.163;20.495;47.939;17.464
2020052110;24.430;15.940;96.942;26.710
2020052111;30.326;33.019;162.991;44.174
2020052112;37.908;35.297;121.444;79.102
2020052113;34.538;35.297;90.551;52.392
2020052114;32.011;52.376;98.008;106.839
2020052115;37.908;48.960;72.440;81.157
2020052116;22.745;43.267;60.722;77.048
2020052117;13.478;34.158;27.698;102.730
2020052118;5.054;7.970;17.045;42.119
2020052119;2.527;1.139;2.131;24.655
2020052120;0.842;2.277;4.261;7.191
2020052121;0.000;1.139;2.131;2.055
2020052122;0.000;0.000;0.000;4.109
2020052123;0.000;1.139;0.000;0.000
2020052200;0.000;0.000;0.000;0.000
2020052201;0.000;0.000;0.000;0.000
2020052202;0.000;0.000;0.000;0.000
2020052203;0.000;0.000;0.000;0.000
2020052204;0.000;0.000;0.000;0.000
2020052205;0.842;0.000;0.000;0.000
2020052206;0.000;0.000;0.000;1.027
2020052207;2.527;1.139;1.065;2.055
2020052208;3.370;2.277;6.392;0.000
2020052209;4.212;3.416;11.718;5.137
2020052210;11.794;9.109;36.220;11.300
2020052211;18.533;6.832;49.004;15.410
2020052212;31.169;11.386;47.939;26.710
2020052213;18.533;10.247;41.547;27.737
2020052214;16.848;23.911;34.090;35.956
2020052215;38.750;29.604;36.220;42.119
2020052216;11.794;9.109;28.763;30.819
2020052217;6.739;10.247;11.718;34.928
2020052218;4.212;7.970;6.392;23.628
2020052219;4.212;1.139;8.522;15.410
2020052220;0.000;1.139;0.000;5.137
2020052221;0.000;0.000;0.000;0.000
2020052222;0.000;0.000;0.000;0.000
2020052223;0.842;0.000;0.000;0.000
2020052300;0.000;1.139;0.000;0.000
2020052301;0.000;0.000;0.000;0.000
2020052302;0.000;0.000;0.000;0.000
2020052303;0.000;0.000;0.000;0.000
2020052304;0.000;0.000;0.000;0.000
2020052305;0.000;0.000;0.000;0.000
2020052306;0.842;0.000;1.065;0.000
2020052307;0.000;2.277;0.000;0.000
2020052308;5.897;3.416;5.327;2.055
2020052309;11.794;3.416;7.457;8.218
2020052310;10.951;15.940;7.457;14.382
2020052311;8.424;9.109;28.763;22.601
2020052312;4.212;7.970;9.588;21.573
2020052313;1.685;0.000;1.065;12.328
2020052314;1.685;0.000;1.065;0.000
2020052315;0.842;0.000;1.065;1.027
2020052316;2.527;3.416;3.196;1.027
2020052317;0.000;0.000;1.065;1.027
2020052318;0.842;0.000;0.000;1.027
2020052319;0.000;0.000;0.000;0.000
2020052320;0.000;0.000;0.000;0.000
2020052321;0.842;1.139;0.000;0.000
2020052322;0.000;0.000;0.000;0.000
2020052323;0.000;0.000;0.000;0.000
2020052400;0.000;0.000;0.000;0.000
2020052401;0.000;0.000;0.000;0.000
2020052402;0.000;0.000;0.000;0.000
2020052403;0.000;0.000;0.000;0.000
2020052404;0.000;0.000;0.000;0.000
2020052405;0.000;0.000;0.000;0.000
2020052406;0.842;0.000;0.000;0.000
2020052407;0.842;0.000;2.131;2.055
2020052408;8.424;1.139;2.131;1.027
2020052409;10.109;10.247;10.653;4.109
2020052410;21.060;18.218;60.722;19.519
2020052411;35.381;19.356;56.461;20.546
2020052412;16.006;20.495;74.571;39.037
2020052413;29.484;17.079;93.746;72.938
2020052414;39.593;22.772;66.049;59.583
2020052415;42.962;31.881;70.310;77.048
2020052416;34.538;43.267;40.481;90.402
2020052417;11.794;27.326;24.502;61.638
2020052418;9.266;14.802;11.718;49.310
2020052419;3.370;4.554;4.261;21.573
2020052420;1.685;5.693;3.196;1.027
2020052421;0.842;3.416;0.000;3.082
2020052422;0.000;1.139;0.000;0.000
2020052423;0.000;0.000;0.000;0.000
2020052500;0.000;0.000;0.000;0.000
2020052501;0.000;0.000;0.000;0.000
2020052502;0.000;0.000;0.000;0.000
2020052503;0.000;0.000;0.000;0.000
2020052504;0.000;0.000;0.000;0.000
2020052505;0.842;0.000;0.000;0.000
2020052506;0.842;0.000;2.131;4.109
2020052507;4.212;4.554;0.000;1.027
2020052508;4.212;1.139;6.392;2.055
2020052509;1.685;3.416;5.327;0.000
2020052510;4.212;3.416;19.175;4.109
2020052511;5.054;3.416;10.653;15.410
2020052512;30.326;5.693;11.718;8.218
2020052513;7.582;2.277;10.653;14.382
2020052514;5.054;5.693;7.457;14.382
2020052515;5.054;4.554;13.849;16.437
2020052516;5.054;5.693;15.980;14.382
2020052517;5.054;6.832;21.306;11.300
2020052518;1.685;5.693;23.437;17.464
2020052519;3.370;2.277;8.522;9.246
2020052520;4.212;4.554;9.588;4.109
2020052521;0.000;0.000;0.000;0.000
2020052522;0.000;0.000;0.000;0.000
2020052523;0.000;0.000;0.000;0.000
2020052600;0.000;0.000;0.000;0.000
2020052601;0.000;0.000;0.000;0.000
2020052602;0.000;0.000;0.000;0.000
2020052603;0.000;0.000;0.000;0.000
2020052604;0.000;0.000;0.000;0.000
2020052605;0.000;0.000;0.000;0.000
2020052606;0.842;0.000;1.065;5.137
2020052607;0.842;2.277;1.065;3.082
2020052608;4.212;0.000;3.196;5.137
2020052609;3.370;4.554;8.522;3.082
2020052610;5.054;12.525;17.045;13.355
2020052611;7.582;6.832;13.849;13.355
2020052612;16.006;6.832;22.371;13.355
2020052613;3.370;2.277;6.392;9.246
2020052614;4.212;5.693;12.784;17.464
2020052615;7.582;4.554;12.784;12.328
2020052616;12.636;7.970;20.241;14.382
2020052617;5.054;7.970;20.241;21.573
2020052618;12.636;9.109;18.110;16.437
2020052619;10.109;1.139;14.914;11.300
2020052620;1.685;1.139;6.392;4.109
2020052621;0.000;2.277;0.000;2.055
2020052622;0.000;0.000;0.000;0.000
2020052623;0.000;0.000;0.000;0.000
2020052700;0.000;0.000;0.000;0.000
2020052701;0.000;0.000;0.000;0.000
2020052702;0.000;0.000;0.000;0.000
2020052703;0.000;0.000;0.000;0.000
2020052704;0.000;0.000;0.000;0.000
2020052705;0.000;0.000;0.000;1.027
2020052706;0.000;1.139;1.065;3.082
2020052707;2.527;1.139;5.327;6.164
2020052708;3.370;1.139;3.196;0.000
2020052709;5.897;10.247;6.392;5.137
2020052710;3.370;5.693;18.110;12.328
2020052711;5.054;6.832;12.784;12.328
2020052712;8.424;2.277;17.045;13.355
2020052713;25.272;11.386;14.914;9.246
2020052714;10.109;0.000;28.763;7.191
2020052715;16.848;5.693;35.155;24.655
2020052716;12.636;5.693;22.371;31.846
2020052717;12.636;10.247;23.437;30.819
2020052718;4.212;5.693;25.567;18.491
2020052719;5.054;5.693;10.653;15.410
2020052720;0.000;1.139;3.196;14.382
2020052721;0.000;0.000;0.000;2.055
2020052722;0.000;0.000;0.000;2.055
2020052723;0.000;0.000;0.000;0.000
2020052800;0.000;0.000;0.000;0.000
2020052801;0.000;0.000;0.000;0.000
2020052802;0.000;0.000;0.000;0.000
2020052803;0.842;0.000;0.000;0.000
2020052804;0.000;0.000;0.000;0.000
2020052805;0.842;0.000;0.000;1.027
2020052806;0.000;3.416;0.000;4.109
2020052807;3.370;1.139;3.196;4.109
2020052808;0.000;7.970;1.065;3.082
2020052809;3.370;5.693;8.522;4.109
2020052810;10.951;5.693;19.175;6.164
2020052811;6.739;3.416;21.306;10.273
2020052812;16.848;2.277;19.175;5.137
2020052813;8.424;5.693;6.392;18.491
2020052814;8.424;6.832;19.175;16.437
2020052815;8.424;4.554;14.914;19.519
2020052816;5.897;2.277;9.588;12.328
2020052817;5.897;4.554;8.522;14.382
2020052818;5.054;4.554;17.045;5.137
2020052819;2.527;3.416;5.327;12.328
2020052820;0.842;1.139;2.131;1.027
2020052821;0.842;0.000;0.000;4.109
2020052822;0.000;0.000;0.000;0.000
2020052823;0.000;0.000;0.000;0.000
2020052900;0.000;0.000;0.000;0.000
2020052901;0.000;0.000;0.000;0.000
2020052902;0.000;0.000;0.000;0.000
2020052903;0.000;0.000;0.000;0.000
2020052904;0.000;0.000;0.000;0.000
2020052905;0.000;0.000;0.000;0.000
2020052906;0.842;2.277;2.131;3.082
2020052907;1.685;0.000;3.196;4.109
2020052908;2.527;2.277;5.327;2.055
2020052909;2.527;4.554;3.196;9.246
2020052910;6.739;10.247;13.849;6.164
2020052911;16.006;5.693;17.045;4.109
2020052912;33.696;7.970;15.980;7.191
2020052913;6.739;4.554;9.588;10.273
2020052914;16.006;4.554;19.175;15.410
2020052915;58.968;30.742;13.849;15.410
2020052916;10.109;4.554;19.175;30.819
2020052917;8.424;4.554;19.175;17.464
2020052918;2.527;2.277;14.914;12.328
2020052919;1.685;2.277;3.196;7.191
2020052920;4.212;7.970;3.196;7.191
2020052921;0.000;0.000;2.131;1.027
2020052922;0.000;1.139;0.000;0.000
2020052923;0.000;0.000;0.000;0.000
2020053000;0.000;0.000;0.000;0.000
2020053001;0.000;0.000;0.000;0.000
2020053002;0.000;0.000;0.000;0.000
2020053003;0.000;0.000;0.000;0.000
2020053004;0.000;0.000;0.000;0.000
2020053005;0.000;0.000;0.000;0.000
2020053006;0.842;1.139;1.065;0.000
2020053007;3.370;1.139;2.131;0.000
2020053008;9.266;7.970;1.065;2.055
2020053009;16.006;5.693;15.980;4.109
2020053010;15.163;14.802;51.134;7.191
2020053011;12.636;10.247;45.808;17.464
2020053012;17.690;10.247;59.657;21.573
2020053013;21.060;11.386;44.743;39.037
2020053014;37.908;11.386;38.351;38.010
2020053015;14.321;19.356;51.134;49.310
2020053016;16.006;17.079;36.220;40.065
2020053017;26.957;13.663;27.698;40.065
2020053018;12.636;14.802;20.241;18.491
2020053019;0.842;3.416;8.522;10.273
2020053020;0.000;3.416;2.131;2.055
2020053021;0.000;0.000;0.000;0.000
2020053022;0.842;0.000;0.000;0.000
2020053023;0.000;0.000;0.000;0.000
2020053100;0.000;0.000;0.000;0.000
2020053101;0.000;0.000;0.000;0.000
2020053102;0.000;0.000;0.000;0.000
2020053103;0.000;0.000;1.065;0.000
2020053104;0.000;0.000;0.000;0.000
2020053105;0.000;0.000;0.000;0.000
2020053106;0.000;0.000;0.000;0.000
2020053107;1.685;2.277;2.131;0.000
2020053108;5.897;4.554;8.522;4.109
2020053109;12.636;10.247;38.351;3.082
2020053110;16.006;26.188;67.114;15.410
2020053111;45.490;23.911;111.857;39.037
2020053112;69.077;33.019;143.816;70.884
2020053113;40.435;33.019;110.791;52.392
2020053114;47.174;58.069;99.073;70.884
2020053115;45.490;39.851;66.049;82.184
2020053116;15.163;39.851;50.069;125.331
2020053117;21.060;18.218;30.894;44.174
2020053118;4.212;10.247;6.392;48.283
2020053119;3.370;6.832;2.131;8.218
2020053120;0.000;2.277;3.196;8.218
2020053121;0.842;5.693;0.000;3.082
2020053122;0.000;0.000;1.065;0.000
2020053123;0.000;0.000;0.000;0.000
