Datetime;Fuss_IN;Fuss_OUT;Velo_IN;Velo_OUT
2017112203;0.000;0.000;0.000;0.000
2017112204;0.000;0.000;0.000;0.000
2017112205;0.842;0.000;0.000;0.000
2017112206;0.000;1.139;0.000;1.027
2017112207;0.000;0.000;1.065;1.027
2017112208;1.685;0.000;2.131;1.027
2017112209;2.527;1.139;1.065;2.055
2017112210;2.527;1.139;0.000;1.027
2017112211;5.054;3.416;3.196;1.027
2017112212;3.370;4.554;2.131;1.027
2017112213;5.054;3.416;0.000;1.027
2017112214;10.109;6.832;2.131;2.055
2017112215;8.424;14.802;2.131;0.000
2017112216;3.370;1.139;2.131;1.027
2017112217;0.842;0.000;2.131;0.000
2017112218;0.000;0.000;3.196;0.000
2017112219;0.000;0.000;0.000;1.027
2017112220;0.000;0.000;1.065;8.218
2017112221;0.000;0.000;0.000;0.000
2017112222;0.000;0.000;0.000;0.000
2017112223;0.000;0.000;0.000;0.000
2017112300;0.000;0.000;0.000;0.000
2017112301;0.000;0.000;0.000;0.000
2017112302;0.000;0.000;0.000;0.000
2017112303;0.000;0.000;0.000;0.000
2017112304;0.000;0.000;0.000;0.000
2017112305;0.842;0.000;0.000;0.000
2017112306;0.842;1.139;0.000;0.000
2017112307;0.000;2.277;2.131;1.027
2017112308;1.685;2.277;0.000;1.027
2017112309;1.685;0.000;1.065;1.027
2017112310;0.842;0.000;0.000;2.055
2017112311;1.685;4.554;1.065;0.000
2017112312;0.842;3.416;0.000;0.000
2017112313;3.370;2.277;1.065;1.027
2017112314;5.897;10.247;4.261;2.055
2017112315;1.685;2.277;1.065;1.027
2017112316;0.842;0.000;1.065;2.055
2017112317;0.000;0.000;0.000;2.055
2017112318;3.370;2.277;1.065;0.000
2017112319;0.000;0.000;0.000;2.055
2017112320;0.000;0.000;0.000;0.000
2017112321;0.000;0.000;0.000;0.000
2017112322;0.000;0.000;0.000;0.000
2017112323;0.000;0.000;0.000;0.000
2017112400;0.000;0.000;0.000;0.000
2017112401;0.000;0.000;0.000;0.000
2017112402;0.000;0.000;0.000;0.000
2017112403;0.000;0.000;0.000;0.000
2017112404;0.000;0.000;0.000;0.000
2017112405;0.842;0.000;0.000;0.000
2017112406;0.000;0.000;0.000;1.027
2017112407;1.685;1.139;1.065;0.000
2017112408;2.527;3.416;1.065;1.027
2017112409;2.527;0.000;5.327;1.027
2017112410;5.054;1.139;4.261;2.055
2017112411;0.842;1.139;1.065;0.000
2017112412;4.212;5.693;4.261;0.000
2017112413;4.212;4.554;5.327;0.000
2017112414;6.739;9.109;9.588;7.191
2017112415;1.685;3.416;0.000;5.137
2017112416;5.054;6.832;4.261;3.082
2017112417;0.842;2.277;2.131;1.027
2017112418;0.842;1.139;3.196;1.027
2017112419;0.000;1.139;2.131;0.000
2017112420;0.000;0.000;0.000;0.000
2017112421;0.842;0.000;0.000;0.000
2017112422;0.000;0.000;0.000;0.000
2017112423;0.000;0.000;0.000;0.000
2017112500;0.000;0.000;0.000;0.000
2017112501;0.000;0.000;0.000;0.000
2017112502;0.000;0.000;0.000;0.000
2017112503;0.000;0.000;0.000;0.000
2017112504;0.000;0.000;0.000;0.000
2017112505;0.000;0.000;0.000;0.000
2017112506;0.000;1.139;0.000;0.000
2017112507;0.000;0.000;0.000;0.000
2017112508;0.842;0.000;0.000;0.000
2017112509;0.000;1.139;0.000;1.027
2017112510;0.842;0.000;0.000;0.000
2017112511;0.842;1.139;0.000;0.000
2017112512;0.000;0.000;0.000;0.000
2017112513;0.842;1.139;0.000;0.000
2017112514;3.370;2.277;0.000;0.000
2017112515;5.054;1.139;0.000;1.027
2017112516;2.527;3.416;0.000;0.000
2017112517;0.000;0.000;0.000;0.000
2017112518;0.000;0.000;0.000;0.000
2017112519;0.000;0.000;0.000;0.000
2017112520;0.000;0.000;0.000;0.000
2017112521;0.000;0.000;0.000;0.000
2017112522;0.000;0.000;0.000;0.000
2017112523;0.000;0.000;0.000;0.000
2017112600;0.000;0.000;0.000;0.000
2017112601;0.000;0.000;0.000;0.000
2017112602;0.000;0.000;0.000;0.000
2017112603;0.000;0.000;0.000;0.000
2017112604;0.000;0.000;0.000;0.000
2017112605;0.000;0.000;0.000;0.000
2017112606;0.000;0.000;0.000;0.000
2017112607;0.000;0.000;0.000;0.000
2017112608;2.527;0.000;2.131;0.000
2017112609;3.370;5.693;0.000;0.000
2017112610;10.109;4.554;2.131;1.027
2017112611;11.794;9.109;4.261;4.109
2017112612;9.266;10.247;2.131;2.055
2017112613;4.212;9.109;1.065;0.000
2017112614;4.212;5.693;2.131;4.109
2017112615;2.527;5.693;3.196;0.000
2017112616;2.527;0.000;1.065;1.027
2017112617;1.685;4.554;0.000;0.000
2017112618;0.000;0.000;0.000;0.000
2017112619;0.000;0.000;0.000;0.000
2017112620;0.000;0.000;0.000;0.000
2017112621;0.000;0.000;0.000;0.000
2017112622;0.000;0.000;0.000;0.000
2017112623;0.000;0.000;0.000;0.000
2017112700;0.000;0.000;0.000;0.000
2017112701;0.000;0.000;0.000;0.000
2017112702;0.000;0.000;0.000;0.000
2017112703;0.000;0.000;0.000;0.000
2017112704;0.000;0.000;0.000;0.000
2017112705;0.842;0.000;0.000;0.000
2017112706;0.000;0.000;0.000;0.000
2017112707;0.000;1.139;2.131;0.000
2017112708;2.527;2.277;1.065;2.055
2017112709;0.000;0.000;1.065;0.000
2017112710;0.842;0.000;1.065;1.027
2017112711;0.000;1.139;0.000;0.000
2017112712;3.370;1.139;0.000;1.027
2017112713;1.685;1.139;0.000;0.000
2017112714;4.212;9.109;0.000;2.055
2017112715;0.842;5.693;1.065;0.000
2017112716;1.685;1.139;0.000;0.000
2017112717;0.000;0.000;1.065;0.000
2017112718;0.000;1.139;4.261;2.055
2017112719;0.000;0.000;1.065;1.027
2017112720;0.000;0.000;0.000;0.000
2017112721;0.842;0.000;0.000;0.000
2017112722;0.000;1.139;0.000;0.000
2017112723;0.000;0.000;1.065;0.000
2017112800;0.000;0.000;0.000;0.000
2017112801;0.000;0.000;0.000;0.000
2017112802;0.000;0.000;0.000;0.000
2017112803;0.000;0.000;0.000;0.000
2017112804;0.000;0.000;0.000;0.000
2017112805;0.842;0.000;0.000;0.000
2017112806;0.000;0.000;0.000;0.000
2017112807;0.000;0.000;1.065;2.055
2017112808;0.842;1.139;1.065;0.000
2017112809;5.054;1.139;1.065;0.000
2017112810;1.685;1.139;1.065;0.000
2017112811;0.842;1.139;2.131;1.027
2017112812;2.527;1.139;1.065;1.027
2017112813;4.212;1.139;0.000;0.000
2017112814;2.527;1.139;3.196;0.000
2017112815;2.527;3.416;1.065;1.027
2017112816;1.685;1.139;2.131;0.000
2017112817;0.000;1.139;2.131;0.000
2017112818;0.000;1.139;2.131;3.082
2017112819;1.685;1.139;0.000;0.000
2017112820;0.000;0.000;0.000;0.000
2017112821;0.000;0.000;0.000;0.000
2017112822;0.000;0.000;0.000;0.000
2017112823;0.000;0.000;0.000;0.000
2017112900;0.000;0.000;0.000;0.000
2017112901;0.000;0.000;0.000;0.000
2017112902;0.000;0.000;0.000;0.000
2017112903;0.000;0.000;0.000;0.000
2017112904;0.000;0.000;0.000;0.000
2017112905;0.842;0.000;0.000;1.027
2017112906;0.842;1.139;0.000;1.027
2017112907;0.000;0.000;1.065;0.000
2017112908;0.000;0.000;1.065;0.000
2017112909;2.527;1.139;0.000;0.000
2017112910;0.842;2.277;1.065;0.000
2017112911;0.000;1.139;0.000;1.027
2017112912;0.000;0.000;1.065;0.000
2017112913;1.685;2.277;0.000;1.027
2017112914;3.370;2.277;1.065;1.027
2017112915;0.000;3.416;1.065;1.027
2017112916;0.842;0.000;1.065;0.000
2017112917;0.000;0.000;0.000;1.027
2017112918;0.000;0.000;2.131;0.000
2017112919;0.000;0.000;0.000;0.000
2017112920;0.000;0.000;0.000;0.000
2017112921;0.000;0.000;0.000;0.000
2017112922;0.000;0.000;0.000;0.000
2017112923;0.000;0.000;0.000;0.000
2017113000;0.000;0.000;0.000;0.000
2017113001;0.000;0.000;0.000;0.000
2017113002;0.000;0.000;0.000;0.000
2017113003;0.000;0.000;0.000;0.000
2017113004;0.000;0.000;0.000;0.000
2017113005;0.842;0.000;0.000;0.000
2017113006;0.000;1.139;0.000;0.000
2017113007;1.685;2.277;0.000;0.000
2017113008;1.685;0.000;1.065;0.000
2017113009;1.685;0.000;0.000;0.000
2017113010;1.685;3.416;0.000;0.000
2017113011;0.000;1.139;1.065;0.000
2017113012;2.527;3.416;0.000;0.000
2017113013;0.000;2.277;0.000;0.000
2017113014;0.000;0.000;0.000;0.000
2017113015;1.685;2.277;0.000;0.000
2017113016;1.685;0.000;1.065;0.000
2017113017;0.000;0.000;0.000;0.000
2017113018;0.000;0.000;0.000;1.027
2017113019;0.000;0.000;3.196;0.000
2017113020;0.000;0.000;0.000;2.055
2017113021;0.000;0.000;0.000;0.000
2017113022;0.000;0.000;0.000;0.000
2017113023;0.000;0.000;0.000;0.000
2017120100;0.000;0.000;0.000;0.000
2017120101;0.000;0.000;0.000;0.000
2017120102;0.000;0.000;0.000;0.000
2017120103;0.000;0.000;0.000;0.000
2017120104;0.000;0.000;0.000;0.000
2017120105;0.842;0.000;0.000;0.000
2017120106;0.000;0.000;0.000;0.000
2017120107;1.685;1.139;0.000;0.000
2017120108;1.685;2.277;0.000;0.000
2017120109;0.842;1.139;0.000;1.027
2017120110;5.054;2.277;0.000;0.000
2017120111;2.527;3.416;0.000;1.027
2017120112;0.842;0.000;0.000;0.000
2017120113;1.685;1.139;0.000;0.000
2017120114;1.685;0.000;0.000;0.000
2017120115;0.842;2.277;0.000;0.000
2017120116;1.685;1.139;0.000;0.000
2017120117;0.000;0.000;1.065;0.000
2017120118;0.000;0.000;0.000;0.000
2017120119;0.000;0.000;0.000;0.000
2017120120;0.000;0.000;0.000;0.000
2017120121;0.000;0.000;0.000;0.000
2017120122;0.000;0.000;0.000;0.000
2017120123;0.000;0.000;0.000;0.000
2017120200;0.000;0.000;0.000;0.000
2017120201;0.000;0.000;0.000;0.000
2017120202;0.000;0.000;0.000;0.000
2017120203;0.000;0.000;0.000;0.000
2017120204;0.000;0.000;0.000;0.000
2017120205;0.000;0.000;0.000;0.000
2017120206;0.000;0.000;0.000;0.000
2017120207;0.000;0.000;0.000;0.000
2017120208;3.370;1.139;0.000;0.000
2017120209;3.370;3.416;0.000;0.000
2017120210;0.842;2.277;0.000;1.027
2017120211;0.842;4.554;1.065;0.000
2017120212;5.054;3.416;3.196;3.082
2017120213;1.685;3.416;3.196;3.082
2017120214;4.212;4.554;1.065;2.055
2017120215;3.370;2.277;5.327;4.109
2017120216;2.527;3.416;0.000;1.027
2017120217;0.842;2.277;0.000;0.000
2017120218;0.000;0.000;0.000;0.000
2017120219;0.000;0.000;0.000;0.000
2017120220;0.000;0.000;0.000;0.000
2017120221;0.000;0.000;0.000;0.000
2017120222;0.000;0.000;0.000;0.000
2017120223;0.000;0.000;0.000;0.000
2017120300;0.000;0.000;0.000;0.000
2017120301;0.000;0.000;0.000;0.000
2017120302;0.000;0.000;0.000;0.000
2017120303;0.000;0.000;0.000;0.000
2017120304;0.000;0.000;0.000;0.000
2017120305;0.000;0.000;0.000;0.000
2017120306;0.000;0.000;0.000;0.000
2017120307;0.000;0.000;0.000;0.000
2017120308;0.000;0.000;1.065;1.027
2017120309;4.212;5.693;0.000;0.000
2017120310;5.054;10.247;0.000;1.027
2017120311;5.054;7.970;1.065;0.000
2017120312;3.370;3.416;3.196;0.000
2017120313;4.212;5.693;2.131;1.027
2017120314;4.212;7.970;0.000;0.000
2017120315;5.897;5.693;2.131;0.000
2017120316;3.370;4.554;0.000;1.027
2017120317;0.842;2.277;0.000;0.000
2017120318;0.000;0.000;0.000;0.000
2017120319;0.000;0.000;0.000;0.000
2017120320;0.000;0.000;0.000;0.000
2017120321;0.842;0.000;0.000;0.000
2017120322;0.000;0.000;0.000;0.000
2017120323;0.000;0.000;0.000;0.000
2017120400;0.000;0.000;0.000;0.000
2017120401;0.000;0.000;0.000;0.000
2017120402;0.000;0.000;0.000;0.000
2017120403;0.000;0.000;0.000;0.000
2017120404;0.000;0.000;0.000;0.000
2017120405;0.842;0.000;0.000;0.000
2017120406;0.000;0.000;0.000;0.000
2017120407;0.000;1.139;0.000;0.000
2017120408;0.000;3.416;0.000;1.027
2017120409;0.000;0.000;0.000;0.000
2017120410;0.842;0.000;0.000;0.000
2017120411;0.842;0.000;0.000;0.000
2017120412;0.000;0.000;0.000;1.027
2017120413;4.212;3.416;0.000;0.000
2017120414;0.842;2.277;1.065;1.027
2017120415;0.842;1.139;0.000;0.000
2017120416;0.000;1.139;0.000;1.027
2017120417;0.000;0.000;0.000;1.027
2017120418;0.000;0.000;0.000;0.000
2017120419;0.000;0.000;0.000;0.000
2017120420;0.000;0.000;0.000;0.000
2017120421;0.000;0.000;0.000;0.000
2017120422;0.000;0.000;0.000;0.000
2017120423;0.000;0.000;1.065;0.000
2017120500;0.000;0.000;0.000;0.000
2017120501;0.000;0.000;0.000;0.000
2017120502;0.000;0.000;0.000;0.000
2017120503;0.000;0.000;0.000;0.000
2017120504;0.000;0.000;0.000;0.000
2017120505;0.842;0.000;0.000;0.000
2017120506;0.000;0.000;0.000;0.000
2017120507;0.000;1.139;0.000;0.000
2017120508;0.842;0.000;0.000;0.000
2017120509;0.000;1.139;1.065;0.000
2017120510;5.054;1.139;0.000;0.000
2017120511;0.842;1.139;0.000;0.000
2017120512;3.370;1.139;1.065;0.000
2017120513;0.842;0.000;0.000;0.000
2017120514;1.685;3.416;1.065;1.027
2017120515;0.000;0.000;0.000;1.027
2017120516;1.685;1.139;2.131;0.000
2017120517;0.000;0.000;1.065;0.000
2017120518;0.000;0.000;2.131;1.027
2017120519;0.842;1.139;1.065;2.055
2017120520;0.000;1.139;0.000;0.000
2017120521;1.685;0.000;0.000;0.000
2017120522;0.000;0.000;0.000;0.000
2017120523;0.000;0.000;0.000;0.000
2017120600;0.000;0.000;0.000;0.000
2017120601;0.000;0.000;0.000;0.000
2017120602;0.000;0.000;0.000;0.000
2017120603;0.000;0.000;0.000;0.000
2017120604;0.000;0.000;0.000;0.000
2017120605;0.842;0.000;0.000;0.000
2017120606;0.842;1.139;0.000;0.000
2017120607;0.000;0.000;0.000;0.000
2017120608;1.685;0.000;0.000;0.000
2017120609;0.000;0.000;0.000;1.027
2017120610;3.370;3.416;0.000;0.000
2017120611;0.000;0.000;0.000;0.000
2017120612;1.685;3.416;0.000;0.000
2017120613;0.842;0.000;0.000;0.000
2017120614;2.527;3.416;0.000;0.000
2017120615;5.054;1.139;0.000;0.000
2017120616;1.685;4.554;1.065;1.027
2017120617;0.000;0.000;1.065;0.000
2017120618;0.000;0.000;2.131;0.000
2017120619;0.000;0.000;2.131;0.000
2017120620;0.842;0.000;0.000;0.000
2017120621;0.000;0.000;0.000;0.000
2017120622;0.000;0.000;0.000;0.000
2017120623;0.000;0.000;0.000;0.000
2017120700;0.000;0.000;0.000;0.000
2017120701;0.000;0.000;0.000;0.000
2017120702;0.000;0.000;0.000;0.000
2017120703;0.000;0.000;0.000;0.000
2017120704;0.000;0.000;0.000;0.000
2017120705;0.842;0.000;0.000;0.000
2017120706;1.685;2.277;0.000;1.027
2017120707;0.000;2.277;0.000;0.000
2017120708;1.685;0.000;2.131;2.055
2017120709;1.685;0.000;0.000;0.000
2017120710;1.685;1.139;2.131;0.000
2017120711;0.842;1.139;0.000;1.027
2017120712;5.897;4.554;1.065;0.000
2017120713;2.527;1.139;1.065;0.000
2017120714;5.054;3.416;5.327;3.082
2017120715;1.685;1.139;0.000;1.027
2017120716;0.000;2.277;1.065;2.055
2017120717;0.000;0.000;1.065;2.055
2017120718;0.842;1.139;1.065;1.027
2017120719;0.000;0.000;0.000;0.000
2017120720;0.000;0.000;0.000;0.000
2017120721;0.000;0.000;0.000;0.000
2017120722;0.000;0.000;0.000;0.000
2017120723;0.000;0.000;0.000;0.000
2017120800;0.000;0.000;0.000;0.000
2017120801;0.000;0.000;0.000;0.000
2017120802;0.000;0.000;0.000;0.000
2017120803;0.000;0.000;0.000;0.000
2017120804;0.000;0.000;0.000;0.000
2017120805;0.000;0.000;0.000;0.000
2017120806;0.000;0.000;0.000;0.000
2017120807;0.000;0.000;0.000;1.027
2017120808;2.527;0.000;0.000;0.000
2017120809;1.685;2.277;0.000;1.027
2017120810;0.000;1.139;0.000;1.027
2017120811;0.000;0.000;0.000;0.000
2017120812;0.842;0.000;0.000;0.000
2017120813;0.000;0.000;0.000;0.000
2017120814;1.685;0.000;0.000;0.000
2017120815;4.212;1.139;0.000;0.000
2017120816;0.000;0.000;0.000;0.000
2017120817;0.000;0.000;0.000;0.000
2017120818;0.000;0.000;1.065;0.000
2017120819;0.842;0.000;0.000;0.000
2017120820;0.000;0.000;0.000;1.027
2017120821;0.000;0.000;0.000;0.000
2017120822;0.000;0.000;0.000;0.000
2017120823;0.000;0.000;0.000;0.000
2017120900;0.000;0.000;0.000;0.000
2017120901;0.000;0.000;0.000;0.000
2017120902;0.000;0.000;0.000;0.000
2017120903;0.000;0.000;0.000;0.000
2017120904;0.000;0.000;0.000;0.000
2017120905;0.000;0.000;0.000;0.000
2017120906;0.000;0.000;0.000;0.000
2017120907;0.842;0.000;0.000;0.000
2017120908;0.842;2.277;0.000;0.000
2017120909;0.842;1.139;0.000;0.000
2017120910;1.685;3.416;0.000;1.027
2017120911;3.370;4.554;0.000;0.000
2017120912;0.000;1.139;1.065;0.000
2017120913;12.636;6.832;4.261;0.000
2017120914;0.842;4.554;0.000;1.027
2017120915;4.212;5.693;1.065;1.027
2017120916;1.685;3.416;0.000;1.027
2017120917;0.000;0.000;0.000;0.000
2017120918;0.000;0.000;0.000;0.000
2017120919;0.000;0.000;0.000;0.000
2017120920;0.000;0.000;0.000;0.000
2017120921;0.000;0.000;0.000;0.000
2017120922;0.000;0.000;0.000;0.000
2017120923;0.000;0.000;0.000;0.000
2017121000;0.000;0.000;0.000;0.000
2017121001;8.424;0.000;0.000;0.000
2017121002;0.000;0.000;0.000;0.000
2017121003;0.000;0.000;0.000;0.000
2017121004;0.000;0.000;0.000;0.000
2017121005;0.000;0.000;0.000;0.000
2017121006;0.000;0.000;0.000;0.000
2017121007;0.842;0.000;0.000;0.000
2017121008;1.685;0.000;0.000;0.000
2017121009;1.685;1.139;0.000;0.000
2017121010;5.897;1.139;0.000;0.000
2017121011;5.054;6.832;0.000;0.000
2017121012;3.370;9.109;0.000;2.055
2017121013;2.527;3.416;0.000;0.000
2017121014;5.054;1.139;0.000;0.000
2017121015;3.370;1.139;0.000;0.000
2017121016;0.000;1.139;0.000;0.000
2017121017;0.000;0.000;0.000;0.000
2017121018;0.000;0.000;0.000;0.000
2017121019;0.000;0.000;0.000;0.000
2017121020;0.000;0.000;0.000;0.000
2017121021;0.000;0.000;0.000;0.000
2017121022;0.000;0.000;0.000;0.000
2017121023;0.000;0.000;0.000;0.000
2017121100;0.000;0.000;0.000;0.000
2017121101;0.000;0.000;0.000;0.000
2017121102;0.000;0.000;0.000;0.000
2017121103;0.000;0.000;0.000;0.000
2017121104;0.000;0.000;0.000;0.000
2017121105;0.000;0.000;0.000;0.000
2017121106;0.000;0.000;0.000;0.000
2017121107;0.000;1.139;1.065;0.000
2017121108;0.842;0.000;0.000;0.000
2017121109;0.000;1.139;0.000;1.027
2017121110;0.842;0.000;0.000;0.000
2017121111;0.842;0.000;0.000;0.000
2017121112;0.842;1.139;0.000;0.000
2017121113;0.842;0.000;0.000;0.000
2017121114;2.527;0.000;0.000;0.000
2017121115;0.000;1.139;1.065;0.000
2017121116;0.000;0.000;0.000;0.000
2017121117;1.685;0.000;0.000;1.027
2017121118;0.000;0.000;1.065;1.027
2017121119;0.000;0.000;0.000;0.000
2017121120;0.000;0.000;0.000;0.000
2017121121;0.000;0.000;0.000;0.000
2017121122;0.000;0.000;0.000;0.000
2017121123;0.000;0.000;1.065;0.000
2017121200;0.000;0.000;0.000;0.000
2017121201;0.000;0.000;0.000;0.000
2017121202;0.000;0.000;0.000;0.000
2017121203;0.000;0.000;0.000;0.000
2017121204;0.000;0.000;0.000;0.000
2017121205;0.000;0.000;0.000;0.000
2017121206;0.000;0.000;0.000;0.000
2017121207;0.000;1.139;0.000;1.027
2017121208;0.000;0.000;0.000;1.027
2017121209;0.000;0.000;0.000;1.027
2017121210;0.842;3.416;0.000;0.000
2017121211;7.582;14.802;1.065;1.027
2017121212;3.370;3.416;0.000;0.000
2017121213;0.000;1.139;0.000;0.000
2017121214;1.685;1.139;0.000;0.000
2017121215;1.685;4.554;0.000;0.000
2017121216;2.527;3.416;1.065;1.027
2017121217;0.000;0.000;0.000;1.027
2017121218;0.000;0.000;1.065;0.000
2017121219;0.000;0.000;0.000;2.055
2017121220;0.842;0.000;0.000;0.000
2017121221;0.000;1.139;0.000;0.000
2017121222;0.842;0.000;0.000;0.000
2017121223;0.000;0.000;0.000;0.000
2017121300;0.000;0.000;0.000;0.000
2017121301;0.000;0.000;0.000;0.000
2017121302;0.000;0.000;0.000;0.000
2017121303;0.000;0.000;0.000;0.000
2017121304;0.000;0.000;0.000;0.000
2017121305;0.000;0.000;0.000;0.000
2017121306;0.000;0.000;0.000;0.000
2017121307;0.842;1.139;0.000;1.027
2017121308;0.000;0.000;0.000;0.000
2017121309;4.212;0.000;0.000;1.027
2017121310;2.527;3.416;1.065;0.000
2017121311;2.527;1.139;2.131;1.027
2017121312;5.054;2.277;0.000;0.000
2017121313;3.370;1.139;1.065;0.000
2017121314;0.842;2.277;3.196;1.027
2017121315;3.370;0.000;0.000;1.027
2017121316;0.000;0.000;1.065;0.000
2017121317;0.842;0.000;2.131;0.000
2017121318;0.000;0.000;0.000;0.000
2017121319;1.685;0.000;1.065;1.027
2017121320;0.000;0.000;0.000;0.000
2017121321;0.000;0.000;0.000;0.000
2017121322;0.000;0.000;0.000;0.000
2017121323;0.000;0.000;0.000;0.000
2017121400;0.000;0.000;0.000;0.000
2017121401;0.000;0.000;0.000;0.000
2017121402;0.000;0.000;0.000;0.000
2017121403;0.000;0.000;0.000;0.000
2017121404;0.000;0.000;0.000;0.000
2017121405;0.842;0.000;0.000;0.000
2017121406;0.000;0.000;0.000;1.027
2017121407;0.000;1.139;2.131;0.000
2017121408;3.370;0.000;2.131;0.000
2017121409;0.000;9.109;0.000;3.082
2017121410;4.212;9.109;1.065;1.027
2017121411;4.212;2.277;2.131;0.000
2017121412;1.685;1.139;0.000;1.027
2017121413;0.842;1.139;1.065;0.000
2017121414;0.000;7.970;1.065;0.000
2017121415;0.000;0.000;0.000;0.000
2017121416;0.000;1.139;1.065;0.000
2017121417;0.000;0.000;0.000;1.027
2017121418;0.000;0.000;0.000;0.000
2017121419;0.000;0.000;0.000;0.000
2017121420;0.000;0.000;0.000;0.000
2017121421;0.000;0.000;0.000;0.000
2017121422;0.000;0.000;0.000;0.000
2017121423;0.000;0.000;0.000;0.000
2017121500;0.000;0.000;0.000;0.000
2017121501;0.000;0.000;0.000;0.000
2017121502;0.000;0.000;0.000;0.000
2017121503;0.000;0.000;0.000;0.000
2017121504;0.000;0.000;0.000;0.000
2017121505;0.842;0.000;0.000;0.000
2017121506;0.000;0.000;0.000;0.000
2017121507;0.000;0.000;0.000;0.000
2017121508;1.685;0.000;0.000;0.000
2017121509;1.685;0.000;0.000;0.000
2017121510;5.054;7.970;1.065;0.000
2017121511;2.527;5.693;1.065;1.027
2017121512;0.000;3.416;0.000;0.000
2017121513;0.842;0.000;0.000;0.000
2017121514;0.842;5.693;0.000;0.000
2017121515;0.000;1.139;1.065;0.000
2017121516;0.000;0.000;1.065;0.000
2017121517;0.000;0.000;2.131;0.000
2017121518;0.000;0.000;0.000;0.000
2017121519;0.000;0.000;0.000;0.000
2017121520;0.000;0.000;0.000;0.000
2017121521;0.000;0.000;0.000;0.000
2017121522;0.000;0.000;0.000;0.000
2017121523;0.000;0.000;0.000;0.000
2017121600;0.000;0.000;0.000;0.000
2017121601;0.000;0.000;0.000;0.000
2017121602;0.000;0.000;0.000;0.000
2017121603;0.000;0.000;0.000;0.000
2017121604;0.000;0.000;0.000;0.000
2017121605;0.000;0.000;0.000;0.000
2017121606;0.000;0.000;0.000;0.000
2017121607;0.000;0.000;0.000;0.000
2017121608;1.685;1.139;0.000;0.000
2017121609;1.685;1.139;0.000;0.000
2017121610;0.842;0.000;0.000;0.000
2017121611;0.000;2.277;0.000;0.000
2017121612;0.842;1.139;0.000;1.027
2017121613;0.842;0.000;2.131;1.027
2017121614;0.000;1.139;0.000;2.055
2017121615;0.842;5.693;0.000;1.027
2017121616;1.685;0.000;0.000;0.000
2017121617;0.000;0.000;0.000;0.000
2017121618;0.000;0.000;0.000;0.000
2017121619;0.000;0.000;0.000;0.000
2017121620;0.000;0.000;0.000;0.000
2017121621;0.000;0.000;0.000;0.000
2017121622;0.842;0.000;0.000;0.000
2017121623;0.000;1.139;0.000;0.000
2017121700;0.000;0.000;0.000;0.000
2017121701;0.000;0.000;0.000;0.000
2017121702;0.000;0.000;0.000;0.000
2017121703;0.000;0.000;0.000;0.000
2017121704;0.000;0.000;0.000;0.000
2017121705;0.000;0.000;0.000;0.000
2017121706;0.000;0.000;0.000;0.000
2017121707;0.000;0.000;0.000;0.000
2017121708;1.685;1.139;0.000;0.000
2017121709;3.370;0.000;0.000;0.000
2017121710;3.370;2.277;0.000;0.000
2017121711;0.000;6.832;3.196;0.000
2017121712;3.370;2.277;2.131;0.000
2017121713;6.739;9.109;1.065;0.000
2017121714;2.527;4.554;1.065;1.027
2017121715;6.739;7.970;0.000;3.082
2017121716;4.212;3.416;0.000;0.000
2017121717;1.685;0.000;0.000;0.000
2017121718;0.000;0.000;0.000;0.000
2017121719;0.000;0.000;0.000;0.000
2017121720;0.000;0.000;0.000;0.000
2017121721;0.000;0.000;0.000;0.000
2017121722;0.000;0.000;0.000;0.000
2017121723;0.000;0.000;0.000;0.000
2017121800;0.000;0.000;0.000;0.000
2017121801;0.000;0.000;0.000;0.000
2017121802;0.000;0.000;0.000;0.000
2017121803;0.000;0.000;0.000;0.000
2017121804;0.000;0.000;1.065;1.027
2017121805;0.842;0.000;0.000;0.000
2017121806;0.000;0.000;0.000;0.000
2017121807;0.000;0.000;0.000;0.000
2017121808;1.685;2.277;0.000;0.000
2017121809;0.842;0.000;0.000;0.000
2017121810;0.000;2.277;0.000;1.027
2017121811;1.685;3.416;0.000;0.000
2017121812;0.000;0.000;0.000;0.000
2017121813;0.842;0.000;0.000;0.000
2017121814;2.527;2.277;0.000;0.000
2017121815;0.000;1.139;0.000;0.000
2017121816;0.842;0.000;0.000;0.000
2017121817;1.685;1.139;0.000;0.000
2017121818;0.000;0.000;0.000;0.000
2017121819;0.000;0.000;0.000;0.000
2017121820;0.000;0.000;0.000;0.000
2017121821;0.000;0.000;0.000;0.000
2017121822;0.000;0.000;0.000;0.000
2017121823;0.000;0.000;0.000;0.000
2017121900;0.000;0.000;0.000;0.000
2017121901;0.000;0.000;0.000;0.000
2017121902;0.000;0.000;0.000;0.000
2017121903;0.000;0.000;0.000;0.000
2017121904;0.000;0.000;0.000;0.000
2017121905;0.842;0.000;0.000;0.000
2017121906;0.000;0.000;0.000;0.000
2017121907;0.000;0.000;0.000;0.000
2017121908;1.685;1.139;0.000;0.000
2017121909;0.000;1.139;0.000;0.000
2017121910;0.842;0.000;0.000;0.000
2017121911;0.842;2.277;0.000;0.000
2017121912;2.527;4.554;0.000;0.000
2017121913;0.000;1.139;0.000;0.000
2017121914;0.000;0.000;0.000;0.000
2017121915;1.685;0.000;0.000;0.000
2017121916;1.685;0.000;0.000;0.000
2017121917;0.000;0.000;0.000;0.000
2017121918;0.842;1.139;0.000;0.000
