stn;time;tre200nx;tre200jx;rre150n0;rre150j0;sremaxdv
WAE;20210527;12.4;13.4;0.0;2.9;17
WAE;20210528;18.3;20.4;0.0;0.0;98
WAE;20210529;17.4;19.1;0.0;0.0;43
WAE;20210530;16.4;20.7;0.0;0.0;98
WAE;20210531;19.3;21.7;0.0;0.0;98
WAE;20210601;20.8;24.4;0.0;0.0;98
WAE;20210602;18.4;25.1;0.0;0.0;50
WAE;20210603;24.1;25.5;0.0;0.0;53
WAE;20210604;23.2;24.0;7.2;0.0;31
WAE;20210605;15.3;18.0;1.9;7.4;12
WAE;20210606;15.9;17.8;7.2;0.8;0
WAE;20210607;15.3;21.1;4.2;4.6;13
WAE;20210608;17.5;21.8;7.7;0.1;17
WAE;20210609;18.3;23.6;0.0;0.0;24
WAE;20210610;23.2;25.4;0.0;0.0;94
WAE;20210611;23.5;25.9;0.0;0.0;97
WAE;20210612;24.9;27.5;0.0;0.0;81
WAE;20210613;23.1;25.0;0.1;0.0;81
WAE;20210614;25.0;27.0;0.0;0.0;99
WAE;20210615;27.1;28.9;0.0;0.0;96
WAE;20210616;27.7;30.0;0.0;0.0;83
WAE;20210617;28.3;30.5;0.0;0.0;94
WAE;20210618;27.0;31.2;62.6;0.0;75
WAE;20210619;27.6;30.0;0.0;0.0;65
WAE;20210620;20.5;27.2;0.0;0.1;18
WAE;20210621;17.5;26.0;2.2;21.4;56
WAE;20210622;19.0;19.9;2.4;2.4;2
WAE;20210623;20.1;23.9;0.3;0.0;38
WAE;20210624;15.0;21.6;7.1;5.0;27
WAE;20210625;18.5;19.7;0.0;0.5;8
WAE;20210626;23.2;24.3;0.0;0.0;91
WAE;20210627;24.5;27.4;1.7;0.0;63
WAE;20210628;18.3;27.4;22.0;0.2;61
WAE;20210629;15.9;22.5;26.8;7.1;32
WAE;20210630;15.8;20.6;5.7;1.3;27
WAE;20210701;16.4;17.9;0.2;9.9;5
WAE;20210702;21.3;23.3;0.0;0.0;57
WAE;20210703;17.8;23.7;3.5;3.1;30
WAE;20210704;15.6;20.8;0.0;7.6;1
WAE;20210705;21.6;22.2;0.0;0.0;20
WAE;20210706;17.1;24.4;6.5;11.5;41
WAE;20210707;17.7;18.0;9.5;4.6;0
WAE;20210708;14.3;19.0;21.9;25.1;3
WAE;20210709;20.0;22.1;0.0;0.0;52
WAE;20210710;23.4;25.2;26.3;0.0;87
WAE;20210711;21.7;23.2;0.0;0.0;63
WAE;20210712;24.2;25.8;17.9;0.0;48
WAE;20210713;13.1;14.4;9.0;37.6;0
WAE;20210714;15.5;19.1;24.2;9.9;6
WAE;20210715;16.4;18.3;11.2;10.3;0
WAE;20210716;18.9;21.1;4.8;3.8;25
WAE;20210717;19.8;22.5;7.9;5.7;12
WAE;20210718;21.4;23.4;0.0;0.0;41
WAE;20210719;24.1;26.8;0.0;0.0;85
WAE;20210720;24.2;26.1;0.0;0.0;93
WAE;20210721;25.1;27.1;0.0;0.0;94
WAE;20210722;25.2;28.0;0.0;0.0;93
WAE;20210723;26.0;28.7;0.0;0.0;89
WAE;20210724;18.5;26.4;3.0;31.4;22
WAE;20210725;18.7;20.8;3.9;10.6;6
WAE;20210726;18.2;23.4;0.0;1.2;23
WAE;20210727;19.6;24.6;1.4;0.0;38
WAE;20210728;19.2;20.6;0.0;6.2;12
WAE;20210729;23.2;24.5;0.0;0.0;65
WAE;20210730;19.0;26.0;5.8;8.0;48
WAE;20210731;20.2;21.1;52.9;0.2;5
WAE;20210801;15.1;17.3;0.0;4.6;0
WAE;20210802;19.4;20.9;0.0;0.0;36
WAE;20210803;14.9;21.0;3.3;9.0;21
WAE;20210804;15.2;15.9;3.4;0.8;0
WAE;20210805;17.0;19.5;0.0;4.7;23
WAE;20210806;20.4;23.0;0.0;0.0;44
WAE;20210807;15.5;20.3;0.1;13.2;6
WAE;20210808;17.0;18.2;0.0;4.3;4
WAE;20210809;20.0;22.4;0.0;0.0;54
WAE;20210810;23.8;27.4;0.0;0.0;88
WAE;20210811;25.1;27.7;0.0;0.0;92
WAE;20210812;26.2;30.0;0.0;0.0;91
WAE;20210813;25.9;29.3;0.0;0.0;68
WAE;20210814;27.4;30.2;0.0;0.0;88
WAE;20210815;26.2;29.3;17.4;0.0;61
WAE;20210816;17.3;19.1;3.5;32.5;6
WAE;20210817;17.7;19.7;0.2;0.0;27
WAE;20210818;19.6;21.4;0.0;0.0;40
WAE;20210819;19.9;21.4;0.0;0.0;5
WAE;20210820;21.8;24.5;0.0;0.0;90
WAE;20210821;23.9;27.1;2.2;0.0;90
WAE;20210822;16.4;23.0;1.7;18.0;6
WAE;20210823;19.6;21.5;0.0;0.0;48
WAE;20210824;17.4;18.0;0.0;0.0;2
WAE;20210825;16.4;18.5;0.0;0.0;0
WAE;20210826;16.6;21.5;0.0;0.0;32
WAE;20210827;16.7;19.6;3.8;0.0;48
WAE;20210828;12.7;17.4;7.0;7.4;10
WAE;20210829;14.4;16.8;0.8;0.5;0
WAE;20210830;14.5;17.1;5.3;6.5;4
WAE;20210831;16.3;19.4;0.0;0.0;13
WAE;20210901;17.0;21.7;0.0;0.0;95
WAE;20210902;19.1;22.6;0.0;0.0;91
WAE;20210903;19.5;24.0;0.0;0.0;89
WAE;20210904;19.9;24.9;0.0;0.0;96
WAE;20210905;22.5;25.5;0.0;0.0;97
WAE;20210906;21.6;24.9;0.0;0.0;96
WAE;20210907;20.1;24.3;0.0;0.0;86
WAE;20210908;23.1;25.8;6.1;0.0;94
WAE;20210909;18.6;23.5;0.0;0.0;40
WAE;20210910;16.8;21.8;1.5;1.8;7
WAE;20210911;18.4;22.5;0.0;0.1;65
WAE;20210912;18.0;21.8;0.0;0.0;31
WAE;20210913;20.4;24.5;0.0;0.0;89
WAE;20210914;21.7;25.6;0.0;0.0;56
WAE;20210915;18.9;22.2;0.1;2.0;6
WAE;20210916;17.2;20.8;1.4;5.0;9
WAE;20210917;16.6;20.2;0.0;0.0;42
WAE;20210918;17.4;21.3;0.0;0.0;74
WAE;20210919;11.6;13.4;2.6;10.8;0
WAE;20210920;14.2;15.4;0.0;0.0;2
WAE;20210921;15.6;18.5;0.0;0.0;71
WAE;20210922;14.2;17.0;0.0;0.0;19
WAE;20210923;15.8;18.7;0.0;0.0;52
WAE;20210924;16.8;21.4;0.0;0.0;95
WAE;20210925;19.5;22.6;0.0;0.0;68
WAE;20210926;16.9;20.0;0.0;0.0;12
WAE;20210927;17.6;21.2;0.3;0.0;56
WAE;20210928;15.3;16.4;2.5;0.0;0
WAE;20210929;12.8;19.2;2.1;0.9;42
WAE;20210930;11.2;16.2;0.0;0.0;84
WAE;20211001;14.2;19.4;0.4;0.0;84
WAE;20211002;17.8;21.5;0.0;0.0;73
WAE;20211003;16.9;24.3;0.4;0.0;18
WAE;20211004;12.9;13.1;3.5;1.4;0
WAE;20211005;13.1;13.9;1.1;3.7;4
WAE;20211006;10.3;13.7;3.3;0.7;32
WAE;20211007;11.3;13.7;0.0;0.0;12
WAE;20211008;13.3;14.5;0.0;0.0;13
WAE;20211009;9.9;12.1;0.0;0.0;2
WAE;20211010;7.4;11.3;0.0;0.0;33
WAE;20211011;9.1;12.1;0.0;0.0;80
WAE;20211012;9.2;11.4;10.1;0.4;0
WAE;20211013;6.0;11.1;0.0;0.0;41
WAE;20211014;7.6;12.4;0.0;0.0;95
WAE;20211015;10.1;14.9;0.0;0.0;88
WAE;20211016;8.8;13.2;0.0;0.0;64
WAE;20211017;9.1;13.5;0.0;0.0;80
WAE;20211018;10.4;15.9;0.0;0.0;94
WAE;20211019;13.0;15.9;0.0;0.0;2
WAE;20211020;15.4;18.4;8.7;0.0;59
WAE;20211021;12.3;15.9;0.0;0.0;64
WAE;20211022;8.0;10.8;0.0;2.3;0
WAE;20211023;6.4;12.1;0.0;0.0;83
WAE;20211024;8.3;12.4;0.0;0.0;97
WAE;20211025;8.6;13.8;0.1;0.0;41
WAE;20211026;10.3;12.9;0.0;0.1;13
WAE;20211027;7.1;11.5;0.0;0.0;64
WAE;20211028;7.9;12.4;0.0;0.0;93
WAE;20211029;7.6;10.6;0.0;0.0;31
WAE;20211030;11.4;10.4;0.0;0.0;1
WAE;20211031;12.7;16.9;0.0;0.0;90
WAE;20211101;8.5;9.9;0.3;7.4;0
WAE;20211102;5.6;10.5;0.0;3.8;34
WAE;20211103;6.9;8.6;1.2;2.0;12
WAE;20211104;5.4;8.1;0.0;3.4;3
WAE;20211105;4.9;8.6;0.0;0.0;31
WAE;20211106;3.1;7.7;0.0;0.0;89
WAE;20211107;7.5;8.2;2.5;0.0;90
WAE;20211108;7.3;8.4;0.0;0.0;0
WAE;20211109;4.7;7.7;0.0;0.0;69
WAE;20211110;5.2;6.7;0.0;0.0;0
WAE;20211111;6.3;7.6;0.0;0.0;34
WAE;20211112;5.3;5.9;0.0;0.0;0
WAE;20211113;7.6;7.6;3.2;2.3;0
WAE;20211114;7.7;8.9;0.0;1.6;0
WAE;20211115;6.5;7.3;0.0;0.0;0
WAE;20211116;5.5;6.0;0.0;0.0;0
WAE;20211117;4.8;5.0;0.0;0.1;0
WAE;20211118;6.5;7.7;0.0;0.0;44
WAE;20211119;4.4;4.9;0.0;0.0;0
WAE;20211120;3.3;3.9;0.0;0.0;0
WAE;20211121;5.2;5.0;0.3;0.0;56
WAE;20211122;5.6;5.4;0.0;0.6;0
WAE;20211123;4.3;4.8;0.0;0.0;0
WAE;20211124;3.7;4.0;0.0;0.0;0
WAE;20211125;3.2;3.3;1.1;0.0;0
WAE;20211126;1.8;2.3;0.3;0.7;0
WAE;20211127;2.4;3.9;0.1;0.6;5
WAE;20211128;1.2;3.2;4.3;1.5;0
WAE;20211129;0.2;0.9;0.9;0.9;9
WAE;20211130;3.8;1.7;2.6;2.4;0
WAE;20211201;6.7;6.4;1.1;3.5;23
WAE;20211202;1.0;5.2;0.1;7.4;0
WAE;20211203;0.9;1.9;8.9;0.0;77
WAE;20211204;7.6;7.3;5.6;8.7;0
WAE;20211205;2.5;4.9;0.0;0.0;9
WAE;20211206;1.9;3.0;2.8;0.0;1
WAE;20211207;2.6;4.3;1.2;0.0;81
WAE;20211208;1.5;1.8;12.7;21.3;0
WAE;20211209;1.4;2.9;0.0;0.4;11
WAE;20211210;3.3;3.0;0.0;10.7;0
WAE;20211211;2.6;3.3;0.1;0.6;0
WAE;20211212;2.8;2.9;0.0;0.0;32
WAE;20211213;1.7;5.0;0.0;0.0;81
WAE;20211214;2.3;3.1;0.0;0.0;8
WAE;20211215;1.4;1.5;0.0;0.0;0
WAE;20211216;2.1;2.3;0.0;0.0;0
WAE;20211217;1.4;2.1;0.0;0.0;2
WAE;20211218;1.1;2.8;0.0;0.0;77
WAE;20211219;-1.0;0.0;0.0;0.0;0
WAE;20211220;-0.4;0.7;0.0;0.0;31
WAE;20211221;-1.0;-0.7;0.0;0.0;0
WAE;20211222;-2.2;-2.2;0.0;0.0;0
WAE;20211223;4.4;5.2;0.0;0.0;54
WAE;20211224;5.6;6.3;1.3;0.9;0
WAE;20211225;5.6;6.0;8.4;8.4;0
WAE;20211226;5.5;7.1;0.1;3.8;5
WAE;20211227;5.8;6.2;1.3;1.5;21
WAE;20211228;9.4;11.7;0.9;2.5;0
WAE;20211229;11.3;8.7;7.8;11.2;0
WAE;20211230;10.7;11.6;0.0;0.1;1
WAE;20211231;7.5;12.1;0.0;0.0;99
WAE;20220101;5.6;8.8;0.0;0.0;98
WAE;20220102;13.1;12.0;0.0;0.0;30
WAE;20220103;10.1;12.1;0.6;0.0;4
WAE;20220104;11.7;14.5;18.2;0.1;12
WAE;20220105;0.6;3.3;0.0;2.9;14
WAE;20220106;0.6;1.1;0.0;0.4;0
WAE;20220107;2.1;1.7;1.4;0.4;22
WAE;20220108;5.0;3.7;3.6;0.1;1
WAE;20220109;1.5;3.6;6.1;3.4;22
WAE;20220110;1.7;2.5;0.0;0.7;2
WAE;20220111;0.8;3.0;0.0;0.0;49
WAE;20220112;-2.2;0.0;0.0;0.0;76
WAE;20220113;-2.3;-0.5;0.0;0.0;62
WAE;20220114;0.2;2.3;0.0;0.0;100
WAE;20220115;-1.8;0.3;0.0;0.0;4
WAE;20220116;1.7;1.9;0.0;0.0;75
WAE;20220117;3.8;5.3;0.0;0.0;75
WAE;20220118;1.0;4.7;0.0;0.0;68
WAE;20220119;2.7;3.3;0.1;0.0;67
WAE;20220120;2.3;2.7;0.1;0.0;0
WAE;20220121;-0.7;2.9;0.0;0.0;57
WAE;20220122;0.0;2.5;0.0;0.0;16
WAE;20220123;0.4;4.0;0.0;0.0;100
WAE;20220124;0.6;0.9;0.0;0.0;23
WAE;20220125;-0.3;2.0;0.0;0.0;48
WAE;20220126;0.6;4.2;0.0;0.0;69
WAE;20220127;1.9;3.4;3.7;0.0;75
WAE;20220128;2.8;5.0;0.0;0.0;65
WAE;20220129;6.5;8.0;0.2;0.0;63
WAE;20220130;4.9;8.2;0.0;0.1;9
WAE;20220131;2.7;5.4;2.1;8.0;0
WAE;20220201;5.0;2.6;12.3;2.8;0
WAE;20220202;7.0;6.6;0.0;6.6;0
WAE;20220203;6.2;8.3;0.0;0.0;23
WAE;20220204;7.0;7.4;3.6;0.0;79
WAE;20220205;3.4;6.4;0.0;0.0;85
WAE;20220206;8.3;6.8;7.1;0.1;26
WAE;20220207;2.2;6.1;0.0;0.0;54
WAE;20220208;4.2;8.0;0.0;0.0;92
WAE;20220209;5.6;10.4;0.0;0.0;100
WAE;20220210;8.4;13.1;11.0;0.0;100
WAE;20220211;1.6;5.5;0.0;8.9;55
WAE;20220212;1.3;3.7;0.0;0.0;91
WAE;20220213;3.2;8.7;0.0;0.0;100
WAE;20220214;6.5;9.9;4.5;0.0;19
WAE;20220215;4.5;7.6;0.0;1.9;11
WAE;20220216;12.5;4.5;2.0;3.7;0
WAE;20220217;10.5;14.4;0.0;0.1;3
WAE;20220218;15.5;15.0;21.4;0.0;12
WAE;20220219;5.7;6.7;0.0;1.3;4
WAE;20220220;10.8;11.3;0.2;0.0;41
WAE;20220221;4.5;8.4;10.4;6.9;3
WAE;20220222;7.6;8.8;1.1;1.0;19
WAE;20220223;7.3;11.3;0.0;0.4;66
WAE;20220224;10.0;11.5;2.6;0.0;44
WAE;20220225;4.6;6.7;3.1;0.0;29
WAE;20220226;3.0;6.7;0.0;0.0;80
WAE;20220227;3.7;6.4;0.0;0.0;100
WAE;20220228;4.3;7.6;0.0;0.0;99
WAE;20220301;4.0;7.6;0.0;0.0;94
WAE;20220302;7.1;9.2;0.0;0.0;58
WAE;20220303;7.0;11.7;0.0;0.0;97
WAE;20220304;4.1;8.7;0.0;0.0;98
WAE;20220305;3.0;6.8;0.0;0.0;98
WAE;20220306;2.6;5.2;0.0;0.0;90
WAE;20220307;2.2;4.9;0.0;0.0;96
WAE;20220308;2.2;6.0;0.0;0.0;93
WAE;20220309;6.5;11.3;0.0;0.0;96
WAE;20220310;7.3;12.7;0.0;0.0;98
WAE;20220311;10.6;13.6;0.0;0.0;66
WAE;20220312;9.8;13.0;0.0;0.0;61
WAE;20220313;12.8;16.7;0.0;0.0;94
WAE;20220314;11.0;14.0;0.0;0.0;87
WAE;20220315;9.5;10.2;0.0;0.0;0
WAE;20220316;11.7;14.6;0.0;0.0;7
WAE;20220317;10.9;14.8;0.5;0.0;8
WAE;20220318;9.7;10.5;0.0;0.0;0
WAE;20220319;8.1;12.0;0.0;0.0;51
WAE;20220320;11.1;15.4;0.0;0.0;91
WAE;20220321;10.5;15.2;0.0;0.0;78
WAE;20220322;11.7;15.8;0.0;0.0;97
WAE;20220323;13.0;17.5;0.0;0.0;97
WAE;20220324;13.3;18.0;0.0;0.0;97
WAE;20220325;14.4;18.1;0.0;0.0;95
WAE;20220326;13.7;18.6;0.0;0.0;94
WAE;20220327;15.3;19.0;0.0;0.0;96
WAE;20220328;13.8;19.0;0.0;0.0;91
WAE;20220329;15.8;17.8;0.0;0.0;13
WAE;20220330;9.6;11.6;1.1;0.0;2
WAE;20220331;6.2;9.7;9.9;4.9;1
WAE;20220401;0.7;2.3;5.5;14.2;0
WAE;20220402;0.0;0.9;0.1;2.8;0
WAE;20220403;1.5;2.6;0.0;0.0;4
WAE;20220404;6.0;7.1;0.0;0.0;77
WAE;20220405;7.8;8.3;0.0;0.0;0
WAE;20220406;11.9;16.8;0.8;0.1;40
WAE;20220407;13.4;14.5;3.1;1.4;14
WAE;20220408;14.5;15.6;4.6;0.7;4
WAE;20220409;4.0;7.4;1.5;2.8;30
WAE;20220410;7.2;10.4;0.0;0.0;65
WAE;20220411;12.2;16.0;0.0;0.0;84
WAE;20220412;17.2;19.5;0.0;0.0;70
WAE;20220413;18.3;22.3;0.0;0.0;89
WAE;20220414;19.5;22.4;0.0;0.0;85
WAE;20220415;17.0;19.8;0.0;0.0;53
WAE;20220416;10.4;14.9;0.0;0.0;35
WAE;20220417;11.3;15.4;0.0;0.0;97
WAE;20220418;14.8;16.6;0.0;0.0;99
WAE;20220419;14.8;18.0;0.0;0.0;88
WAE;20220420;12.4;16.1;0.0;0.0;89
WAE;20220421;13.6;17.5;0.0;0.0;95
WAE;20220422;14.8;17.0;0.0;0.0;80
WAE;20220423;12.2;14.3;0.4;0.0;11
WAE;20220424;8.9;12.1;26.3;6.3;0
WAE;20220425;10.4;13.2;0.5;1.4;3
WAE;20220426;11.6;12.9;0.0;9.6;26
WAE;20220427;13.3;16.3;0.0;0.0;85
WAE;20220428;15.8;18.6;0.0;0.0;99
WAE;20220429;15.9;19.2;1.3;0.0;69
WAE;20220430;9.5;15.6;0.1;4.6;15
WAE;20220501;13.9;16.0;0.0;0.0;59
WAE;20220502;15.3;18.8;0.0;0.0;84
WAE;20220503;14.5;18.6;0.0;0.0;12
WAE;20220504;13.6;19.1;0.0;0.0;50
WAE;20220505;10.7;13.7;8.2;10.9;0
WAE;20220506;12.9;13.6;1.2;2.1;0
WAE;20220507;13.8;17.4;0.1;0.9;10
WAE;20220508;16.2;19.7;0.0;0.0;20
WAE;20220509;18.8;20.8;0.0;0.0;56
WAE;20220510;21.4;24.0;0.0;0.0;76
WAE;20220511;23.8;26.8;0.0;0.0;94
WAE;20220512;21.4;26.4;0.3;0.0;58
WAE;20220513;17.9;20.1;0.0;0.0;7
WAE;20220514;21.8;23.8;0.0;0.0;80
WAE;20220515;24.0;26.2;1.2;0.0;91
WAE;20220516;21.6;24.6;0.0;0.0;44
WAE;20220517;21.8;25.1;0.0;0.0;96
WAE;20220518;24.3;27.4;0.0;0.0;96
WAE;20220519;22.9;27.9;0.0;0.1;55
WAE;20220520;26.5;30.6;3.3;0.0;86
WAE;20220521;21.6;23.5;0.0;0.0;45
WAE;20220522;22.3;23.7;0.1;0.0;24
WAE;20220523;17.2;26.0;16.1;11.1;29
WAE;20220524;14.6;15.3;1.2;5.0;0
WAE;20220525;19.2;20.3;0.0;0.0;44
WAE;20220526;19.4;21.4;0.0;0.0;53
WAE;20220527;19.1;22.0;0.2;0.0;82
WAE;20220528;16.2;19.0;0.0;1.3;47
WAE;20220529;12.9;16.1;0.0;0.0;28
WAE;20220530;17.5;18.8;0.0;0.0;89
WAE;20220531;14.2;20.5;0.0;3.5;13
WAE;20220601;15.4;19.2;2.1;1.8;14
WAE;20220602;21.5;22.6;0.0;0.0;43
WAE;20220603;18.7;24.6;0.8;5.5;46
WAE;20220604;24.9;27.5;0.0;0.0;75
WAE;20220605;16.5;23.6;0.2;16.5;27
WAE;20220606;19.9;23.5;19.9;0.0;32
WAE;20220607;17.9;18.2;6.2;11.3;16
WAE;20220608;16.0;20.8;4.8;1.0;46
WAE;20220609;14.0;17.9;0.4;1.9;19
WAE;20220610;20.8;22.5;0.0;0.0;98
WAE;20220611;23.5;25.4;0.0;0.0;98
WAE;20220612;26.8;28.9;2.7;0.0;90
WAE;20220613;21.8;24.2;0.0;2.5;37
WAE;20220614;23.6;25.9;0.0;0.0;92
WAE;20220615;28.0;29.8;0.7;0.0;71
WAE;20220616;28.1;29.5;0.0;0.0;55
WAE;20220617;25.8;28.8;0.0;0.0;86
WAE;20220618;28.9;32.2;0.0;0.0;93
WAE;20220619;32.7;34.3;0.0;0.0;84
WAE;20220620;26.6;31.5;0.0;0.0;78
WAE;20220621;26.2;29.1;2.1;0.0;58
WAE;20220622;18.9;23.9;5.5;32.8;20
WAE;20220623;25.3;28.7;0.1;0.0;72
WAE;20220624;16.1;21.0;0.0;13.8;10
WAE;20220625;24.1;25.5;1.6;0.0;92
WAE;20220626;27.0;28.6;0.0;0.0;86
WAE;20220627;16.8;22.0;2.8;2.1;21
WAE;20220628;19.9;19.9;0.0;0.0;5
WAE;20220629;24.3;26.4;0.0;0.0;70
WAE;20220630;24.1;26.8;38.3;0.0;51
WAE;20220701;17.9;18.3;0.0;2.0;6
WAE;20220702;24.5;25.6;0.0;0.0;98
WAE;20220703;27.8;29.2;2.8;0.0;93
WAE;20220704;19.5;24.9;11.9;3.3;27
WAE;20220705;24.2;25.5;0.0;0.0;65
WAE;20220706;22.3;25.2;0.0;0.0;87
WAE;20220707;20.4;22.9;0.0;0.0;37
WAE;20220708;21.9;23.4;0.0;0.0;85
WAE;20220709;23.4;24.8;0.0;0.0;91
WAE;20220710;22.4;24.6;0.0;0.0;54
WAE;20220711;22.4;25.2;0.0;0.0;97
WAE;20220712;23.9;27.3;0.0;0.0;94
WAE;20220713;27.0;29.6;0.0;0.0;84
WAE;20220714;29.9;33.0;0.0;0.0;84
WAE;20220715;26.3;27.3;0.0;0.0;65
WAE;20220716;24.7;27.3;0.0;0.0;97
WAE;20220717;26.4;28.9;0.0;0.0;98
WAE;20220718;28.7;31.8;0.0;0.0;98
WAE;20220719;30.5;33.2;0.0;0.0;96
WAE;20220720;21.0;33.3;1.0;11.6;53
WAE;20220721;25.3;27.1;0.0;0.0;57
WAE;20220722;29.3;30.9;7.9;0.0;90
WAE;20220723;24.5;25.4;0.0;4.7;18
WAE;20220724;28.2;29.8;0.0;0.0;95
WAE;20220725;29.5;33.9;2.3;0.0;83
WAE;20220726;23.5;25.0;0.0;0.7;30
WAE;20220727;23.0;25.4;0.0;0.0;30
WAE;20220728;21.2;28.5;0.1;3.9;76
WAE;20220729;18.4;22.8;0.0;5.2;6
WAE;20220730;23.9;26.3;0.0;0.0;57
WAE;20220731;26.1;28.6;0.0;0.0;91
WAE;20220801;27.0;29.9;4.5;0.0;76
WAE;20220802;26.9;28.8;0.0;0.0;97
WAE;20220803;29.1;31.8;0.0;0.0;98
WAE;20220804;30.9;33.9;0.4;0.0;93
WAE;20220805;22.7;31.7;6.0;0.0;43
WAE;20220806;18.9;19.2;0.0;0.0;0
WAE;20220807;20.4;21.2;0.0;0.0;0
WAE;20220808;23.3;26.9;0.0;0.0;82
WAE;20220809;24.6;28.1;0.0;0.0;100
WAE;20220810;24.2;27.8;0.0;0.0;100
WAE;20220811;24.7;28.6;0.0;0.0;99
WAE;20220812;23.4;28.1;0.0;0.0;100
WAE;20220813;24.2;27.7;0.0;0.0;100
WAE;20220814;23.0;27.3;1.9;0.0;50
WAE;20220815;17.2;26.4;0.0;21.2;53
WAE;20220816;24.6;27.9;0.0;0.0;89
WAE;20220817;24.6;27.7;7.6;0.0;47
WAE;20220818;17.4;21.1;12.3;6.7;8
WAE;20220819;18.5;19.0;0.0;18.8;0
WAE;20220820;18.3;22.1;0.1;1.6;4
WAE;20220821;19.8;24.9;0.0;0.0;91
WAE;20220822;21.9;25.6;0.0;0.0;100
WAE;20220823;22.1;26.3;0.0;0.0;97
WAE;20220824;22.5;26.8;0.0;0.0;86
WAE;20220825;24.3;27.9;0.0;0.0;89
WAE;20220826;19.6;28.0;9.9;0.1;56
WAE;20220827;19.5;23.7;0.0;0.0;32
WAE;20220828;21.8;24.9;0.0;0.0;56
WAE;20220829;21.9;26.3;0.0;0.0;83
WAE;20220830;19.0;27.3;7.8;0.2;65
WAE;20220831;18.2;19.1;0.0;13.7;0
WAE;20220901;18.7;21.2;0.0;0.0;37
WAE;20220902;19.4;22.8;0.7;0.0;41
WAE;20220903;19.3;21.1;1.1;1.5;45
WAE;20220904;20.8;24.9;0.0;3.0;79
WAE;20220905;21.4;25.9;0.1;0.0;45
WAE;20220906;19.3;22.9;2.0;0.3;25
WAE;20220907;17.3;25.5;23.5;0.6;25
WAE;20220908;18.6;22.7;0.5;0.0;51
WAE;20220909;17.7;21.3;0.1;4.1;40
WAE;20220910;16.4;20.5;1.6;0.9;27
WAE;20220911;15.9;21.0;0.0;0.0;78
WAE;20220912;18.6;23.0;0.0;0.0;34
WAE;20220913;21.9;24.6;0.1;0.0;20
WAE;20220914;19.2;23.2;4.8;1.4;5
WAE;20220915;16.3;20.2;9.8;8.7;6
WAE;20220916;12.2;17.8;4.2;2.3;5
WAE;20220917;11.1;12.8;0.8;1.9;16
WAE;20220918;13.0;15.7;0.0;0.0;60
WAE;20220919;11.3;15.5;0.0;0.0;57
WAE;20220920;11.7;15.9;0.0;0.0;87
WAE;20220921;12.7;16.6;0.0;0.0;82
WAE;20220922;12.0;17.0;0.0;0.0;78
WAE;20220923;15.3;19.0;2.9;0.0;78
WAE;20220924;13.4;14.3;4.2;5.7;0
WAE;20220925;12.6;13.4;11.5;2.1;1
WAE;20220926;13.1;14.9;5.0;2.0;8
WAE;20220927;10.7;12.5;8.3;4.4;4
WAE;20220928;8.5;10.9;8.2;36.5;0
WAE;20220929;9.7;11.1;3.6;2.9;0
WAE;20220930;11.2;13.0;0.0;0.0;3
WAE;20221001;13.5;11.8;6.2;14.3;0
WAE;20221002;16.5;19.8;15.8;2.2;22
WAE;20221003;12.6;15.2;0.0;0.1;10
WAE;20221004;11.4;16.4;0.0;0.0;56
WAE;20221005;14.6;21.0;0.0;0.0;99
WAE;20221006;15.7;20.0;0.0;0.0;97
WAE;20221007;14.3;18.0;0.0;0.0;48
WAE;20221008;12.3;15.2;0.0;7.2;0
WAE;20221009;12.3;13.0;0.0;0.0;0
WAE;20221010;13.8;18.9;0.0;0.0;24
WAE;20221011;15.8;18.8;0.0;0.0;55
WAE;20221012;14.3;15.4;0.0;0.0;0
WAE;20221013;13.8;17.2;6.7;1.0;7
WAE;20221014;13.7;15.1;9.1;3.6;0
WAE;20221015;14.3;18.5;0.0;0.0;14
WAE;20221016;16.6;21.9;0.0;0.0;69
WAE;20221017;15.3;21.0;0.0;0.0;99
WAE;20221018;15.5;21.6;0.0;0.0;74
WAE;20221019;14.2;17.4;0.0;0.0;63
WAE;20221020;15.4;17.0;0.8;0.1;2
WAE;20221021;14.6;16.0;10.0;2.7;0
WAE;20221022;14.0;18.7;0.0;1.1;84
WAE;20221023;18.0;17.4;1.9;0.0;36
WAE;20221024;12.8;15.1;1.7;6.6;0
WAE;20221025;13.7;17.9;2.0;0.0;79
WAE;20221026;13.8;19.0;0.0;0.1;64
WAE;20221027;14.0;19.1;0.0;0.0;93
WAE;20221028;15.7;18.7;0.0;0.0;31
WAE;20221029;14.7;20.0;0.0;0.0;71
WAE;20221030;12.3;16.5;0.0;0.0;17
WAE;20221031;15.1;16.0;0.0;0.0;43
WAE;20221101;13.5;16.2;0.0;0.0;5
WAE;20221102;10.3;14.0;0.0;0.0;22
WAE;20221103;11.2;11.8;11.1;0.0;13
WAE;20221104;8.8;11.8;0.5;0.1;12
WAE;20221105;7.8;9.4;0.0;2.0;5
WAE;20221106;9.7;7.6;0.0;0.0;22
WAE;20221107;9.3;15.4;0.0;0.0;88
WAE;20221108;10.1;15.8;0.0;0.0;52
WAE;20221109;10.4;12.3;3.9;5.0;0
WAE;20221110;9.9;12.6;0.0;0.0;61
WAE;20221111;8.7;11.1;0.0;0.0;35
WAE;20221112;7.5;8.4;0.0;0.0;0
WAE;20221113;6.3;6.4;0.2;0.0;0
