stn;time;tre200nx;tre200jx;rre150n0;rre150j0;sremaxdv
WAE;20180621;24.0;28.0;0.6;0.0;49
WAE;20180622;17.8;20.2;0.0;0.0;52
WAE;20180623;19.8;21.1;0.0;0.0;97
WAE;20180624;19.5;20.6;0.0;0.0;17
WAE;20180625;20.3;22.3;0.0;0.0;48
WAE;20180626;22.1;25.3;0.0;0.0;91
WAE;20180627;22.4;25.5;0.0;0.0;71
WAE;20180628;18.6;23.9;0.0;0.0;54
WAE;20180629;23.8;24.8;0.0;0.0;70
WAE;20180630;27.3;29.5;0.0;0.0;96
WAE;20180701;25.8;29.1;0.0;0.0;96
WAE;20180702;28.0;29.5;0.0;0.0;78
WAE;20180703;22.3;23.9;0.0;0.3;17
WAE;20180704;25.3;28.4;3.0;0.0;67
WAE;20180705;18.0;19.7;0.4;2.7;5
WAE;20180706;19.1;19.6;0.0;5.3;7
WAE;20180707;23.9;25.7;0.0;0.0;83
WAE;20180708;25.1;27.1;0.0;0.0;81
WAE;20180709;24.8;27.5;0.0;0.0;89
WAE;20180710;21.6;23.4;0.0;0.0;19
WAE;20180711;20.4;21.7;0.0;0.0;32
WAE;20180712;24.4;25.3;0.0;0.0;91
WAE;20180713;26.3;28.4;0.0;0.0;88
WAE;20180714;26.3;29.2;0.0;0.0;58
WAE;20180715;22.2;28.3;0.6;0.2;57
WAE;20180716;25.5;28.1;0.2;0.0;86
WAE;20180717;22.6;27.0;0.0;0.0;64
WAE;20180718;26.8;29.7;0.0;0.0;97
WAE;20180719;26.9;29.9;0.0;0.0;95
WAE;20180720;20.9;29.6;0.6;0.1;54
WAE;20180721;19.1;21.7;0.0;0.6;1
WAE;20180722;20.5;22.2;0.0;4.9;21
WAE;20180723;24.2;25.6;0.0;0.0;50
WAE;20180724;28.5;30.0;0.0;0.0;91
WAE;20180725;28.2;31.0;0.0;0.0;96
WAE;20180726;27.9;31.6;0.0;0.0;97
WAE;20180727;29.8;31.5;0.0;0.0;98
WAE;20180728;22.5;23.4;0.0;5.9;11
WAE;20180729;28.0;30.3;0.0;0.0;96
WAE;20180730;29.1;32.4;0.0;0.0;94
WAE;20180731;31.0;34.2;0.0;0.0;96
WAE;20180801;22.0;32.9;0.0;2.1;61
WAE;20180802;27.8;30.2;0.0;0.0;84
WAE;20180803;30.0;32.7;0.0;0.0;93
WAE;20180804;29.9;33.9;0.0;0.0;78
WAE;20180805;29.4;33.0;0.0;0.0;88
WAE;20180806;27.1;32.9;0.0;0.0;68
WAE;20180807;27.4;31.2;0.0;0.0;45
WAE;20180808;24.8;29.2;0.0;0.9;40
WAE;20180809;19.3;31.2;6.4;1.8;55
WAE;20180810;21.0;22.6;0.0;0.0;23
WAE;20180811;21.6;24.1;0.0;0.0;77
WAE;20180812;26.8;27.9;0.0;0.0;96
WAE;20180813;20.6;24.8;4.4;3.7;22
WAE;20180814;20.9;22.9;0.0;5.3;18
WAE;20180815;23.4;25.8;0.0;0.0;90
WAE;20180816;24.8;28.4;0.0;0.0;96
WAE;20180817;18.6;28.4;0.0;8.5;60
WAE;20180818;23.6;25.2;0.0;0.0;35
WAE;20180819;25.1;28.3;0.0;0.0;82
WAE;20180820;25.4;28.8;0.0;0.0;93
WAE;20180821;23.6;29.5;0.0;0.0;95
WAE;20180822;26.7;30.8;4.4;0.0;87
WAE;20180823;24.8;29.5;12.4;0.0;81
WAE;20180824;17.2;24.2;1.5;4.7;23
WAE;20180825;11.3;16.3;1.8;4.2;0
WAE;20180826;15.1;18.7;0.0;0.0;80
WAE;20180827;22.0;25.0;0.0;0.0;53
WAE;20180828;22.5;26.6;0.0;0.0;89
WAE;20180829;18.0;27.7;4.8;33.3;45
WAE;20180830;16.8;17.3;5.3;0.0;0
WAE;20180831;13.6;15.0;10.3;8.3;0
WAE;20180901;13.2;13.9;0.3;1.8;0
WAE;20180902;14.6;15.7;0.0;0.0;0
WAE;20180903;17.5;19.2;0.0;0.0;8
WAE;20180904;19.2;22.7;0.0;0.0;97
WAE;20180905;21.1;24.5;0.0;0.0;94
WAE;20180906;17.4;23.3;15.9;0.8;53
WAE;20180907;17.9;19.6;0.0;2.9;16
WAE;20180908;18.3;22.5;0.0;0.0;93
WAE;20180909;20.2;24.9;0.0;0.0;97
WAE;20180910;20.1;25.6;0.0;0.0;76
WAE;20180911;21.0;26.6;0.0;0.0;98
WAE;20180912;22.2;28.0;3.0;0.0;96
WAE;20180913;17.4;25.5;6.4;17.8;66
WAE;20180914;19.7;21.8;2.7;0.0;45
WAE;20180915;18.4;21.3;0.0;0.0;65
WAE;20180916;18.8;20.3;0.0;0.0;49
WAE;20180917;20.0;25.2;0.0;0.0;95
WAE;20180918;20.5;24.2;0.0;0.1;45
WAE;20180919;20.4;25.8;0.0;0.0;94
WAE;20180920;20.5;26.0;0.0;0.0;97
WAE;20180921;16.5;26.4;2.1;1.7;46
WAE;20180922;15.8;18.0;0.5;0.0;60
WAE;20180923;24.4;26.0;21.2;0.0;36
WAE;20180924;10.7;13.5;0.0;0.0;29
WAE;20180925;11.3;15.6;0.0;0.0;99
WAE;20180926;13.8;17.7;0.0;0.0;98
WAE;20180927;16.5;21.5;0.0;0.0;99
WAE;20180928;18.6;22.0;0.0;0.0;92
WAE;20180929;14.2;14.9;0.0;0.0;0
WAE;20180930;17.3;20.4;24.3;0.0;90
WAE;20181001;8.9;10.9;0.5;2.4;0
WAE;20181002;11.1;12.4;0.0;0.0;27
WAE;20181003;13.3;15.5;0.0;0.0;8
WAE;20181004;13.9;18.3;0.0;0.0;85
WAE;20181005;15.5;20.4;0.0;0.0;97
WAE;20181006;15.9;20.6;0.0;0.0;27
WAE;20181007;16.2;20.7;0.0;0.0;65
WAE;20181008;14.2;16.5;0.0;0.0;29
WAE;20181009;14.3;18.5;0.0;0.0;63
WAE;20181010;17.0;20.8;0.0;0.0;68
WAE;20181011;14.5;16.9;0.0;0.0;8
WAE;20181012;15.8;21.8;0.0;0.0;96
WAE;20181013;15.9;20.3;0.0;0.0;99
WAE;20181014;19.6;22.1;0.0;0.0;100
WAE;20181015;18.4;22.5;0.0;0.0;100
WAE;20181016;14.5;20.5;0.0;0.0;86
WAE;20181017;13.5;18.9;0.0;0.0;91
WAE;20181018;15.1;17.9;0.0;0.0;55
WAE;20181019;11.5;14.3;0.0;0.0;24
WAE;20181020;11.7;16.0;0.0;0.0;54
WAE;20181021;9.8;13.7;0.0;0.0;29
WAE;20181022;8.9;12.3;0.0;0.0;53
WAE;20181023;12.7;13.6;0.0;0.0;56
WAE;20181024;13.0;13.7;0.0;0.2;18
WAE;20181025;12.3;16.7;0.0;0.0;98
WAE;20181026;12.2;14.3;1.4;0.0;58
WAE;20181027;4.9;7.4;6.0;11.9;0
WAE;20181028;4.4;4.2;0.0;0.0;0
WAE;20181029;12.1;7.2;7.7;10.6;0
WAE;20181030;4.6;6.8;0.0;1.2;8
WAE;20181031;13.6;11.1;0.0;0.0;8
WAE;20181101;10.0;13.1;0.0;0.0;58
WAE;20181102;10.5;11.5;0.0;0.0;0
WAE;20181103;10.7;11.4;0.0;0.0;0
WAE;20181104;8.7;9.6;0.0;0.0;0
WAE;20181105;8.7;11.1;0.0;0.0;27
WAE;20181106;11.8;16.7;0.0;0.0;18
WAE;20181107;10.5;13.2;0.0;0.0;78
WAE;20181108;9.6;12.3;0.0;0.0;2
WAE;20181109;8.2;11.6;0.0;0.0;30
WAE;20181110;10.0;10.3;0.2;0.0;26
WAE;20181111;11.5;15.1;0.0;0.3;84
WAE;20181112;11.5;14.8;0.0;0.1;80
WAE;20181113;9.8;11.2;0.0;1.5;0
WAE;20181114;8.1;8.2;0.0;0.0;0
WAE;20181115;7.5;7.9;0.0;0.0;0
WAE;20181116;5.4;6.1;0.0;0.0;0
WAE;20181117;3.5;5.9;0.0;0.0;43
WAE;20181118;2.3;2.1;0.0;0.0;0
WAE;20181119;1.3;2.3;0.0;0.0;0
WAE;20181120;1.7;2.2;0.0;0.0;1
WAE;20181121;2.8;2.2;0.0;0.0;0
WAE;20181122;3.5;4.1;0.0;0.0;0
WAE;20181123;4.3;3.5;0.4;0.0;0
WAE;20181124;5.8;8.6;0.0;0.1;56
WAE;20181125;3.3;3.3;0.0;0.0;0
WAE;20181126;3.5;3.9;6.7;1.4;0
WAE;20181127;3.7;3.4;0.0;3.1;0
WAE;20181128;3.7;5.0;0.0;0.0;5
WAE;20181129;5.3;5.4;0.0;0.0;18
WAE;20181130;5.9;7.2;1.1;2.3;0
WAE;20181201;6.7;7.8;0.0;0.0;19
WAE;20181202;8.9;7.1;31.3;15.9;0
WAE;20181203;13.0;13.5;26.7;2.3;6
WAE;20181204;7.3;9.3;5.7;11.4;3
WAE;20181205;7.9;8.1;5.6;0.0;0
WAE;20181206;9.1;10.3;0.0;0.7;3
WAE;20181207;10.6;11.3;7.8;0.1;23
WAE;20181208;11.4;8.4;0.8;0.0;4
WAE;20181209;5.8;8.2;7.1;10.5;8
WAE;20181210;4.2;5.9;0.3;2.3;2
WAE;20181211;2.1;4.3;0.0;0.3;29
WAE;20181212;-0.5;1.3;0.0;0.0;99
WAE;20181213;0.3;0.4;0.0;0.0;76
WAE;20181214;-0.4;-0.2;0.0;0.0;0
WAE;20181215;-0.8;0.3;6.3;0.0;53
WAE;20181216;2.1;3.0;0.0;0.1;0
WAE;20181217;4.6;4.9;0.0;0.0;0
WAE;20181218;1.1;1.4;0.0;0.0;72
WAE;20181219;3.7;4.8;0.0;2.0;9
WAE;20181220;5.7;7.1;0.0;0.0;8
WAE;20181221;12.1;6.8;6.1;8.6;0
WAE;20181222;10.6;12.6;1.3;3.7;0
WAE;20181223;11.5;9.6;42.2;14.2;0
WAE;20181224;4.8;10.7;0.0;15.2;13
WAE;20181225;1.2;2.1;0.0;0.0;20
WAE;20181226;0.2;0.4;0.0;0.0;7
WAE;20181227;0.6;1.1;0.0;0.0;17
WAE;20181228;1.6;3.8;0.0;0.0;50
WAE;20181229;2.5;1.3;1.7;0.0;0
WAE;20181230;3.8;3.9;0.4;0.0;0
WAE;20181231;4.7;5.0;0.0;0.2;0
WAE;20190101;4.8;4.9;1.0;0.0;0
WAE;20190102;1.2;2.7;2.8;0.0;0
WAE;20190103;-0.6;0.0;0.0;0.0;58
WAE;20190104;0.6;1.5;0.0;0.0;73
WAE;20190105;2.1;2.3;2.9;8.4;0
WAE;20190106;1.8;2.2;0.3;3.9;0
WAE;20190107;2.3;2.8;2.0;0.0;0
WAE;20190108;3.8;4.1;1.2;8.1;0
WAE;20190109;-0.5;2.0;2.1;1.8;0
WAE;20190110;-0.4;-0.5;0.0;4.6;0
WAE;20190111;0.0;-0.4;1.9;0.0;7
WAE;20190112;4.3;3.0;16.6;0.1;0
WAE;20190113;6.5;6.0;20.5;16.2;0
WAE;20190114;3.8;4.9;2.9;1.8;2
WAE;20190115;1.5;4.8;0.0;0.0;71
WAE;20190116;2.5;4.6;0.0;0.0;99
WAE;20190117;3.5;6.1;3.0;5.3;0
WAE;20190118;-1.2;1.5;0.0;0.0;66
WAE;20190119;-2.5;-0.2;0.0;0.0;90
WAE;20190120;0.5;1.4;0.0;0.0;3
WAE;20190121;0.4;1.7;0.0;0.0;51
WAE;20190122;-1.9;-0.8;0.0;0.0;0
WAE;20190123;-2.0;-0.5;0.0;0.0;49
WAE;20190124;-1.9;-1.2;0.0;0.1;0
WAE;20190125;-1.5;-0.1;0.0;0.0;97
WAE;20190126;1.4;1.6;0.0;0.0;0
WAE;20190127;4.8;4.4;4.1;1.1;0
WAE;20190128;1.0;2.5;0.6;0.1;6
WAE;20190129;-0.9;2.4;0.0;0.0;68
WAE;20190130;-0.2;4.5;0.0;0.0;36
WAE;20190131;2.8;1.6;0.0;0.3;6
WAE;20190201;3.0;4.8;1.7;0.0;0
WAE;20190202;3.0;5.3;15.8;0.0;44
WAE;20190203;-0.2;0.9;0.4;8.3;0
WAE;20190204;-0.5;0.6;0.0;0.0;20
WAE;20190205;-1.5;-0.9;0.0;0.0;5
WAE;20190206;-2.7;-1.6;0.0;0.0;0
WAE;20190207;2.7;2.1;3.7;4.4;0
WAE;20190208;6.1;6.2;0.0;0.0;80
WAE;20190209;5.9;9.4;0.0;0.3;32
WAE;20190210;5.9;13.8;8.0;4.2;6
WAE;20190211;2.5;4.6;0.1;2.6;21
WAE;20190212;1.8;5.0;0.0;0.0;51
WAE;20190213;2.7;6.6;0.0;0.0;100
WAE;20190214;5.4;9.2;0.0;0.0;98
WAE;20190215;5.2;9.3;0.0;0.0;98
WAE;20190216;7.5;12.7;0.0;0.0;100
WAE;20190217;7.0;12.7;0.0;0.0;100
WAE;20190218;7.4;12.4;0.0;0.0;100
WAE;20190219;7.3;11.7;0.0;0.0;99
WAE;20190220;6.8;11.4;0.0;0.0;89
WAE;20190221;9.3;14.0;0.0;0.0;97
WAE;20190222;8.5;11.7;0.0;0.0;6
WAE;20190223;5.8;9.0;0.0;0.0;86
WAE;20190224;5.2;8.5;0.0;0.0;99
WAE;20190225;7.6;11.2;0.0;0.0;98
WAE;20190226;8.5;12.4;0.0;0.0;94
WAE;20190227;9.7;15.3;0.0;0.0;99
WAE;20190228;12.9;18.5;0.5;0.0;98
WAE;20190301;6.8;8.9;0.3;9.4;0
WAE;20190302;8.4;9.7;0.0;0.0;7
WAE;20190303;10.2;13.8;0.0;0.0;61
WAE;20190304;7.5;13.8;0.2;2.6;13
WAE;20190305;9.5;11.9;0.0;0.0;73
WAE;20190306;15.2;13.2;0.7;0.0;26
WAE;20190307;8.5;11.3;0.0;6.6;23
WAE;20190308;8.1;8.2;0.0;8.4;5
WAE;20190309;10.7;11.3;1.6;3.4;0
WAE;20190310;11.5;15.5;3.3;0.7;7
WAE;20190311;2.5;5.5;0.0;4.1;7
WAE;20190312;9.6;8.3;2.7;0.0;52
WAE;20190313;6.0;8.2;0.6;0.2;21
WAE;20190314;7.4;5.7;11.1;6.8;0
WAE;20190315;11.3;11.9;0.1;29.2;0
WAE;20190316;12.6;17.0;0.0;0.0;88
WAE;20190317;3.7;17.6;15.1;6.8;37
WAE;20190318;3.9;6.7;0.0;1.3;15
WAE;20190319;5.3;8.4;0.0;0.0;64
WAE;20190320;6.7;10.2;0.0;0.0;98
WAE;20190321;8.1;11.7;0.0;0.0;98
WAE;20190322;11.7;16.0;0.0;0.0;97
WAE;20190323;12.6;17.9;0.0;0.0;98
WAE;20190324;13.3;17.4;0.0;0.0;96
WAE;20190325;5.4;9.4;1.6;0.0;3
WAE;20190326;5.5;8.8;0.0;0.0;59
WAE;20190327;7.8;11.1;0.0;0.0;75
WAE;20190328;10.9;14.1;0.0;0.0;81
WAE;20190329;11.3;15.9;0.0;0.0;98
WAE;20190330;12.8;18.1;0.0;0.0;98
WAE;20190331;14.1;18.4;0.0;0.0;97
WAE;20190401;13.3;17.1;0.0;0.0;96
WAE;20190402;15.8;18.5;0.0;0.0;57
WAE;20190403;5.7;16.3;8.8;0.0;52
WAE;20190404;2.3;2.1;1.6;18.2;0
WAE;20190405;5.8;9.1;0.0;0.0;44
WAE;20190406;9.2;12.8;0.0;0.0;36
WAE;20190407;9.5;13.0;0.2;0.0;41
WAE;20190408;11.7;13.0;0.7;0.0;16
WAE;20190409;10.8;13.4;0.0;0.0;40
WAE;20190410;9.1;11.1;0.9;0.0;0
WAE;20190411;8.4;9.4;0.0;0.0;0
WAE;20190412;8.3;9.7;0.0;0.0;26
WAE;20190413;5.9;8.5;8.3;0.0;1
WAE;20190414;3.5;4.1;0.0;3.8;0
WAE;20190415;10.6;13.3;0.0;0.0;77
WAE;20190416;11.2;16.1;0.4;0.0;44
WAE;20190417;15.0;18.1;0.0;0.0;80
WAE;20190418;16.9;20.8;0.0;0.0;97
WAE;20190419;17.4;21.9;0.0;0.0;93
WAE;20190420;18.7;22.5;0.0;0.0;99
WAE;20190421;18.4;21.8;0.0;0.0;58
WAE;20190422;18.8;21.9;0.0;0.0;38
WAE;20190423;19.6;22.9;0.0;0.0;46
WAE;20190424;11.1;23.9;0.0;0.0;76
WAE;20190425;20.0;21.4;7.8;0.0;52
WAE;20190426;7.8;8.8;2.4;10.5;3
WAE;20190427;8.6;13.1;8.7;2.6;9
WAE;20190428;6.4;9.3;2.3;4.1;30
WAE;20190429;6.9;11.3;0.1;3.7;7
WAE;20190430;10.7;11.7;0.0;0.0;6
WAE;20190501;15.1;17.7;0.0;0.0;90
WAE;20190502;12.1;18.4;6.0;0.0;45
WAE;20190503;10.4;11.6;0.0;0.0;3
WAE;20190504;2.5;12.0;5.0;12.7;3
WAE;20190505;4.3;6.9;0.0;2.2;5
WAE;20190506;7.9;9.4;0.0;0.0;28
WAE;20190507;13.2;14.4;0.5;0.0;71
WAE;20190508;10.3;12.2;9.5;3.7;0
WAE;20190509;13.0;17.3;5.2;0.0;39
WAE;20190510;13.8;15.6;0.1;0.1;14
WAE;20190511;8.7;15.0;2.9;6.0;8
WAE;20190512;8.9;12.8;0.0;0.0;21
WAE;20190513;11.2;12.4;0.0;0.0;12
WAE;20190514;10.4;14.8;0.0;0.0;87
WAE;20190515;9.7;10.8;0.0;0.0;7
WAE;20190516;12.7;14.8;0.0;0.0;93
WAE;20190517;15.4;20.0;0.0;0.0;58
WAE;20190518;14.3;17.3;11.9;0.9;4
WAE;20190519;14.6;17.2;21.7;0.0;13
WAE;20190520;11.9;12.0;8.0;16.9;0
WAE;20190521;11.9;14.1;3.2;9.7;0
WAE;20190522;16.6;18.2;0.0;0.0;46
WAE;20190523;19.1;20.9;0.0;0.0;96
WAE;20190524;20.2;22.5;0.0;0.0;81
WAE;20190525;14.7;17.1;0.0;0.6;3
WAE;20190526;18.5;19.7;0.0;0.0;42
WAE;20190527;17.8;19.7;0.0;0.0;10
WAE;20190528;10.9;13.9;3.7;8.4;0
WAE;20190529;11.6;14.2;0.0;4.8;6
WAE;20190530;17.8;19.4;0.0;0.0;90
WAE;20190531;20.5;22.8;0.0;0.0;88
WAE;20190601;23.7;26.2;0.0;0.0;98
WAE;20190602;26.0;27.6;0.0;0.0;98
WAE;20190603;22.0;29.9;0.0;0.0;68
WAE;20190604;27.6;29.7;0.0;0.0;91
WAE;20190605;26.5;29.6;0.0;0.0;76
WAE;20190606;14.5;14.8;0.0;0.0;5
WAE;20190607;19.5;27.9;0.0;0.0;69
WAE;20190608;20.1;21.7;0.0;0.0;71
WAE;20190609;17.2;17.9;0.0;0.3;10
WAE;20190610;15.2;16.7;29.9;16.3;4
WAE;20190611;15.6;15.8;4.6;0.0;16
WAE;20190612;17.2;19.4;0.0;5.7;33
WAE;20190613;20.5;22.8;0.0;0.0;78
WAE;20190614;26.6;25.9;0.0;0.0;55
WAE;20190615;16.8;22.5;8.8;0.1;35
WAE;20190616;20.4;21.4;0.0;0.0;47
WAE;20190617;24.1;25.3;0.0;0.0;96
WAE;20190618;20.4;28.1;0.0;1.0;70
WAE;20190619;27.4;28.4;3.1;0.0;82
WAE;20190620;17.5;22.0;1.0;3.9;37
WAE;20190621;20.9;23.1;7.3;0.0;31
WAE;20190622;19.4;20.5;3.1;0.7;3
WAE;20190623;23.7;25.5;0.0;0.0;72
WAE;20190624;28.2;30.0;0.0;0.0;92
WAE;20190625;30.4;32.8;0.0;0.0;93
WAE;20190626;32.3;34.6;0.0;0.0;92
WAE;20190627;31.6;34.1;0.0;0.0;91
WAE;20190628;27.5;30.0;0.0;0.0;84
WAE;20190629;29.1;32.1;0.0;0.0;98
WAE;20190630;32.0;34.4;0.0;0.0;94
WAE;20190701;27.2;30.0;46.6;0.0;66
WAE;20190702;24.9;26.7;0.0;2.3;55
WAE;20190703;23.8;25.9;0.0;0.0;44
WAE;20190704;25.0;26.7;0.0;0.0;86
WAE;20190705;27.3;29.4;0.0;0.0;92
WAE;20190706;22.5;26.2;7.9;6.8;37
WAE;20190707;23.2;25.7;0.0;2.4;46
WAE;20190708;19.1;22.5;0.6;0.0;7
WAE;20190709;20.3;21.6;0.0;0.0;29
WAE;20190710;21.1;22.8;0.0;0.0;97
WAE;20190711;18.5;21.0;0.0;0.0;8
WAE;20190712;21.4;20.8;3.5;4.2;21
WAE;20190713;20.4;22.4;0.0;0.0;58
WAE;20190714;16.3;24.6;30.9;0.0;75
WAE;20190715;19.1;22.0;0.0;0.8;23
WAE;20190716;24.0;25.7;0.0;0.0;96
WAE;20190717;24.4;26.4;0.0;0.0;82
WAE;20190718;24.3;26.6;0.0;0.0;69
WAE;20190719;25.4;27.2;0.0;0.0;81
WAE;20190720;27.1;31.0;2.5;0.0;81
WAE;20190721;25.2;26.9;0.0;0.9;56
WAE;20190722;27.1;29.3;0.0;0.0;76
WAE;20190723;29.7;31.7;0.0;0.0;98
WAE;20190724;31.3;33.7;0.0;0.0;95
WAE;20190725;30.7;34.1;0.0;0.0;74
WAE;20190726;27.7;32.2;0.3;0.0;66
WAE;20190727;18.4;25.9;16.5;7.1;29
WAE;20190728;16.7;18.1;3.6;36.7;0
WAE;20190729;20.8;22.5;0.0;0.0;20
WAE;20190730;24.4;27.2;1.5;0.0;92
WAE;20190731;19.9;22.5;0.0;0.2;13
WAE;20190801;23.3;25.2;0.8;0.0;77
WAE;20190802;19.0;21.1;0.0;3.7;21
WAE;20190803;22.5;24.9;0.0;0.0;58
WAE;20190804;24.0;26.4;0.0;0.0;93
WAE;20190805;26.4;29.9;4.4;0.0;40
WAE;20190806;20.4;23.5;1.2;3.9;19
WAE;20190807;19.0;19.8;5.9;2.7;8
WAE;20190808;23.4;25.7;0.0;0.0;88
WAE;20190809;27.9;31.1;25.7;0.0;76
WAE;20190810;20.0;21.1;0.0;8.4;4
WAE;20190811;18.1;27.3;3.7;2.5;79
WAE;20190812;17.3;18.2;7.2;4.9;0
WAE;20190813;16.5;18.5;0.0;0.0;1
WAE;20190814;18.5;21.7;0.0;0.0;99
WAE;20190815;18.8;20.4;0.0;1.9;15
WAE;20190816;19.8;23.1;0.0;0.0;97
WAE;20190817;21.3;24.7;0.0;0.0;8
WAE;20190818;25.9;30.9;38.7;0.0;95
WAE;20190819;18.4;22.5;3.1;0.1;4
WAE;20190820;14.2;16.6;3.2;20.7;0
WAE;20190821;18.0;20.0;0.0;0.0;22
WAE;20190822;17.1;17.4;0.0;0.0;0
WAE;20190823;18.6;20.3;0.0;0.0;2
WAE;20190824;21.0;23.8;0.0;0.0;67
WAE;20190825;22.1;27.2;0.0;0.0;98
WAE;20190826;22.6;27.4;0.0;0.0;98
WAE;20190827;23.6;28.1;0.0;0.0;89
WAE;20190828;24.1;27.2;0.0;0.0;43
WAE;20190829;20.3;23.7;0.0;12.9;48
WAE;20190830;23.1;27.4;0.0;0.0;97
WAE;20190831;21.7;26.6;0.0;0.0;64
WAE;20190901;17.1;22.8;25.2;9.8;9
WAE;20190902;15.3;16.1;0.0;3.1;0
WAE;20190903;16.7;21.0;0.0;0.0;86
WAE;20190904;19.6;23.2;0.0;0.0;97
WAE;20190905;12.4;16.9;2.3;4.7;16
WAE;20190906;12.3;14.1;4.8;0.2;0
WAE;20190907;14.1;17.6;7.7;0.0;31
WAE;20190908;10.5;11.7;6.8;9.4;0
WAE;20190909;12.6;16.5;0.0;0.0;49
WAE;20190910;15.8;20.0;0.0;0.0;89
WAE;20190911;16.8;20.6;0.0;0.0;69
WAE;20190912;18.8;22.9;0.0;0.0;98
WAE;20190913;19.8;25.0;0.0;0.0;99
WAE;20190914;19.1;23.1;0.0;0.0;56
WAE;20190915;20.4;25.3;0.0;0.0;95
WAE;20190916;22.1;26.7;0.0;0.0;94
WAE;20190917;19.5;23.8;0.0;0.0;88
WAE;20190918;15.3;17.5;0.0;0.0;14
WAE;20190919;14.2;18.1;0.0;0.0;86
WAE;20190920;14.2;18.1;0.0;0.0;97
WAE;20190921;15.5;20.8;0.0;0.0;97
WAE;20190922;20.1;23.1;7.6;0.0;51
WAE;20190923;13.4;15.0;0.0;19.2;14
WAE;20190924;13.9;15.0;5.4;1.4;1
WAE;20190925;15.2;18.6;3.4;4.5;21
WAE;20190926;15.6;16.9;0.0;0.6;0
WAE;20190927;16.7;23.2;10.8;0.0;50
WAE;20190928;16.1;19.1;0.0;0.0;41
WAE;20190929;21.3;21.4;0.0;0.0;92
WAE;20190930;14.4;18.4;0.0;0.0;27
WAE;20191001;18.1;21.0;11.0;0.0;83
WAE;20191002;10.3;15.9;7.4;6.0;10
WAE;20191003;9.4;13.2;0.0;0.0;96
WAE;20191004;12.6;12.8;6.0;5.6;0
WAE;20191005;12.1;14.5;2.7;3.4;0
WAE;20191006;12.8;14.9;13.8;2.3;0
WAE;20191007;10.8;14.8;0.0;0.0;69
WAE;20191008;16.7;15.8;23.0;0.0;15
WAE;20191009;11.6;12.0;3.1;26.9;0
WAE;20191010;10.4;15.6;0.0;0.0;46
WAE;20191011;11.4;16.4;0.0;0.0;98
WAE;20191012;15.4;19.6;0.0;0.0;80
WAE;20191013;14.9;21.2;0.0;0.0;80
WAE;20191014;15.4;20.4;0.0;0.0;99
WAE;20191015;11.1;15.3;6.2;14.6;0
WAE;20191016;10.8;15.4;0.0;0.0;100
WAE;20191017;14.2;17.3;0.0;0.0;73
WAE;20191018;13.4;16.5;0.0;0.0;9
WAE;20191019;13.4;16.2;0.0;0.8;21
WAE;20191020;14.1;15.5;0.0;0.0;19
WAE;20191021;13.5;15.9;2.0;0.3;0
WAE;20191022;13.8;14.6;0.0;0.0;0
WAE;20191023;23.2;15.4;0.0;0.0;33
WAE;20191024;14.6;16.5;0.0;0.0;6
WAE;20191025;11.6;16.2;0.0;0.0;40
WAE;20191026;12.6;17.6;0.0;0.0;98
WAE;20191027;15.3;18.9;0.8;0.0;96
WAE;20191028;10.2;13.1;12.5;3.3;0
WAE;20191029;8.3;9.0;4.0;5.4;0
WAE;20191030;7.5;8.3;1.4;12.0;0
WAE;20191031;9.3;8.6;0.0;0.0;0
WAE;20191101;11.3;12.2;1.8;0.6;0
WAE;20191102;12.4;15.4;1.2;0.5;12
WAE;20191103;10.3;11.8;0.0;3.1;0
WAE;20191104;12.0;12.4;0.7;0.0;36
WAE;20191105;7.7;11.5;3.0;7.6;29
WAE;20191106;7.0;9.1;0.0;0.7;1
WAE;20191107;7.7;7.8;6.8;0.0;7
WAE;20191108;4.6;4.8;0.0;10.5;0
WAE;20191109;4.6;7.4;0.0;0.0;7
WAE;20191110;3.8;5.3;0.0;0.0;17
WAE;20191111;5.2;5.9;3.6;0.0;41
WAE;20191112;5.3;7.3;0.0;0.0;47
WAE;20191113;4.3;6.6;0.0;0.1;13
WAE;20191114;3.9;5.2;0.0;0.0;16
WAE;20191115;4.8;6.1;0.0;2.6;3
WAE;20191116;3.7;6.6;0.7;0.0;37
WAE;20191117;3.4;4.4;0.0;4.0;0
WAE;20191118;4.4;7.1;0.0;0.0;26
WAE;20191119;4.5;4.8;0.0;0.0;0
WAE;20191120;4.6;5.2;0.0;0.0;0
WAE;20191121;4.3;4.7;0.0;0.0;0
WAE;20191122;3.7;7.0;0.0;0.0;72
WAE;20191123;14.3;14.9;0.0;0.0;0
WAE;20191124;7.6;9.6;0.0;0.0;0
WAE;20191125;6.6;7.4;1.0;0.0;0
WAE;20191126;7.7;10.4;0.1;0.0;13
WAE;20191127;8.7;10.2;2.1;8.5;35
WAE;20191128;7.8;8.8;2.7;6.3;3
WAE;20191129;7.0;7.4;7.8;26.0;0
WAE;20191130;3.3;5.6;0.0;0.0;46
WAE;20191201;4.2;3.9;4.5;0.0;0
WAE;20191202;1.6;3.3;0.0;0.3;0
WAE;20191203;0.3;3.0;0.0;0.0;38
WAE;20191204;1.2;1.3;0.0;0.0;0
WAE;20191205;0.4;1.9;0.0;0.0;0
WAE;20191206;7.3;3.3;0.0;0.0;75
WAE;20191207;8.1;10.4;0.0;0.0;0
WAE;20191208;10.0;9.7;0.2;0.0;78
